DATAFLOW,FREQ,REF_AREA,INDICATOR,GENDER,AGE_NOCLASS,MARITAL_STATUS,CITIZENSHIP,AREA_CONTRY_CITIZEN,USUAL_RESID_1Y,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_INDICATOR,NOTE_GENDER,NOTE_AGE_NOCLASS,NOTE_MARITAL_STATUS,NOTE_CITIZENSHIP,NOTE_AREA_CONTRY_CITIZEN,NOTE_USUAL_RESID_1Y,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,FRGAPO,ALL,ALL,2022,4,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,FRGAPO,ALL,ALL,2023,2,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,ITL,ALL,ALL,2021,256,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,ITL,ALL,ALL,2022,292,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,ITL,ALL,ALL,2023,266,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,ITL,ALL,ALL,2024,265,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,TOTAL,ALL,ALL,2021,259,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,TOTAL,ALL,ALL,2022,296,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,TOTAL,ALL,ALL,2023,268,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y14,ALL,TOTAL,ALL,ALL,2024,265,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,FRGAPO,ALL,ALL,2021,2,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,FRGAPO,ALL,ALL,2022,3,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,FRGAPO,ALL,ALL,2023,6,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,FRGAPO,ALL,ALL,2024,1,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,ITL,ALL,ALL,2021,261,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,ITL,ALL,ALL,2022,259,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,ITL,ALL,ALL,2023,293,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,ITL,ALL,ALL,2024,266,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,TOTAL,ALL,ALL,2021,263,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,TOTAL,ALL,ALL,2022,262,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,TOTAL,ALL,ALL,2023,299,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y15,ALL,TOTAL,ALL,ALL,2024,267,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,FRGAPO,ALL,ALL,2021,2,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,FRGAPO,ALL,ALL,2022,2,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,FRGAPO,ALL,ALL,2023,3,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,FRGAPO,ALL,ALL,2024,7,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2021,287,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2022,259,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2023,258,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082006,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2024,294,,,,,,SETA_FILTER,,,,,,,,
