territorio,nome,gap_studio_F_M,gap_lavoro_F_M,ribaltamento,pendolari,km_capoluogo
085015,Riesi,-7.099890959770654,-12.844518356515444,5.744627396744789,2293.0,19.692850707807644
085016,San Cataldo,0.34135941755778276,-3.733134148085753,4.074493565643536,5859.0,9.16111892729267
085017,Santa Caterina Villarmosa,10.199840127897684,-4.463071467608891,14.662911595506575,1183.0,16.464342956826428
085018,Serradifalco,-0.9000600040002666,-9.851886987323184,8.951826983322917,1520.0,12.6630131090511
085019,Sommatino,2.489196055845568,-8.657991959609468,11.147188015455036,1495.0,16.255854945218967
085020,Sutera,-0.5973120955699329,-0.1568239032644101,-0.44048819230552283,320.0,23.843523942571913
085021,Vallelunga Pratameno,2.9441491575405188,-12.268244575936883,15.212393733477402,702.0,32.99420356668728
085022,Villalba,-6.4743589743589745,-23.78038628038628,17.306027306027307,355.0,23.22490734104229
086001,Agira,-5.323591568375992,-7.960968590507456,2.6373770221314636,1748.0,27.24107710792655
086002,Aidone,6.626703992210324,8.313025195743137,-1.6863212035328132,1163.0,25.043882167108197
086003,Assoro,2.3980365335137463,2.6788247213779144,-0.28078818786416804,1196.0,18.471916522115404
086004,Barrafranca,0.3776380256840568,-18.96664047855865,19.344278504242705,2777.0,18.14750266565623
086005,Calascibetta,9.406366872726807,-3.513176865210525,12.919543737937332,1142.0,12.676529059644048
086006,Catenanuova,6.722606765051587,-18.971681922196797,25.694288687248385,1040.0,39.69369987794033
086007,Centuripe,7.351608835753982,-21.153620270156893,28.505229105910875,1281.0,44.58525030769705
086008,Cerami,3.1767515923566876,-1.3830833538234586,4.559834946180146,479.0,40.41534670146973
086009,Enna,0.6957330675399875,-2.1133056446343375,2.809038712174325,8021.0,0.0
086010,Gagliano Castelferrato,5.545876887340302,-8.834228017768762,14.380104905109064,867.0,34.14207657715037
086011,Leonforte,-3.0682083981653783,-11.390883278575906,8.322674880410528,2900.0,16.422600311765493
086012,Nicosia,2.024579952009567,-4.254740545078022,6.279320497087589,3581.0,28.85742178365905
086013,Nissoria,7.034094670638858,0.7096937912366812,6.324400879402177,717.0,25.080985825920003
086014,Piazza Armerina,0.9352723546596113,-2.2500174208262678,3.185289775485879,5205.0,18.42187536598812
086015,Pietraperzia,3.2778451832079583,-12.287928999936405,15.565774183144363,1444.0,16.52797086759291
086016,Regalbuto,5.985955837821027,-1.8010758103833844,7.787031648204412,1503.0,39.221110705843095
086017,Sperlinga,20.174165457184326,-18.73861566484517,38.9127811220295,194.0,25.74714145298464
086018,Troina,3.5856923414527113,-9.132347625219317,12.718039966672029,2368.0,42.887527709113755
086019,Valguarnera Caropepe,5.287112368824431,-19.480190709252774,24.767303078077205,1586.0,11.786455149874367
086020,Villarosa,5.404713639248932,-4.784804798484693,10.189518437733625,1121.0,9.572827011912416
087001,Aci Bonaccorsi,5.921649566769368,-1.912837944856662,7.83448751162603,829.0,15.692837856805887
087002,Aci Castello,3.0502523590081196,0.06887367209414208,2.9813786869139776,5125.0,13.17512113796302
087003,Aci Catena,2.0165833624267577,0.2505355028686296,1.7660478595581282,7329.0,16.105663879517664
087004,Acireale,1.9752062824268002,-4.49725051110665,6.47245679353345,13031.0,20.808556413168116
087005,Aci Sant'Antonio,6.088386890470275,1.3572267755011609,4.731160114969114,4619.0,19.094843937565972
087006,Adrano,3.1973978402549825,-9.567132182782167,12.76453002303715,6797.0,30.739369544608422
087007,Belpasso,5.9727203441811625,-2.819997704052348,8.79271804823351,6588.0,14.567408623361947
087008,Biancavilla,5.6983089040792905,-0.15487110647077884,5.853180010550069,4763.0,26.438558527272246
087009,Bronte,0.8970610418746165,-12.354313415391232,13.251374457265849,4489.0,45.72141158144617
087010,Calatabiano,-2.5144170665806342,2.590378205582809,-5.104795272163443,1245.0,41.893361884670945
087011,Caltagirone,1.0663683496077896,-6.854508359119414,7.920876708727204,8977.0,54.14252713902446
087012,Camporotondo Etneo,0.028839016825905617,-2.5404339250492995,2.569272941875205,1295.0,11.179444753653915
087013,Castel di Iudica,2.498508614941926,-17.03340450025103,19.531913115192957,966.0,32.66387980629368
087014,Castiglione di Sicilia,0.513178128240888,-4.2578125,4.770990628240888,832.0,40.286511452345934
087015,Catania,-0.11150163956498904,-2.5452182984261285,2.4337166588611394,68076.0,0.0
087016,Fiumefreddo di Sicilia,3.910113263725428,-0.5692060321707402,4.479319295896168,2330.0,38.470589090888645
087017,Giarre,3.45338427678945,-4.84666951792763,8.30005379471708,7106.0,29.783819533431238
087018,Grammichele,1.1273149398530933,-8.178376890252295,9.305691830105388,3022.0,46.041751943209114
087019,Gravina di Catania,0.4693819536342687,-1.234580092635852,1.7039620462701208,7163.0,10.341739940648285
087020,Licodia Eubea,2.6870007262164144,-2.0420371427794564,4.729037868995871,740.0,47.27499555790566
087021,Linguaglossa,2.568764244332712,-2.8202408908416032,5.389005135174315,1474.0,39.82963124358547
087022,Maletto,5.74105212587077,-4.429798675322971,10.17085080119374,853.0,39.77222794865784
087023,Mascali,2.2844017371013763,3.2364667451203104,-0.9520650080189341,3425.0,35.050324306630884
087024,Mascalucia,2.173336864325961,-4.004160737904357,6.177497602230318,8073.0,14.014093227890273
087025,Militello in Val di Catania,0.9966172261254229,-20.631876911838564,21.628494137963987,1484.0,30.155606725781528
087026,Milo,-5.0074460163812375,-10.532618972581155,5.525172956199917,262.0,30.823727127003963
087027,Mineo,4.778539379878556,-11.155879937681792,15.934419317560348,1109.0,38.23791503207255
087028,Mirabella Imbaccari,6.082511865644392,-10.26940517471326,16.35191704035765,970.0,54.63378043847963
087029,Misterbianco,4.411103475092929,-7.0133699252363755,11.424473400329305,11268.0,5.785416493218098
087030,Motta Sant'Anastasia,-0.5020871985157669,-7.753446432976119,7.251359234460352,3130.0,8.235771002158813
087031,Nicolosi,2.556410590843875,1.738571402142341,0.8178391887015337,1896.0,23.756601650909587
087032,Palagonia,0.30437540669617746,-4.227313227447626,4.531688634143803,3412.0,29.532716383698943
087033,Paternò,-0.3467670798204274,-9.693967809684118,9.34720072986369,10391.0,19.100162564753212
087034,Pedara,2.341795580957232,-2.5152606269216164,4.857056207878848,3574.0,19.552281708281516
087035,Piedimonte Etneo,-4.334448160535118,3.3045557833835346,-7.639003943918652,1010.0,39.00120310964779
087036,Raddusa,4.288337121874456,-25.727513227513228,30.015850349387684,642.0,45.47567320007479
087037,Ramacca,3.3469590692961493,-9.344451184012122,12.691410253308272,2446.0,26.08246332308358
087038,Randazzo,-2.676143245652124,-3.470711349734067,0.794568104081943,3090.0,44.320455074378465
087039,Riposto,9.028913890357096,-2.0423252170392345,11.07123910739633,3378.0,30.154630987627755
087040,San Cono,0.6422305764411007,-24.81025258180913,25.45248315825023,530.0,63.39226855855531
087041,San Giovanni la Punta,-0.3969741454090183,-3.164627463864818,2.7676533184557996,6039.0,12.866797775670525
087042,San Gregorio di Catania,-1.0831122900088488,3.035331157425148,-4.118443447433997,3548.0,12.150380940530217
087043,San Michele di Ganzaria,1.0483956369797767,-14.015684069109884,15.064079706089661,650.0,58.82546640699077
087044,San Pietro Clarenza,3.8130634051335264,4.098774038996396,-0.28571063386286966,1891.0,11.827482445558733
087045,Sant'Agata li Battiati,-0.860923786355059,0.49714159342705955,-1.3580653797821185,2764.0,10.662430867302259
087046,Sant'Alfio,2.8735632183907995,-8.374161252529554,11.247724470920353,393.0,32.999697695585034
087047,Santa Maria di Licodia,6.408369701275415,3.611745111344149,2.796624589931266,1640.0,22.78244806863389
087048,Santa Venerina,3.316958277254372,14.420826096805861,-11.103867819551489,2030.0,25.54281147407231
087049,Scordia,0.5770795200325374,-13.653471882265244,14.230551402297781,3744.0,25.29072312133443
087050,Trecastagni,1.156578944979195,2.0799288412848256,-0.9233498963056306,2852.0,20.573200650360654
087051,Tremestieri Etneo,1.5205354853112354,-1.8076692753141543,3.3282047606253897,6112.0,12.970288084695728
087052,Valverde,1.509294472185502,1.3770757001651361,0.1322187720203658,2074.0,14.797789868760809
087053,Viagrande,3.256519253237876,1.4940098661028856,1.7625093871349904,2115.0,17.97769798945349
087054,Vizzini,3.0553422182064587,-2.1013844602698803,5.156726678476339,1378.0,38.19187832510991
087055,Zafferana Etnea,5.805813772734339,-1.8987953359531033,7.704609108687443,2261.0,26.696893620794164
087056,Mazzarrone,2.1875,-5.7276995305164355,7.9151995305164355,1180.0,59.556742229574645
087057,Maniace,3.205818965517242,1.0233799854380763,2.1824389800791657,902.0,51.0624985091799
087058,Ragalna,-0.3322784810126578,3.414546892357521,-3.7468253733701786,960.0,24.08437570293239
088001,Acate,4.421035455518211,-2.7141192441788213,7.135154699697033,3188.0,23.21770229803113
088002,Chiaramonte Gulfi,4.6460125143540125,-4.012390188540785,8.658402702894797,2256.0,16.057738477133075
088003,Comiso,-2.8856003898790643,-5.273829213864197,2.3882288239851324,7721.0,8.775477024071114
088004,Giarratana,13.874266807038651,-14.005654590760969,27.87992139779962,931.0,22.487193444269565
088005,Ispica,-0.9444655923529162,-6.409912499201635,5.465446906848719,4340.0,28.688109331219444
088006,Modica,-1.4244568707350571,-3.8958480935049895,2.4713912227699324,15719.0,13.663565640051647
088007,Monterosso Almo,0.2967778405879038,-10.96064419735539,11.257422037943293,864.0,20.30511622719752
088008,Pozzallo,7.806654853317584,-15.167428908367484,22.974083761685065,4161.0,26.083287081961124
088009,Ragusa,1.3682968432146159,-1.2091465825810666,2.5774434257956824,22251.0,0.0
088010,Santa Croce Camerina,6.244279280928495,1.6037296387569882,4.640549642171507,3112.0,15.809081503996365
088011,Scicli,0.6292508017056075,-6.620686123332021,7.249936925037629,7240.0,14.608056167745248
088012,Vittoria,-0.615482869164496,-4.491992249812771,3.876509380648275,16382.0,15.941969389005864
089001,Augusta,2.1914083304562393,-10.137161516526344,12.328569846982584,9164.0,27.044114775677166
089002,Avola,3.4448391627646107,-16.334301159601345,19.779140322365954,6844.0,14.67563875952253
089003,Buccheri,5.066666666666663,0.6257974360532224,4.4408692306134405,520.0,33.61679068560829
089004,Buscemi,-7.430713616280627,-13.566605279312462,6.135891663031835,316.0,29.872825008693102
089005,Canicattini Bagni,3.078761376925815,-12.86699595993138,15.945757336857195,1546.0,12.403435048404937
089006,Carlentini,10.460598544879488,-7.421635160795823,17.88223370567531,4134.0,32.3015207846318
089007,Cassaro,5.344262295081968,5.261462471813594,0.08279982326837398,206.0,24.668627140560538
089008,Ferla,0.3482433059897829,-19.432570571612207,19.78081387760199,678.0,27.650013905963956
089009,Floridia,-0.10767231830962132,-12.902641878669279,12.794969560359657,5554.0,10.894493379684988
089010,Francofonte,4.287117716268584,-10.076690549611985,14.36380826588057,2137.0,39.42135118181517
089011,Lentini,0.9897658214066531,-10.81177895248247,11.801544773889123,5057.0,43.542396006650804
089012,Melilli,3.6168835372564203,-25.24313265893577,28.86001619619219,3324.0,22.603025748779743
089013,Noto,-2.622865357722281,-7.722578877411543,5.099713519689262,5322.0,23.741262645444955
089014,Pachino,2.9604395198088103,-2.739833431339429,5.700272951148239,5721.0,38.74185963528338
089015,Palazzolo Acreide,0.6956393697806007,-13.747909698996658,14.443549068777259,2487.0,25.17334626147267
089016,Rosolini,2.7267616268810446,-5.657572998644966,8.38433462552601,5275.0,33.8303945144008
089017,Siracusa,1.0772044907165457,-11.375736562331182,12.452941053047727,31973.0,0.0
089018,Solarino,5.979073243647235,-11.969465648854964,17.9485388925022,1985.0,12.508260630479363
089019,Sortino,9.782520222789834,-20.051291730952308,29.833811953742142,2383.0,19.79345851537826
089020,Portopalo di Capo Passero,8.013191831212215,7.385839483394832,0.6273523478173821,911.0,41.450660428996784
089021,Priolo Gargallo,-3.851485285759832,7.3901587412273955,-11.241644026987228,2904.0,12.620220481433753
