territorio,nome,quota_fuori,atteso,residuo,km_capoluogo,pendolari,verso_palermo,fuori
084035,San Biagio Platani,35.23489932885906,55.3899188377437,-20.155019508884642,22.589484146389886,596.0,17.0,210.0
084036,San Giovanni Gemini,45.73684210526316,42.63916634092954,3.0976757643336157,33.87148082089119,1900.0,71.0,869.0
084037,Santa Elisabetta,59.2128801431127,62.6045327155472,-3.391652572434502,14.352762974424122,559.0,11.0,331.0
084038,Santa Margherita di Belice,38.38310269482884,34.971572983464334,3.4115297113645084,63.658366692839365,1373.0,70.0,527.0
084039,Sant'Angelo Muxaro,50.57915057915058,63.78487429380854,-13.205723714657964,17.7670527100023,259.0,5.0,131.0
084040,Santo Stefano Quisquina,33.51588170865279,47.85099155409466,-14.33510984544187,31.663109196666078,913.0,38.0,306.0
084041,Sciacca,12.182690385768538,27.07984752295132,-14.89715713718278,50.57358916470137,10006.0,249.0,1219.0
084042,Siculiana,41.72043010752688,56.889633819075435,-15.169203711548555,17.279472358842444,930.0,11.0,388.0
084043,Villafranca Sicula,42.01954397394137,51.1494003101286,-9.129856336187231,38.465839520280845,307.0,7.0,129.0
085001,Acquaviva Platani,50.526315789473685,57.546176654135465,-7.01986086466178,30.20359091234021,190.0,6.0,96.0
085002,Bompensiere,55.932203389830505,66.67809931424866,-10.74589592441815,19.760367633219783,118.0,0.0,66.0
085003,Butera,43.16702819956616,47.9199052083629,-4.752877008796737,31.40195645178816,922.0,6.0,398.0
085005,Campofranco,51.282051282051285,51.841477194233995,-0.5594259121827108,28.08125246494536,624.0,15.0,320.0
085006,Delia,48.057259713701434,58.23958452283198,-10.182324809130549,15.503048280902695,978.0,5.0,470.0
085007,Gela,7.956204379562044,25.06901179522827,-17.112807415666225,47.86669745240422,16440.0,36.0,1308.0
085008,Marianopoli,59.375,61.36655314588139,-1.9915531458813902,17.961947555874893,384.0,8.0,228.0
085009,Mazzarino,31.195233087977567,39.901659899040524,-8.706426811062958,34.80665973632058,2853.0,8.0,890.0
085010,Milena,49.37062937062937,53.45066610416847,-4.080036733539096,23.97300450506778,715.0,12.0,353.0
085011,Montedoro,39.73941368078176,63.50329899229743,-23.763885311515672,16.971849692947433,307.0,3.0,122.0
085012,Mussomeli,19.773817683344756,48.46425879645976,-28.690441113115003,19.573151866779146,2918.0,71.0,577.0
085013,Niscemi,34.417398244213885,31.190663086862614,3.2267351573512713,50.05848062017065,5012.0,8.0,1725.0
085014,Resuttano,43.946188340807176,59.39855169705984,-15.452363356252661,19.334096953310233,446.0,15.0,196.0
085015,Riesi,34.599910594546266,49.893029844723976,-15.29311925017771,19.692850707807644,2237.0,5.0,774.0
085016,San Cataldo,45.949745211737834,56.10442546090674,-10.154680249168905,9.16111892729267,5691.0,55.0,2615.0
085017,Santa Caterina Villarmosa,44.7992700729927,56.67938234250603,-11.880112269513333,16.464342956826428,1096.0,11.0,491.0
085018,Serradifalco,51.8037518037518,59.29956048781997,-7.495808684068166,12.6630131090511,1386.0,24.0,718.0
085019,Sommatino,42.09059233449477,55.329599209200104,-13.239006874705332,16.255854945218967,1435.0,12.0,604.0
085020,Sutera,48.95104895104895,58.775900789370766,-9.824851838321813,23.843523942571913,286.0,14.0,140.0
085021,Vallelunga Pratameno,36.450079239302696,49.343295958485015,-12.89321671918232,32.99420356668728,631.0,18.0,230.0
085022,Villalba,38.79598662207358,58.91842841442798,-20.1224417923544,23.22490734104229,299.0,5.0,116.0
086001,Agira,33.90092879256966,45.81503765259182,-11.91410886002216,27.24107710792655,1938.0,5.0,657.0
086002,Aidone,43.687374749499,50.882556106768874,-7.195181357269874,25.043882167108197,998.0,4.0,436.0
086003,Assoro,51.899757477768794,54.24967241362037,-2.3499149358515723,18.471916522115404,1237.0,4.0,642.0
086004,Barrafranca,40.11564871702205,49.910167088566126,-9.79451837154408,18.14750266565623,2767.0,9.0,1110.0
086005,Calascibetta,62.47787610619469,60.452010377415164,2.0258657287795288,12.676529059644048,1130.0,11.0,706.0
086006,Catenanuova,44.294699011680144,43.30459703137237,0.9901019803077773,39.69369987794033,1113.0,2.0,493.0
086007,Centuripe,46.31410256410256,40.89484976474327,5.419252799359292,44.58525030769705,1248.0,5.0,578.0
086008,Cerami,42.918454935622314,48.014728102698946,-5.096273167076632,40.41534670146973,466.0,1.0,200.0
086010,Gagliano Castelferrato,32.35981308411215,47.08178768778466,-14.721974603672514,34.14207657715037,856.0,1.0,277.0
086011,Leonforte,38.68588669125042,50.98799734645262,-12.302110655202206,16.422600311765493,2983.0,4.0,1154.0
086012,Nicosia,20.576243544441425,41.27670875937359,-20.700465214932166,28.85742178365905,3679.0,16.0,757.0
086013,Nissoria,58.84665792922674,52.39666475235041,6.449993176876326,25.080985825920003,763.0,1.0,449.0
086014,Piazza Armerina,26.840721262208866,45.93845150568247,-19.097730243473606,18.42187536598812,5324.0,11.0,1429.0
086015,Pietraperzia,41.13879003558719,55.19984939235756,-14.061059356770365,16.52797086759291,1405.0,5.0,578.0
086016,Regalbuto,28.315412186379927,41.149764401088596,-12.83435221470867,39.221110705843095,1674.0,2.0,474.0
086017,Sperlinga,54.375,60.939887500278004,-6.5648875002780045,25.74714145298464,160.0,1.0,87.0
086018,Troina,17.68475010679197,37.881356678018015,-20.196606571226045,42.887527709113755,2341.0,5.0,414.0
086019,Valguarnera Caropepe,44.33497536945813,59.47580482684308,-15.140829457384953,11.786455149874367,1624.0,6.0,720.0
086020,Villarosa,48.59903381642512,65.19458298311832,-16.595549166693203,9.572827011912416,1035.0,9.0,503.0
087001,Aci Bonaccorsi,80.95238095238095,57.76497669526119,23.18740425711976,15.692837856805887,1029.0,1.0,833.0
087002,Aci Castello,81.91000918273646,50.87103279500513,31.03897638773133,13.17512113796302,5445.0,7.0,4460.0
087003,Aci Catena,80.5062630480167,45.88246312239806,34.62379992561865,16.105663879517664,7664.0,8.0,6170.0
087004,Acireale,43.003093747751635,38.607801609634166,4.395292138117469,20.808556413168116,13899.0,16.0,5977.0
087005,Aci Sant'Antonio,75.972894482091,45.5702256330411,30.402668849049896,19.094843937565972,5165.0,6.0,3924.0
087006,Adrano,34.11533222339943,36.97237051487933,-2.8570382914799026,30.739369544608422,6607.0,5.0,2254.0
087007,Belpasso,56.70379814789961,47.55941841381664,9.144379734082975,14.567408623361947,7451.0,7.0,4225.0
087008,Biancavilla,36.79207920792079,40.78591384698992,-3.993834639069128,26.438558527272246,5050.0,4.0,1858.0
087009,Bronte,24.116743471582183,32.339457964806,-8.222714493223819,45.72141158144617,5208.0,5.0,1256.0
087010,Calatabiano,66.25310173697271,42.01680777222548,24.236293964747233,41.893361884670945,1209.0,0.0,801.0
087011,Caltagirone,21.189945911549476,26.390152915267045,-5.200207003717569,54.14252713902446,9429.0,16.0,1998.0
087012,Camporotondo Etneo,89.20276208411802,60.38442234608612,28.818339738031902,11.179444753653915,1593.0,2.0,1421.0
087013,Castel di Iudica,50.36420395421436,47.08794690115127,3.276257053063091,32.66387980629368,961.0,0.0,484.0
087014,Castiglione di Sicilia,42.995839112343965,45.56533519333959,-2.569496080995627,40.286511452345934,721.0,0.0,310.0
087016,Fiumefreddo di Sicilia,62.44404655326768,39.79010306738181,22.653943485885875,38.470589090888645,2234.0,3.0,1395.0
087017,Giarre,46.32542179010581,37.12342768533266,9.20199410477315,29.783819533431238,6994.0,7.0,3240.0
087018,Grammichele,34.18280665987088,35.500245909178055,-1.3174392493071778,46.041751943209114,2943.0,4.0,1006.0
087019,Gravina di Catania,84.65434633812457,52.845423716368536,31.808922621756032,10.341739940648285,7305.0,9.0,6184.0
087020,Licodia Eubea,43.0835734870317,43.36850073713928,-0.2849272501075788,47.27499555790566,694.0,0.0,299.0
087021,Linguaglossa,43.32179930795848,41.7591226191313,1.5626766888271817,39.82963124358547,1445.0,0.0,626.0
087022,Maletto,47.87472035794183,44.52860284323477,3.3461175147070605,39.77222794865784,894.0,0.0,428.0
087023,Mascali,71.59209157127992,38.090213092322074,33.50187847895785,35.050324306630884,3844.0,5.0,2752.0
087024,Mascalucia,82.54201680672269,46.74180904128809,35.80020776543459,14.014093227890273,9520.0,7.0,7858.0
087025,Militello in Val di Catania,41.812865497076025,46.27352372177115,-4.460658224695123,30.155606725781528,1368.0,2.0,572.0
087026,Milo,67.71929824561404,54.9190435387391,12.800254706874938,30.823727127003963,285.0,0.0,193.0
087027,Mineo,26.838586437440306,44.218571853341516,-17.37998541590121,38.23791503207255,1047.0,0.0,281.0
087028,Mirabella Imbaccari,34.29895712630359,39.93699723061374,-5.63804010431015,54.63378043847963,863.0,2.0,296.0
087029,Misterbianco,66.22968835858387,58.433086887257275,7.796601471326596,5.785416493218098,12739.0,9.0,8437.0
087030,Motta Sant'Anastasia,77.43324720068907,60.52184209658262,16.91140510410645,8.235771002158813,3483.0,5.0,2697.0
087031,Nicolosi,64.73937801138852,46.9439793819256,17.795398629462923,23.756601650909587,2283.0,3.0,1478.0
087032,Palagonia,23.814165042235217,41.94812458343598,-18.13395954120076,29.532716383698943,3078.0,3.0,733.0
087033,Paternò,35.78444624673335,41.1896336983491,-5.405187451615745,19.100162564753212,11097.0,9.0,3971.0
087034,Pedara,82.23259951078496,46.00532054727787,36.227278963507096,19.552281708281516,4497.0,4.0,3698.0
087035,Piedimonte Etneo,58.644400785854614,44.0808880361776,14.563512749677017,39.00120310964779,1018.0,5.0,597.0
087036,Raddusa,41.98250728862974,44.020735407526075,-2.0382281188963347,45.47567320007479,686.0,1.0,288.0
087037,Ramacca,35.592497868712705,45.37795423261252,-9.785456363899812,26.08246332308358,2346.0,2.0,835.0
087038,Randazzo,26.00942126514132,36.01942515207039,-10.01000388692907,44.320455074378465,2972.0,2.0,773.0
087039,Riposto,63.101758431824734,40.9491405780247,22.15261785380003,30.154630987627755,3469.0,4.0,2189.0
087040,San Cono,48.97260273972603,39.926703385969525,9.045899353756504,63.39226855855531,584.0,0.0,286.0
087041,San Giovanni la Punta,77.42213291230085,49.81805030484626,27.604082607454593,12.866797775670525,6967.0,4.0,5394.0
087042,San Gregorio di Catania,88.01369863013699,54.157951017115465,33.85574761302152,12.150380940530217,3796.0,4.0,3341.0
087043,San Michele di Ganzaria,43.117744610281925,40.87236909650271,2.2453755137792157,58.82546640699077,603.0,0.0,260.0
087044,San Pietro Clarenza,84.21052631578948,57.02375123035084,27.18677508543864,11.827482445558733,2470.0,3.0,2080.0
087045,Sant'Agata li Battiati,86.39361332870531,57.70866620714662,28.684947121558693,10.662430867302259,2881.0,6.0,2489.0
087046,Sant'Alfio,73.54368932038835,51.780179419144616,21.763509901243737,32.999697695585034,412.0,0.0,303.0
087047,Santa Maria di Licodia,60.0,49.130416980695394,10.869583019304606,22.78244806863389,1740.0,3.0,1044.0
087048,Santa Venerina,60.51464063886424,45.92255484611784,14.592085792746403,25.54281147407231,2254.0,1.0,1364.0
087049,Scordia,33.55188141391106,43.541022639747084,-9.989141225836022,25.29072312133443,3508.0,5.0,1177.0
087050,Trecastagni,78.53988813659112,46.84210268886142,31.6977854477297,20.573200650360654,3397.0,2.0,2668.0
087051,Tremestieri Etneo,86.95441319107663,50.377476298934965,36.57693689214166,12.970288084695728,6186.0,9.0,5379.0
087052,Valverde,84.71230575388492,53.85087990715105,30.861425846733873,14.797789868760809,2381.0,3.0,2017.0
087053,Viagrande,78.98578563196313,50.401747452626836,28.58403817933629,17.97769798945349,2603.0,2.0,2056.0
087054,Vizzini,37.90064102564103,43.23181525897883,-5.331174233337798,38.19187832510991,1248.0,0.0,473.0
087055,Zafferana Etnea,53.41914722445696,44.69470374876831,8.724443475688645,26.696893620794164,2486.0,5.0,1328.0
087056,Mazzarrone,26.96917808219178,36.90251578152386,-9.933337699332078,59.556742229574645,1168.0,0.0,315.0
087057,Maniace,57.82312925170068,39.95094730940912,17.872181942291554,51.0624985091799,1029.0,0.0,595.0
087058,Ragalna,79.12509593246355,49.94637823450161,29.178717697961943,24.08437570293239,1303.0,1.0,1031.0
088001,Acate,27.528901734104046,46.18807354322968,-18.65917180912563,23.21770229803113,2768.0,0.0,762.0
088002,Chiaramonte Gulfi,35.36950021358394,52.71407938430341,-17.34457917071947,16.057738477133075,2341.0,0.0,828.0
088003,Comiso,35.49987596129993,54.76077003820968,-19.26089407690975,8.775477024071114,8062.0,1.0,2862.0
088004,Giarratana,52.818627450980394,53.66058848003174,-0.8419610290513475,22.487193444269565,816.0,0.0,431.0
088005,Ispica,27.906473262610955,40.06347662075307,-12.157003358142116,28.688109331219444,4619.0,0.0,1289.0
088006,Modica,16.78275882598083,43.875005285038405,-27.092246459057574,13.663565640051647,16797.0,0.0,2819.0
088007,Monterosso Almo,53.458382180539274,54.94798485810337,-1.4896026775640934,20.30511622719752,853.0,0.0,456.0
088008,Pozzallo,35.80602302922941,41.62973340518817,-5.823710375958761,26.083287081961124,4516.0,0.0,1617.0
088010,Santa Croce Camerina,38.265464718682004,51.13069921094303,-12.865234492261024,15.809081503996365,3217.0,1.0,1231.0
088011,Scicli,22.58763026119908,47.565163565222136,-24.977533304023055,14.608056167745248,7389.0,0.0,1669.0
088012,Vittoria,15.318627450980392,41.71132135564117,-26.392693904660774,15.941969389005864,16320.0,3.0,2500.0
089001,Augusta,26.685923786245972,37.13669356470571,-10.450769778459737,27.044114775677166,9001.0,2.0,2402.0
089002,Avola,38.24916759156493,47.63739541201428,-9.388227820449352,14.67563875952253,7208.0,0.0,2757.0
089003,Buccheri,40.78947368421053,50.919785569214085,-10.130311885003557,33.61679068560829,456.0,0.0,186.0
089004,Buscemi,64.23076923076923,55.91753446870216,8.313234762067069,29.872825008693102,260.0,0.0,167.0
089005,Canicattini Bagni,49.092088197146566,59.0019303804427,-9.909842183296135,12.403435048404937,1542.0,0.0,757.0
089006,Carlentini,66.51624548736461,38.50879996353558,28.007445523829034,32.3015207846318,4432.0,1.0,2948.0
089007,Cassaro,52.69461077844311,61.3409399385622,-8.646329160119087,24.668627140560538,167.0,0.0,88.0
089008,Ferla,48.429752066115704,52.252092809574016,-3.8223407434583123,27.650013905963956,605.0,0.0,293.0
089009,Floridia,52.78700627537837,53.76931412068188,-0.9823078453035095,10.894493379684988,5418.0,0.0,2860.0
089010,Francofonte,34.47004608294931,39.587825457131686,-5.117779374182376,39.42135118181517,2170.0,2.0,748.0
089011,Lentini,42.67368421052632,33.60351008650518,9.070174124021136,43.542396006650804,4750.0,1.0,2027.0
089012,Melilli,62.35795454545455,45.217867752499004,17.140086792955543,22.603025748779743,3520.0,1.0,2195.0
089013,Noto,31.239031239031238,41.71979958732988,-10.480768348298643,23.741262645444955,5698.0,1.0,1780.0
089014,Pachino,20.32635686413622,34.38649745443741,-14.060140590301192,38.74185963528338,5638.0,1.0,1146.0
089015,Palazzolo Acreide,37.23037100949094,45.98232408574954,-8.751953076258602,25.17334626147267,2318.0,0.0,863.0
089016,Rosolini,40.82446808510638,36.82606129985552,3.9984067852508645,33.8303945144008,5264.0,0.0,2149.0
089018,Solarino,62.887139107611546,57.665118875552,5.222020232059549,12.508260630479363,1905.0,0.0,1198.0
089019,Sortino,53.390639923591216,50.1941149417737,3.196524981817518,19.79345851537826,2094.0,1.0,1118.0
089020,Portopalo di Capo Passero,30.40173724212812,43.7342344426285,-13.332497200500377,41.450660428996784,921.0,0.0,280.0
089021,Priolo Gargallo,38.77052043311212,55.199300540585995,-16.428780107473877,12.620220481433753,2863.0,0.0,1110.0
