territorio,anno,tavola,genere,eta,eta_anni,cittadinanza,titolo_studio,condizione,valore
082006,2021,lavoro,F,Y50-64,,TOTAL,ALL,4,3405.15526693164
082006,2022,lavoro,F,Y50-64,,TOTAL,ALL,4,3497.45062409389
082006,2023,lavoro,F,Y50-64,,TOTAL,ALL,4,3443.0374301094903
082006,2024,lavoro,F,Y50-64,,TOTAL,ALL,4,3431.5920442665915
082006,2018,lavoro,F,Y50-64,,TOTAL,ALL,5,3.0
082006,2019,lavoro,F,Y50-64,,TOTAL,ALL,5,3.0
082006,2021,lavoro,F,Y50-64,,TOTAL,ALL,5,6.97670548343462
082006,2022,lavoro,F,Y50-64,,TOTAL,ALL,5,9.90601665337686
082006,2023,lavoro,F,Y50-64,,TOTAL,ALL,5,7.627627215704798
082006,2024,lavoro,F,Y50-64,,TOTAL,ALL,5,11.789893562969432
082006,2018,lavoro,F,Y50-64,,TOTAL,ALL,7,410.0
082006,2019,lavoro,F,Y50-64,,TOTAL,ALL,7,353.0
082006,2021,lavoro,F,Y50-64,,TOTAL,ALL,7,434.374529903609
082006,2022,lavoro,F,Y50-64,,TOTAL,ALL,7,496.029450512095
082006,2023,lavoro,F,Y50-64,,TOTAL,ALL,7,503.5304516214883
082006,2024,lavoro,F,Y50-64,,TOTAL,ALL,7,495.4805047309142
082006,2018,lavoro,F,Y50-64,,TOTAL,ALL,99,5794.0
082006,2019,lavoro,F,Y50-64,,TOTAL,ALL,99,5880.0
082006,2020,lavoro,F,Y50-64,,TOTAL,ALL,99,5883.0
082006,2021,lavoro,F,Y50-64,,TOTAL,ALL,99,5981.0
082006,2022,lavoro,F,Y50-64,,TOTAL,ALL,99,6082.0
082006,2023,lavoro,F,Y50-64,,TOTAL,ALL,99,6154.0
082006,2024,lavoro,F,Y50-64,,TOTAL,ALL,99,6211.0
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,1,8827.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,1,9034.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,1,9478.0
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,1,9703.0
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,1,9804.0
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,1,10077.0
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,12,3434.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,12,3381.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,12,1874.65506369551
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,12,1661.9349147672
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,12,1688.632049462435
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,12,1324.8690697024715
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,22,12261.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,22,12415.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,22,11352.6550636955
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,22,11364.9349147672
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,22,11492.632049462434
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,22,11401.869069702472
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,23,9591.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,23,9373.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,23,10380.3449363045
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,23,10362.0650852328
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,23,10247.367950537566
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,23,10468.13093029753
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,24,3995.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,24,4296.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,24,4500.68215621392
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,24,4306.36825831178
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,24,4071.526670599159
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,24,4353.4913200261335
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,4,428.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,4,441.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,4,737.69259754352
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,4,794.633724545812
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,4,855.9068961588052
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,4,763.2684833375089
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,5,1838.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,5,1958.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,5,1932.19229157418
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,5,1991.97183046997
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,5,1802.2803017325275
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,5,1912.519854710421
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,7,3331.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,7,2678.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,7,3209.77789097288
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,7,3269.09127190524
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,7,3517.654082047074
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,7,3438.851272223467
082006,2018,lavoro,M,Y_GE15,,TOTAL,ALL,99,21852.0
082006,2019,lavoro,M,Y_GE15,,TOTAL,ALL,99,21788.0
082006,2021,lavoro,M,Y_GE15,,TOTAL,ALL,99,21733.0
082006,2022,lavoro,M,Y_GE15,,TOTAL,ALL,99,21727.0
082006,2023,lavoro,M,Y_GE15,,TOTAL,ALL,99,21740.0
082006,2024,lavoro,M,Y_GE15,,TOTAL,ALL,99,21870.0
082006,2018,lavoro,M,Y_GE65,,TOTAL,ALL,1,282.0
082006,2019,lavoro,M,Y_GE65,,TOTAL,ALL,1,303.0
082006,2021,lavoro,M,Y_GE65,,TOTAL,ALL,1,303.0
082006,2022,lavoro,M,Y_GE65,,TOTAL,ALL,1,373.0
082006,2023,lavoro,M,Y_GE65,,TOTAL,ALL,1,383.0
082006,2024,lavoro,M,Y_GE65,,TOTAL,ALL,1,446.0
082006,2018,lavoro,M,Y_GE65,,TOTAL,ALL,12,20.0
082006,2019,lavoro,M,Y_GE65,,TOTAL,ALL,12,26.0
082006,2021,lavoro,M,Y_GE65,,TOTAL,ALL,12,13.5935947061193
082006,2022,lavoro,M,Y_GE65,,TOTAL,ALL,12,6.68878431153136
082006,2023,lavoro,M,Y_GE65,,TOTAL,ALL,12,8.201422349946693
082006,2024,lavoro,M,Y_GE65,,TOTAL,ALL,12,6.761202308073732
082006,2018,lavoro,M,Y_GE65,,TOTAL,ALL,22,302.0
082006,2019,lavoro,M,Y_GE65,,TOTAL,ALL,22,329.0
082006,2021,lavoro,M,Y_GE65,,TOTAL,ALL,22,316.593594706119
082006,2022,lavoro,M,Y_GE65,,TOTAL,ALL,22,379.688784311531
082006,2023,lavoro,M,Y_GE65,,TOTAL,ALL,22,391.2014223499467
082006,2024,lavoro,M,Y_GE65,,TOTAL,ALL,22,452.7612023080737
082006,2018,lavoro,M,Y_GE65,,TOTAL,ALL,23,4188.0
082006,2019,lavoro,M,Y_GE65,,TOTAL,ALL,23,4267.0
082006,2021,lavoro,M,Y_GE65,,TOTAL,ALL,23,4508.40640529388
082006,2022,lavoro,M,Y_GE65,,TOTAL,ALL,23,4494.31121568847
082006,2023,lavoro,M,Y_GE65,,TOTAL,ALL,23,4591.798577650054
082006,2024,lavoro,M,Y_GE65,,TOTAL,ALL,23,4674.238797691926
082006,2018,lavoro,M,Y_GE65,,TOTAL,ALL,24,3445.0
082006,2019,lavoro,M,Y_GE65,,TOTAL,ALL,24,3655.0
082006,2021,lavoro,M,Y_GE65,,TOTAL,ALL,24,3870.80856325022
082006,2022,lavoro,M,Y_GE65,,TOTAL,ALL,24,3752.85288648532
