territorio,nome,treno,oltre_30_min,quota_fuori,km_capoluogo,pendolari,pendolari_fuori
085019,Sommatino,0.09900990099009901,40.59405940594059,41.67224080267559,16.255854945218967,1495.0,1010.0
085020,Sutera,0.43478260869565216,27.82608695652174,45.625,23.843523942571913,320.0,230.0
085021,Vallelunga Pratameno,20.224719101123597,54.60674157303371,41.168091168091166,32.99420356668728,702.0,445.0
085022,Villalba,20.87378640776699,59.70873786407767,37.46478873239437,23.22490734104229,355.0,206.0
086001,Agira,0.0,57.73542600896861,33.63844393592677,27.24107710792655,1748.0,892.0
086002,Aidone,0.0,30.434782608695652,33.61994840928633,25.043882167108197,1163.0,667.0
086003,Assoro,0.995575221238938,42.809734513274336,45.819397993311036,18.471916522115404,1196.0,904.0
086004,Barrafranca,0.0,44.76190476190476,40.29528267915016,18.14750266565623,2777.0,1575.0
086005,Calascibetta,0.3080082135523614,20.53388090349076,54.640980735551665,12.676529059644048,1142.0,974.0
086006,Catenanuova,27.643312101910826,68.15286624203821,41.05769230769231,39.69369987794033,1040.0,785.0
086007,Centuripe,0.0,68.2219419924338,41.37392661982826,44.58525030769705,1281.0,793.0
086008,Cerami,0.0,52.851711026615966,33.61169102296451,40.41534670146973,479.0,263.0
086009,Enna,0.37001244983066495,58.80063729203124,11.781573369904002,0.0,8021.0,1148.61
086010,Gagliano Castelferrato,0.0,57.0694087403599,30.44982698961938,34.14207657715037,867.0,389.0
086011,Leonforte,0.13908205841446453,47.21835883171071,35.172413793103445,16.422600311765493,2900.0,1438.0
086012,Nicosia,0.0,74.2671009771987,13.878804803127618,28.85742178365905,3581.0,614.0
086013,Nissoria,0.0,30.153846153846153,50.90655509065551,25.080985825920003,717.0,650.0
086014,Piazza Armerina,0.0,58.99667658331323,22.881844380403457,18.42187536598812,5205.0,1492.44
086015,Pietraperzia,0.0,37.072649572649574,37.257617728531855,16.52797086759291,1444.0,936.0
086016,Regalbuto,0.145985401459854,75.03649635036497,27.744510978043913,39.221110705843095,1503.0,685.0
086017,Sperlinga,0.0,25.0,52.06185567010309,25.74714145298464,194.0,148.0
086018,Troina,0.0,83.18890814558058,18.074324324324323,42.887527709113755,2368.0,577.0
086019,Valguarnera Caropepe,0.09157509157509157,32.05128205128205,44.13619167717528,11.786455149874367,1586.0,1092.0
086020,Villarosa,0.6180469715698393,33.374536464771325,43.889384478144514,9.572827011912416,1121.0,809.0
087001,Aci Bonaccorsi,0.0,28.234086242299796,78.52834740651387,15.692837856805887,829.0,974.0
087002,Aci Castello,0.10456605088881143,23.736493551760194,76.7609756097561,13.17512113796302,5125.0,5738.0
087003,Aci Catena,0.6782913637220354,24.98300844722909,78.27807340701324,16.105663879517664,7329.0,8754.35
087004,Acireale,4.192468654538502,41.1475693297364,41.66219016192157,20.808556413168116,13031.0,7113.47
087005,Aci Sant'Antonio,0.2970113235567106,25.45015778726564,72.00692790647327,19.094843937565972,4619.0,5387.0
087006,Adrano,4.746925578498299,55.632240031800585,32.89686626452847,30.739369544608422,6797.0,3194.91
087007,Belpasso,0.8929464504923936,32.665836159784675,52.74741955069824,14.567408623361947,6588.0,5498.65
087008,Biancavilla,4.93862134088763,38.72626167243731,35.60781020365316,26.438558527272246,4763.0,2859.3
087009,Bronte,7.849056603773585,66.71698113207547,22.722209846290934,45.72141158144617,4489.0,1325.0
087010,Calatabiano,5.98438855160451,27.49349522983521,65.14056224899599,41.893361884670945,1245.0,1153.0
087011,Caltagirone,0.3045332982332282,62.670439927965006,14.826779547733096,54.14252713902446,8977.0,1671.41
087012,Camporotondo Etneo,0.7224563515954244,24.984948826008427,84.32432432432432,11.179444753653915,1295.0,1661.0
087013,Castel di Iudica,0.0,72.99465240641712,49.06832298136646,32.66387980629368,966.0,748.0
087014,Castiglione di Sicilia,4.444444444444445,44.84848484848485,39.18269230769231,40.286511452345934,832.0,495.0
087015,Catania,0.3707697776797339,32.40371351085069,17.120571126388153,0.0,68076.0,13418.03
087016,Fiumefreddo di Sicilia,8.47926267281106,30.276497695852534,60.51502145922747,38.470589090888645,2330.0,2170.0
087017,Giarre,12.517279862587777,39.81395156586556,45.3701097663946,29.783819533431238,7106.0,4354.78
087018,Grammichele,1.7409470752089136,32.86908077994429,36.76373262739907,46.041751943209114,3022.0,1436.0
087019,Gravina di Catania,0.031134263024112794,22.512627964144485,81.71157336311602,10.341739940648285,7163.0,8607.88
087020,Licodia Eubea,0.0,34.894613583138174,37.7027027027027,47.27499555790566,740.0,427.0
087021,Linguaglossa,10.488676996424315,55.54231227651967,38.12754409769335,39.82963124358547,1474.0,839.0
087022,Maletto,13.934426229508198,35.73770491803279,42.32121922626026,39.77222794865784,853.0,610.0
087023,Mascali,7.830037413148049,28.220203099946552,66.68613138686132,35.050324306630884,3425.0,3742.0
087024,Mascalucia,0.0,31.54136157948751,80.13130187043231,14.014093227890273,8073.0,9403.05
087025,Militello in Val di Catania,1.198257080610022,60.348583877995644,41.711590296495956,30.155606725781528,1484.0,918.0
087026,Milo,0.0,46.0,61.45038167938932,30.823727127003963,262.0,250.0
087027,Mineo,0.0,50.535714285714285,26.690712353471596,38.23791503207255,1109.0,560.0
087028,Mirabella Imbaccari,0.0,37.64705882352941,33.50515463917526,54.63378043847963,970.0,595.0
087029,Misterbianco,1.4771065977547693,22.207304673091784,63.07241746538871,5.785416493218098,11268.0,11142.73
087030,Motta Sant'Anastasia,0.53125,25.8125,71.27795527156549,8.235771002158813,3130.0,3200.0
087031,Nicolosi,0.0,45.91304347826087,58.38607594936709,23.756601650909587,1896.0,1725.0
087032,Palagonia,0.0,54.27756653992395,17.995310668229777,29.532716383698943,3412.0,1052.0
087033,Paternò,4.465073443265612,41.963010430186614,36.69521701472428,19.100162564753212,10391.0,4907.87
087034,Pedara,0.046630916297505244,34.06388435532758,76.94459988808059,19.552281708281516,3574.0,4289.0
087035,Piedimonte Etneo,11.488250652741515,40.60052219321149,50.89108910891089,39.00120310964779,1010.0,766.0
087036,Raddusa,0.0,65.65217391304348,41.12149532710281,45.47567320007479,642.0,460.0
087037,Ramacca,0.0,61.623931623931625,32.86999182338512,26.08246332308358,2446.0,1170.0
087038,Randazzo,5.549263873159683,55.49263873159683,20.22653721682848,44.320455074378465,3090.0,883.0
087039,Riposto,10.146310432569974,29.421119592875318,61.13084665482534,30.154630987627755,3378.0,3144.0
087040,San Cono,0.0,17.464114832535884,47.924528301886795,63.39226855855531,530.0,418.0
087041,San Giovanni la Punta,0.10681930095103138,21.62890172161223,73.29027984765689,12.866797775670525,6039.0,6478.23
087042,San Gregorio di Catania,0.02280501710376283,21.755986316989738,82.58173618940248,12.150380940530217,3548.0,4385.0
087043,San Michele di Ganzaria,0.0,31.746031746031747,39.07692307692308,58.82546640699077,650.0,441.0
087044,San Pietro Clarenza,0.0,27.790228597041686,79.42887361184559,11.827482445558733,1891.0,2231.0
087045,Sant'Agata li Battiati,0.05795421616922631,22.428281657490583,84.08104196816208,10.662430867302259,2764.0,3451.0
087046,Sant'Alfio,4.895104895104895,29.37062937062937,67.68447837150127,32.999697695585034,393.0,429.0
087047,Santa Maria di Licodia,4.087591240875913,32.40875912408759,56.15853658536585,22.78244806863389,1640.0,1370.0
087048,Santa Venerina,1.7130620985010707,30.353319057815845,54.23645320197044,25.54281147407231,2030.0,1868.0
087049,Scordia,0.30832476875642345,56.5775950668037,34.16132478632478,25.29072312133443,3744.0,1946.0
087050,Trecastagni,0.03073140749846343,34.57283343577136,73.49228611500702,20.573200650360654,2852.0,3254.0
087051,Tremestieri Etneo,0.07108327164766214,24.34161123863937,83.26243455497382,12.970288084695728,6112.0,7484.18
087052,Valverde,0.0,24.10218437615698,82.49758919961427,14.797789868760809,2074.0,2701.0
087053,Viagrande,0.0,29.7537343560759,74.84633569739952,17.97769798945349,2115.0,2477.0
087054,Vizzini,0.0,51.122625215889464,29.680696661828737,38.19187832510991,1378.0,579.0
087055,Zafferana Etnea,0.15982951518380395,48.588172615876395,50.906678460858025,26.696893620794164,2261.0,1877.0
087056,Mazzarrone,0.0,25.95978062157221,31.610169491525422,59.556742229574645,1180.0,547.0
087057,Maniace,0.16339869281045752,40.35947712418301,53.65853658536585,51.0624985091799,902.0,612.0
087058,Ragalna,1.6865079365079365,32.04365079365079,70.9375,24.08437570293239,960.0,1008.0
088001,Acate,0.0,21.94719471947195,24.62358845671267,23.21770229803113,3188.0,1212.0
088002,Chiaramonte Gulfi,0.0,33.68121442125237,30.80673758865248,16.057738477133075,2256.0,1054.0
088003,Comiso,0.08286834981492734,18.165356119060334,35.824375080948066,8.775477024071114,7721.0,3258.1800000000003
088004,Giarratana,0.0,37.828371278458846,44.25349087003222,22.487193444269565,931.0,571.0
088005,Ispica,0.7199424046076314,38.0849532037437,25.57603686635945,28.688109331219444,4340.0,1389.0
088006,Modica,0.9109176591663329,28.412033101777215,18.08003053629366,13.663565640051647,15719.0,3070.53
088007,Monterosso Almo,0.0,49.24731182795699,35.763888888888886,20.30511622719752,864.0,465.0
088008,Pozzallo,0.4830917874396135,23.67149758454106,34.94352319154049,26.083287081961124,4161.0,1863.0
088009,Ragusa,0.1866877004118228,41.355091104390524,8.70522673138286,0.0,22251.0,2522.93
088010,Santa Croce Camerina,0.0,22.76536312849162,34.254498714652954,15.809081503996365,3112.0,1432.0
088011,Scicli,0.49262057345580496,30.922440670596437,21.43646408839779,14.608056167745248,7240.0,2023.87
088012,Vittoria,0.6287171333665393,27.736453388838125,15.11414967647418,15.941969389005864,16382.0,3031.57
089001,Augusta,1.1275578531524624,45.19065303656171,22.23919685726757,27.044114775677166,9164.0,2830.01
089002,Avola,1.9641315327618607,33.9867270870132,38.223261250730566,14.67563875952253,6844.0,3544.06
089003,Buccheri,0.0,44.49152542372882,28.076923076923077,33.61679068560829,520.0,236.0
089004,Buscemi,0.0,37.083333333333336,52.21518987341772,29.872825008693102,316.0,240.0
089005,Canicattini Bagni,0.0,28.170289855072465,52.06985769728331,12.403435048404937,1546.0,1104.0
089006,Carlentini,1.9409937888198758,25.983436853002072,64.17513304305757,32.3015207846318,4134.0,3864.0
089007,Cassaro,0.0,45.736434108527135,42.71844660194175,24.668627140560538,206.0,129.0
089008,Ferla,0.0,57.756563245823386,44.54277286135693,27.650013905963956,678.0,419.0
089009,Floridia,0.0,19.432435258799014,54.01512423478574,10.894493379684988,5554.0,3920.61
089010,Francofonte,0.19083969465648856,53.721374045801525,34.34721572297614,39.42135118181517,2137.0,1048.0
089011,Lentini,4.721754961615406,38.047473677652484,39.56891437611232,43.542396006650804,5057.0,2889.18
089012,Melilli,0.07473841554559044,21.001494768310913,56.37785800240674,22.603025748779743,3324.0,2676.0
089013,Noto,2.168074932861728,43.0607410318552,28.090943254415635,23.741262645444955,5322.0,1832.04
089014,Pachino,0.22075237020501964,36.13172656359398,17.60181786400979,38.74185963528338,5721.0,1214.03
089015,Palazzolo Acreide,0.0,56.3777994157741,36.389223964616,25.17334626147267,2487.0,1027.0
089016,Rosolini,1.5433285971095951,31.29008454551877,39.867298578199055,33.8303945144008,5275.0,2547.7400000000002
089017,Siracusa,0.46677836875978207,35.48100090270878,17.711819347574515,0.0,31973.0,6159.24
089018,Solarino,0.0,22.36760124610592,59.8992443324937,12.508260630479363,1985.0,1605.0
089019,Sortino,0.0,47.84876140808344,46.37012169534201,19.79345851537826,2383.0,1534.0
089020,Portopalo di Capo Passero,0.0,21.729957805907173,28.7596048298573,41.450660428996784,911.0,474.0
089021,Priolo Gargallo,0.0,22.994652406417114,34.33195592286501,12.620220481433753,2904.0,1683.0
