territorio,anno,genere,eta,stato_civile,cittadinanza,valore
082053,2022,T,Y15-19,ALL,TOTAL,33804
082053,2023,T,Y15-19,ALL,TOTAL,34066
082053,2024,T,Y15-19,ALL,TOTAL,33896
082053,2001,T,Y20-24,ALL,TOTAL,49732
082053,2011,T,Y20-24,ALL,TOTAL,42461
082053,2018,T,Y20-24,ALL,TOTAL,36282
082053,2019,T,Y20-24,ALL,TOTAL,35452
082053,2020,T,Y20-24,ALL,TOTAL,33483
082053,2021,T,Y20-24,ALL,TOTAL,32972
082053,2022,T,Y20-24,ALL,TOTAL,32928
082053,2023,T,Y20-24,ALL,TOTAL,32874
082053,2024,T,Y20-24,ALL,TOTAL,33139
082053,2001,T,Y25-29,ALL,TOTAL,51977
082053,2011,T,Y25-29,ALL,TOTAL,40785
082053,2018,T,Y25-29,ALL,TOTAL,39911
082053,2019,T,Y25-29,ALL,TOTAL,38131
082053,2020,T,Y25-29,ALL,TOTAL,35328
082053,2021,T,Y25-29,ALL,TOTAL,34427
082053,2022,T,Y25-29,ALL,TOTAL,33087
082053,2023,T,Y25-29,ALL,TOTAL,32449
082053,2024,T,Y25-29,ALL,TOTAL,32463
082053,2001,T,Y30-34,ALL,TOTAL,51277
082053,2011,T,Y30-34,ALL,TOTAL,42457
082053,2018,T,Y30-34,ALL,TOTAL,38453
082053,2019,T,Y30-34,ALL,TOTAL,37692
082053,2020,T,Y30-34,ALL,TOTAL,36147
082053,2021,T,Y30-34,ALL,TOTAL,36035
082053,2022,T,Y30-34,ALL,TOTAL,36158
082053,2023,T,Y30-34,ALL,TOTAL,35652
082053,2024,T,Y30-34,ALL,TOTAL,34963
082053,2001,T,Y35-39,ALL,TOTAL,52613
082053,2011,T,Y35-39,ALL,TOTAL,47216
082053,2018,T,Y35-39,ALL,TOTAL,40727
082053,2019,T,Y35-39,ALL,TOTAL,39497
082053,2020,T,Y35-39,ALL,TOTAL,37886
082053,2021,T,Y35-39,ALL,TOTAL,37264
082053,2022,T,Y35-39,ALL,TOTAL,36681
082053,2023,T,Y35-39,ALL,TOTAL,36615
082053,2024,T,Y35-39,ALL,TOTAL,36421
082053,2001,T,Y40-44,ALL,TOTAL,48598
082053,2011,T,Y40-44,ALL,TOTAL,48955
082053,2018,T,Y40-44,ALL,TOTAL,45853
082053,2019,T,Y40-44,ALL,TOTAL,44412
082053,2020,T,Y40-44,ALL,TOTAL,42940
082053,2021,T,Y40-44,ALL,TOTAL,41774
082053,2022,T,Y40-44,ALL,TOTAL,40850
082053,2023,T,Y40-44,ALL,TOTAL,40067
082053,2024,T,Y40-44,ALL,TOTAL,39134
082053,2001,T,Y45-49,ALL,TOTAL,46376
082053,2011,T,Y45-49,ALL,TOTAL,50312
082053,2018,T,Y45-49,ALL,TOTAL,48719
082053,2019,T,Y45-49,ALL,TOTAL,48394
082053,2020,T,Y45-49,ALL,TOTAL,47831
082053,2021,T,Y45-49,ALL,TOTAL,47262
082053,2022,T,Y45-49,ALL,TOTAL,46303
082053,2023,T,Y45-49,ALL,TOTAL,45296
082053,2024,T,Y45-49,ALL,TOTAL,44026
082053,2001,T,Y50-54,ALL,TOTAL,46402
082053,2011,T,Y50-54,ALL,TOTAL,46226
082053,2018,T,Y50-54,ALL,TOTAL,50042
082053,2019,T,Y50-54,ALL,TOTAL,49436
082053,2020,T,Y50-54,ALL,TOTAL,48189
082053,2021,T,Y50-54,ALL,TOTAL,48415
082053,2022,T,Y50-54,ALL,TOTAL,48307
082053,2023,T,Y50-54,ALL,TOTAL,47920
082053,2024,T,Y50-54,ALL,TOTAL,47840
082053,2001,T,Y55-59,ALL,TOTAL,37369
082053,2011,T,Y55-59,ALL,TOTAL,43116
082053,2018,T,Y55-59,ALL,TOTAL,47185
082053,2019,T,Y55-59,ALL,TOTAL,48149
082053,2020,T,Y55-59,ALL,TOTAL,48166
082053,2021,T,Y55-59,ALL,TOTAL,49028
082053,2022,T,Y55-59,ALL,TOTAL,48910
082053,2023,T,Y55-59,ALL,TOTAL,48827
082053,2024,T,Y55-59,ALL,TOTAL,48497
082053,2001,T,Y5-9,ALL,TOTAL,40244
082053,2011,T,Y5-9,ALL,TOTAL,32801
082053,2018,T,Y5-9,ALL,TOTAL,31266
082053,2019,T,Y5-9,ALL,TOTAL,30513
082053,2020,T,Y5-9,ALL,TOTAL,30448
082053,2021,T,Y5-9,ALL,TOTAL,29687
082053,2022,T,Y5-9,ALL,TOTAL,29187
082053,2023,T,Y5-9,ALL,TOTAL,28872
082053,2024,T,Y5-9,ALL,TOTAL,28353
082053,2001,T,Y60-64,ALL,TOTAL,34333
082053,2011,T,Y60-64,ALL,TOTAL,41971
082053,2018,T,Y60-64,ALL,TOTAL,42747
082053,2019,T,Y60-64,ALL,TOTAL,43016
082053,2020,T,Y60-64,ALL,TOTAL,42717
082053,2021,T,Y60-64,ALL,TOTAL,43704
082053,2022,T,Y60-64,ALL,TOTAL,44457
082053,2023,T,Y60-64,ALL,TOTAL,45376
082053,2024,T,Y60-64,ALL,TOTAL,46618
082053,2001,T,Y65-69,ALL,TOTAL,30942
082053,2011,T,Y65-69,ALL,TOTAL,32967
082053,2018,T,Y65-69,ALL,TOTAL,38637
082053,2019,T,Y65-69,ALL,TOTAL,38880
082053,2020,T,Y65-69,ALL,TOTAL,39009
082053,2021,T,Y65-69,ALL,TOTAL,39495
082053,2022,T,Y65-69,ALL,TOTAL,39940
082053,2023,T,Y65-69,ALL,TOTAL,40386
082053,2024,T,Y65-69,ALL,TOTAL,40789
082053,2001,T,Y70-74,ALL,TOTAL,27231
082053,2011,T,Y70-74,ALL,TOTAL,28898
082053,2018,T,Y70-74,ALL,TOTAL,34388
082053,2019,T,Y70-74,ALL,TOTAL,35542
082053,2020,T,Y70-74,ALL,TOTAL,36883
082053,2021,T,Y70-74,ALL,TOTAL,36517
082053,2022,T,Y70-74,ALL,TOTAL,36108
082053,2023,T,Y70-74,ALL,TOTAL,35693
082053,2024,T,Y70-74,ALL,TOTAL,35977
082053,2001,T,Y75-79,ALL,TOTAL,21676
082053,2011,T,Y75-79,ALL,TOTAL,23550
082053,2018,T,Y75-79,ALL,TOTAL,24821
082053,2019,T,Y75-79,ALL,TOTAL,25119
082053,2020,T,Y75-79,ALL,TOTAL,25611
082053,2021,T,Y75-79,ALL,TOTAL,26759
082053,2022,T,Y75-79,ALL,TOTAL,28421
082053,2023,T,Y75-79,ALL,TOTAL,30409
082053,2024,T,Y75-79,ALL,TOTAL,31338
082053,2001,T,Y80-84,ALL,TOTAL,11177
082053,2011,T,Y80-84,ALL,TOTAL,17467
082053,2018,T,Y80-84,ALL,TOTAL,18960
082053,2019,T,Y80-84,ALL,TOTAL,19287
082053,2020,T,Y80-84,ALL,TOTAL,20003
082053,2021,T,Y80-84,ALL,TOTAL,20124
082053,2022,T,Y80-84,ALL,TOTAL,20095
082053,2023,T,Y80-84,ALL,TOTAL,19563
082053,2024,T,Y80-84,ALL,TOTAL,19954
082053,2001,T,Y85-89,ALL,TOTAL,7064
082053,2011,T,Y85-89,ALL,TOTAL,10034
082053,2018,T,Y85-89,ALL,TOTAL,11939
082053,2019,T,Y85-89,ALL,TOTAL,12284
082053,2020,T,Y85-89,ALL,TOTAL,12206
082053,2021,T,Y85-89,ALL,TOTAL,12105
082053,2022,T,Y85-89,ALL,TOTAL,12161
082053,2023,T,Y85-89,ALL,TOTAL,12425
082053,2024,T,Y85-89,ALL,TOTAL,12663
082053,2001,T,Y90-94,ALL,TOTAL,2415
082053,2011,T,Y90-94,ALL,TOTAL,3077
082053,2018,T,Y90-94,ALL,TOTAL,4888
082053,2019,T,Y90-94,ALL,TOTAL,4935
082053,2020,T,Y90-94,ALL,TOTAL,5263
082053,2021,T,Y90-94,ALL,TOTAL,5310
082053,2022,T,Y90-94,ALL,TOTAL,5264
082053,2023,T,Y90-94,ALL,TOTAL,5445
082053,2024,T,Y90-94,ALL,TOTAL,5608
082053,2001,T,Y95-99,ALL,TOTAL,455
082053,2011,T,Y95-99,ALL,TOTAL,887
082053,2018,T,Y95-99,ALL,TOTAL,1203
082053,2019,T,Y95-99,ALL,TOTAL,1277
082053,2020,T,Y95-99,ALL,TOTAL,1318
082053,2021,T,Y95-99,ALL,TOTAL,1333
082053,2022,T,Y95-99,ALL,TOTAL,1288
082053,2023,T,Y95-99,ALL,TOTAL,1319
082053,2024,T,Y95-99,ALL,TOTAL,1320
IT,2001,F,TOTAL,ALL,TOTAL,29408762
IT,2011,F,TOTAL,ALL,TOTAL,30688237
IT,2018,F,TOTAL,ALL,TOTAL,30685478
IT,2019,F,TOTAL,ALL,TOTAL,30591392
IT,2020,F,TOTAL,ALL,TOTAL,30369987
IT,2021,F,TOTAL,ALL,TOTAL,30211177
IT,2022,F,TOTAL,ALL,TOTAL,30182369
IT,2023,F,TOTAL,ALL,TOTAL,30124502
IT,2024,F,TOTAL,ALL,TOTAL,30071747
IT,2001,F,Y_GE100,ALL,TOTAL,5233
IT,2011,F,Y_GE100,ALL,TOTAL,12619
IT,2018,F,Y_GE100,ALL,TOTAL,11957
IT,2019,F,Y_GE100,ALL,TOTAL,12472
IT,2020,F,Y_GE100,ALL,TOTAL,14330
IT,2021,F,Y_GE100,ALL,TOTAL,16427
IT,2022,F,Y_GE100,ALL,TOTAL,16991
IT,2023,F,Y_GE100,ALL,TOTAL,17611
IT,2024,F,Y_GE100,ALL,TOTAL,18676
IT,2001,F,Y_UN4,ALL,TOTAL,1274498
IT,2011,F,Y_UN4,ALL,TOTAL,1336103
IT,2018,F,Y_UN4,ALL,TOTAL,1136598
IT,2019,F,Y_UN4,ALL,TOTAL,1101340
IT,2020,F,Y_UN4,ALL,TOTAL,1077665
IT,2021,F,Y_UN4,ALL,TOTAL,1041775
IT,2022,F,Y_UN4,ALL,TOTAL,1013444
IT,2023,F,Y_UN4,ALL,TOTAL,987373
IT,2024,F,Y_UN4,ALL,TOTAL,963282
IT,2001,F,Y10-14,ALL,TOTAL,1364628
IT,2011,F,Y10-14,ALL,TOTAL,1355119
IT,2018,F,Y10-14,ALL,TOTAL,1378353
IT,2019,F,Y10-14,ALL,TOTAL,1374611
IT,2020,F,Y10-14,ALL,TOTAL,1377822
IT,2021,F,Y10-14,ALL,TOTAL,1369852
IT,2022,F,Y10-14,ALL,TOTAL,1355979
IT,2023,F,Y10-14,ALL,TOTAL,1331575
IT,2024,F,Y10-14,ALL,TOTAL,1306707
IT,2001,F,Y15-19,ALL,TOTAL,1445729
IT,2011,F,Y15-19,ALL,TOTAL,1390063
IT,2018,F,Y15-19,ALL,TOTAL,1382435
IT,2019,F,Y15-19,ALL,TOTAL,1385591
IT,2020,F,Y15-19,ALL,TOTAL,1380198
IT,2021,F,Y15-19,ALL,TOTAL,1384080
IT,2022,F,Y15-19,ALL,TOTAL,1395983
IT,2023,F,Y15-19,ALL,TOTAL,1406085
IT,2024,F,Y15-19,ALL,TOTAL,1406381
IT,2001,F,Y20-24,ALL,TOTAL,1685003
IT,2011,F,Y20-24,ALL,TOTAL,1495624
IT,2018,F,Y20-24,ALL,TOTAL,1409999
IT,2019,F,Y20-24,ALL,TOTAL,1406868
IT,2020,F,Y20-24,ALL,TOTAL,1407840
IT,2021,F,Y20-24,ALL,TOTAL,1390957
IT,2022,F,Y20-24,ALL,TOTAL,1400261
IT,2023,F,Y20-24,ALL,TOTAL,1405555
IT,2024,F,Y20-24,ALL,TOTAL,1416587
IT,2001,F,Y25-29,ALL,TOTAL,2108572
IT,2011,F,Y25-29,ALL,TOTAL,1634863
IT,2018,F,Y25-29,ALL,TOTAL,1548193
IT,2019,F,Y25-29,ALL,TOTAL,1523050
IT,2020,F,Y25-29,ALL,TOTAL,1479314
IT,2021,F,Y25-29,ALL,TOTAL,1450727
IT,2022,F,Y25-29,ALL,TOTAL,1441382
IT,2023,F,Y25-29,ALL,TOTAL,1436757
IT,2024,F,Y25-29,ALL,TOTAL,1437673
IT,2001,F,Y30-34,ALL,TOTAL,2260176
IT,2011,F,Y30-34,ALL,TOTAL,1897630
IT,2018,F,Y30-34,ALL,TOTAL,1642927
IT,2019,F,Y30-34,ALL,TOTAL,1623692
IT,2020,F,Y30-34,ALL,TOTAL,1592259
IT,2021,F,Y30-34,ALL,TOTAL,1580224
IT,2022,F,Y30-34,ALL,TOTAL,1587279
IT,2023,F,Y30-34,ALL,TOTAL,1570048
IT,2024,F,Y30-34,ALL,TOTAL,1553228
IT,2001,F,Y35-39,ALL,TOTAL,2309619
IT,2011,F,Y35-39,ALL,TOTAL,2292622
IT,2018,F,Y35-39,ALL,TOTAL,1821377
IT,2019,F,Y35-39,ALL,TOTAL,1779210
IT,2020,F,Y35-39,ALL,TOTAL,1735723
IT,2021,F,Y35-39,ALL,TOTAL,1695383
IT,2022,F,Y35-39,ALL,TOTAL,1671762
IT,2023,F,Y35-39,ALL,TOTAL,1662150
IT,2024,F,Y35-39,ALL,TOTAL,1650823
IT,2001,F,Y40-44,ALL,TOTAL,2040634
IT,2011,F,Y40-44,ALL,TOTAL,2417302
IT,2018,F,Y40-44,ALL,TOTAL,2190571
IT,2019,F,Y40-44,ALL,TOTAL,2098266
IT,2020,F,Y40-44,ALL,TOTAL,2007068
IT,2021,F,Y40-44,ALL,TOTAL,1932574
IT,2022,F,Y40-44,ALL,TOTAL,1885417
IT,2023,F,Y40-44,ALL,TOTAL,1836635
IT,2024,F,Y40-44,ALL,TOTAL,1801999
IT,2001,F,Y45-49,ALL,TOTAL,1889328
IT,2011,F,Y45-49,ALL,TOTAL,2416476
IT,2018,F,Y45-49,ALL,TOTAL,2412294
IT,2019,F,Y45-49,ALL,TOTAL,2392965
IT,2020,F,Y45-49,ALL,TOTAL,2363044
IT,2021,F,Y45-49,ALL,TOTAL,2316007
IT,2022,F,Y45-49,ALL,TOTAL,2265326
IT,2023,F,Y45-49,ALL,TOTAL,2201072
IT,2024,F,Y45-49,ALL,TOTAL,2116264
IT,2001,F,Y50-54,ALL,TOTAL,1954267
IT,2011,F,Y50-54,ALL,TOTAL,2120508
IT,2018,F,Y50-54,ALL,TOTAL,2484570
IT,2019,F,Y50-54,ALL,TOTAL,2472560
IT,2020,F,Y50-54,ALL,TOTAL,2440634
IT,2021,F,Y50-54,ALL,TOTAL,2431976
IT,2022,F,Y50-54,ALL,TOTAL,2423852
IT,2023,F,Y50-54,ALL,TOTAL,2412280
IT,2024,F,Y50-54,ALL,TOTAL,2399714
IT,2001,F,Y55-59,ALL,TOTAL,1704626
IT,2011,F,Y55-59,ALL,TOTAL,1916607
IT,2018,F,Y55-59,ALL,TOTAL,2251612
IT,2019,F,Y55-59,ALL,TOTAL,2324483
IT,2020,F,Y55-59,ALL,TOTAL,2362857
IT,2021,F,Y55-59,ALL,TOTAL,2410494
IT,2022,F,Y55-59,ALL,TOTAL,2449604
IT,2023,F,Y55-59,ALL,TOTAL,2466848
IT,2024,F,Y55-59,ALL,TOTAL,2460537
IT,2001,F,Y5-9,ALL,TOTAL,1303705
IT,2011,F,Y5-9,ALL,TOTAL,1349788
IT,2018,F,Y5-9,ALL,TOTAL,1306617
IT,2019,F,Y5-9,ALL,TOTAL,1275716
IT,2020,F,Y5-9,ALL,TOTAL,1252279
IT,2021,F,Y5-9,ALL,TOTAL,1226182
IT,2022,F,Y5-9,ALL,TOTAL,1197388
IT,2023,F,Y5-9,ALL,TOTAL,1170468
IT,2024,F,Y5-9,ALL,TOTAL,1138653
IT,2001,F,Y60-64,ALL,TOTAL,1807467
IT,2011,F,Y60-64,ALL,TOTAL,1935249
IT,2018,F,Y60-64,ALL,TOTAL,1981788
IT,2019,F,Y60-64,ALL,TOTAL,2018428
IT,2020,F,Y60-64,ALL,TOTAL,2044887
IT,2021,F,Y60-64,ALL,TOTAL,2092767
IT,2022,F,Y60-64,ALL,TOTAL,2149368
IT,2023,F,Y60-64,ALL,TOTAL,2213544
IT,2024,F,Y60-64,ALL,TOTAL,2291234
IT,2001,F,Y65-69,ALL,TOTAL,1653170
IT,2011,F,Y65-69,ALL,TOTAL,1638106
IT,2018,F,Y65-69,ALL,TOTAL,1815826
IT,2019,F,Y65-69,ALL,TOTAL,1818274
IT,2020,F,Y65-69,ALL,TOTAL,1821385
IT,2021,F,Y65-69,ALL,TOTAL,1844230
IT,2022,F,Y65-69,ALL,TOTAL,1883761
IT,2023,F,Y65-69,ALL,TOTAL,1920620
IT,2024,F,Y65-69,ALL,TOTAL,1957812
IT,2001,F,Y70-74,ALL,TOTAL,1574399
IT,2011,F,Y70-74,ALL,TOTAL,1684886
IT,2018,F,Y70-74,ALL,TOTAL,1712589
IT,2019,F,Y70-74,ALL,TOTAL,1769054
IT,2020,F,Y70-74,ALL,TOTAL,1831661
IT,2021,F,Y70-74,ALL,TOTAL,1791634
IT,2022,F,Y70-74,ALL,TOTAL,1762660
IT,2023,F,Y70-74,ALL,TOTAL,1729864
IT,2024,F,Y70-74,ALL,TOTAL,1732121
IT,2001,F,Y75-79,ALL,TOTAL,1373434
IT,2011,F,Y75-79,ALL,TOTAL,1434064
IT,2018,F,Y75-79,ALL,TOTAL,1504504
IT,2019,F,Y75-79,ALL,TOTAL,1462780
IT,2020,F,Y75-79,ALL,TOTAL,1406576
IT,2021,F,Y75-79,ALL,TOTAL,1457824
IT,2022,F,Y75-79,ALL,TOTAL,1514300
IT,2023,F,Y75-79,ALL,TOTAL,1578382
IT,2024,F,Y75-79,ALL,TOTAL,1631466
IT,2001,F,Y80-84,ALL,TOTAL,789985
IT,2011,F,Y80-84,ALL,TOTAL,1195566
IT,2018,F,Y80-84,ALL,TOTAL,1268626
IT,2019,F,Y80-84,ALL,TOTAL,1300749
IT,2020,F,Y80-84,ALL,TOTAL,1324845
IT,2021,F,Y80-84,ALL,TOTAL,1324533
IT,2022,F,Y80-84,ALL,TOTAL,1310541
IT,2023,F,Y80-84,ALL,TOTAL,1283887
IT,2024,F,Y80-84,ALL,TOTAL,1249885
IT,2001,F,Y85-89,ALL,TOTAL,573970
IT,2011,F,Y85-89,ALL,TOTAL,791886
IT,2018,F,Y85-89,ALL,TOTAL,877030
IT,2019,F,Y85-89,ALL,TOTAL,888815
IT,2020,F,Y85-89,ALL,TOTAL,882889
IT,2021,F,Y85-89,ALL,TOTAL,881267
IT,2022,F,Y85-89,ALL,TOTAL,889066
IT,2023,F,Y85-89,ALL,TOTAL,917587
IT,2024,F,Y85-89,ALL,TOTAL,948390
IT,2001,F,Y90-94,ALL,TOTAL,240947
IT,2011,F,Y90-94,ALL,TOTAL,285203
IT,2018,F,Y90-94,ALL,TOTAL,428572
IT,2019,F,Y90-94,ALL,TOTAL,437230
IT,2020,F,Y90-94,ALL,TOTAL,443464
IT,2021,F,Y90-94,ALL,TOTAL,447406
IT,2022,F,Y90-94,ALL,TOTAL,444801
IT,2023,F,Y90-94,ALL,TOTAL,450560
IT,2024,F,Y90-94,ALL,TOTAL,460667
IT,2001,F,Y95-99,ALL,TOTAL,49372
IT,2011,F,Y95-99,ALL,TOTAL,87953
IT,2018,F,Y95-99,ALL,TOTAL,119040
IT,2019,F,Y95-99,ALL,TOTAL,125238
IT,2020,F,Y95-99,ALL,TOTAL,123247
IT,2021,F,Y95-99,ALL,TOTAL,124858
IT,2022,F,Y95-99,ALL,TOTAL,123204
IT,2023,F,Y95-99,ALL,TOTAL,125601
IT,2024,F,Y95-99,ALL,TOTAL,129648
IT,2001,M,TOTAL,ALL,TOTAL,27586982
IT,2011,M,TOTAL,ALL,TOTAL,28745507
IT,2018,M,TOTAL,ALL,TOTAL,29131195
IT,2019,M,TOTAL,ALL,TOTAL,29050096
IT,2020,M,TOTAL,ALL,TOTAL,28866226
IT,2021,M,TOTAL,ALL,TOTAL,28818956
IT,2022,M,TOTAL,ALL,TOTAL,28814832
IT,2023,M,TOTAL,ALL,TOTAL,28846728
IT,2024,M,TOTAL,ALL,TOTAL,28871717
IT,2001,M,Y_GE100,ALL,TOTAL,1080
IT,2011,M,Y_GE100,ALL,TOTAL,2460
IT,2018,M,Y_GE100,ALL,TOTAL,2175
IT,2019,M,Y_GE100,ALL,TOTAL,2332
IT,2020,M,Y_GE100,ALL,TOTAL,2847
IT,2021,M,Y_GE100,ALL,TOTAL,3287
IT,2022,M,Y_GE100,ALL,TOTAL,3454
IT,2023,M,Y_GE100,ALL,TOTAL,3600
IT,2024,M,Y_GE100,ALL,TOTAL,3976
IT,2001,M,Y_UN4,ALL,TOTAL,1344296
IT,2011,M,Y_UN4,ALL,TOTAL,1413825
IT,2018,M,Y_UN4,ALL,TOTAL,1202154
IT,2019,M,Y_UN4,ALL,TOTAL,1163198
IT,2020,M,Y_UN4,ALL,TOTAL,1138845
IT,2021,M,Y_UN4,ALL,TOTAL,1101059
IT,2022,M,Y_UN4,ALL,TOTAL,1071800
IT,2023,M,Y_UN4,ALL,TOTAL,1044103
IT,2024,M,Y_UN4,ALL,TOTAL,1019619
IT,2001,M,Y10-14,ALL,TOTAL,1440659
IT,2011,M,Y10-14,ALL,TOTAL,1439901
IT,2018,M,Y10-14,ALL,TOTAL,1463509
IT,2019,M,Y10-14,ALL,TOTAL,1460449
IT,2020,M,Y10-14,ALL,TOTAL,1463873
IT,2021,M,Y10-14,ALL,TOTAL,1453792
IT,2022,M,Y10-14,ALL,TOTAL,1438429
IT,2023,M,Y10-14,ALL,TOTAL,1413544
IT,2024,M,Y10-14,ALL,TOTAL,1387124
IT,2001,M,Y15-19,ALL,TOTAL,1517900
IT,2011,M,Y15-19,ALL,TOTAL,1479402
IT,2018,M,Y15-19,ALL,TOTAL,1491241
IT,2019,M,Y15-19,ALL,TOTAL,1485465
IT,2020,M,Y15-19,ALL,TOTAL,1476815
IT,2021,M,Y15-19,ALL,TOTAL,1482037
IT,2022,M,Y15-19,ALL,TOTAL,1499125
IT,2023,M,Y15-19,ALL,TOTAL,1515176
IT,2024,M,Y15-19,ALL,TOTAL,1521297
IT,2001,M,Y20-24,ALL,TOTAL,1739347
IT,2011,M,Y20-24,ALL,TOTAL,1556725
IT,2018,M,Y20-24,ALL,TOTAL,1552308
IT,2019,M,Y20-24,ALL,TOTAL,1549020
IT,2020,M,Y20-24,ALL,TOTAL,1549500
IT,2021,M,Y20-24,ALL,TOTAL,1532384
IT,2022,M,Y20-24,ALL,TOTAL,1538083
IT,2023,M,Y20-24,ALL,TOTAL,1544804
IT,2024,M,Y20-24,ALL,TOTAL,1567443
IT,2001,M,Y25-29,ALL,TOTAL,2138204
IT,2011,M,Y25-29,ALL,TOTAL,1640679
IT,2018,M,Y25-29,ALL,TOTAL,1627406
IT,2019,M,Y25-29,ALL,TOTAL,1605444
IT,2020,M,Y25-29,ALL,TOTAL,1566265
IT,2021,M,Y25-29,ALL,TOTAL,1550618
IT,2022,M,Y25-29,ALL,TOTAL,1554288
IT,2023,M,Y25-29,ALL,TOTAL,1575454
IT,2024,M,Y25-29,ALL,TOTAL,1598593
IT,2001,M,Y30-34,ALL,TOTAL,2283606
IT,2011,M,Y30-34,ALL,TOTAL,1883743
IT,2018,M,Y30-34,ALL,TOTAL,1677573
IT,2019,M,Y30-34,ALL,TOTAL,1658749
IT,2020,M,Y30-34,ALL,TOTAL,1633887
IT,2021,M,Y30-34,ALL,TOTAL,1631425
IT,2022,M,Y30-34,ALL,TOTAL,1646844
IT,2023,M,Y30-34,ALL,TOTAL,1643289
IT,2024,M,Y30-34,ALL,TOTAL,1643541
IT,2001,M,Y35-39,ALL,TOTAL,2313969
IT,2011,M,Y35-39,ALL,TOTAL,2271544
IT,2018,M,Y35-39,ALL,TOTAL,1833356
IT,2019,M,Y35-39,ALL,TOTAL,1792981
IT,2020,M,Y35-39,ALL,TOTAL,1747529
IT,2021,M,Y35-39,ALL,TOTAL,1717489
IT,2022,M,Y35-39,ALL,TOTAL,1694901
IT,2023,M,Y35-39,ALL,TOTAL,1694951
IT,2024,M,Y35-39,ALL,TOTAL,1692081
IT,2001,M,Y40-44,ALL,TOTAL,2024945
IT,2011,M,Y40-44,ALL,TOTAL,2378283
IT,2018,M,Y40-44,ALL,TOTAL,2181460
IT,2019,M,Y40-44,ALL,TOTAL,2089198
IT,2020,M,Y40-44,ALL,TOTAL,2001502
IT,2021,M,Y40-44,ALL,TOTAL,1935510
IT,2022,M,Y40-44,ALL,TOTAL,1888147
IT,2023,M,Y40-44,ALL,TOTAL,1844218
IT,2024,M,Y40-44,ALL,TOTAL,1814513
IT,2001,M,Y45-49,ALL,TOTAL,1850242
IT,2011,M,Y45-49,ALL,TOTAL,2355807
IT,2018,M,Y45-49,ALL,TOTAL,2372986
IT,2019,M,Y45-49,ALL,TOTAL,2356800
IT,2020,M,Y45-49,ALL,TOTAL,2329457
IT,2021,M,Y45-49,ALL,TOTAL,2293863
IT,2022,M,Y45-49,ALL,TOTAL,2238651
IT,2023,M,Y45-49,ALL,TOTAL,2179772
IT,2024,M,Y45-49,ALL,TOTAL,2094596
IT,2001,M,Y50-54,ALL,TOTAL,1895424
IT,2011,M,Y50-54,ALL,TOTAL,2025787
IT,2018,M,Y50-54,ALL,TOTAL,2416404
IT,2019,M,Y50-54,ALL,TOTAL,2404144
IT,2020,M,Y50-54,ALL,TOTAL,2377041
IT,2021,M,Y50-54,ALL,TOTAL,2375261
IT,2022,M,Y50-54,ALL,TOTAL,2367613
IT,2023,M,Y50-54,ALL,TOTAL,2358247
IT,2024,M,Y50-54,ALL,TOTAL,2346422
IT,2001,M,Y55-59,ALL,TOTAL,1620147
IT,2011,M,Y55-59,ALL,TOTAL,1808932
IT,2018,M,Y55-59,ALL,TOTAL,2135805
IT,2019,M,Y55-59,ALL,TOTAL,2213008
IT,2020,M,Y55-59,ALL,TOTAL,2261108
IT,2021,M,Y55-59,ALL,TOTAL,2324641
IT,2022,M,Y55-59,ALL,TOTAL,2360997
IT,2023,M,Y55-59,ALL,TOTAL,2382140
IT,2024,M,Y55-59,ALL,TOTAL,2372870
IT,2001,M,Y5-9,ALL,TOTAL,1375399
IT,2011,M,Y5-9,ALL,TOTAL,1431307
IT,2018,M,Y5-9,ALL,TOTAL,1384656
IT,2019,M,Y5-9,ALL,TOTAL,1352240
IT,2020,M,Y5-9,ALL,TOTAL,1326061
IT,2021,M,Y5-9,ALL,TOTAL,1297135
IT,2022,M,Y5-9,ALL,TOTAL,1267059
IT,2023,M,Y5-9,ALL,TOTAL,1239204
IT,2024,M,Y5-9,ALL,TOTAL,1204664
IT,2001,M,Y60-64,ALL,TOTAL,1657480
IT,2011,M,Y60-64,ALL,TOTAL,1804883
IT,2018,M,Y60-64,ALL,TOTAL,1837266
IT,2019,M,Y60-64,ALL,TOTAL,1874922
IT,2020,M,Y60-64,ALL,TOTAL,1901209
IT,2021,M,Y60-64,ALL,TOTAL,1960517
IT,2022,M,Y60-64,ALL,TOTAL,2012922
IT,2023,M,Y60-64,ALL,TOTAL,2079202
IT,2024,M,Y60-64,ALL,TOTAL,2157752
IT,2001,M,Y65-69,ALL,TOTAL,1426778
IT,2011,M,Y65-69,ALL,TOTAL,1481923
IT,2018,M,Y65-69,ALL,TOTAL,1652883
IT,2019,M,Y65-69,ALL,TOTAL,1652740
IT,2020,M,Y65-69,ALL,TOTAL,1652948
IT,2021,M,Y65-69,ALL,TOTAL,1683212
IT,2022,M,Y65-69,ALL,TOTAL,1717751
IT,2023,M,Y65-69,ALL,TOTAL,1751451
IT,2024,M,Y65-69,ALL,TOTAL,1790530
IT,2001,M,Y70-74,ALL,TOTAL,1229113
IT,2011,M,Y70-74,ALL,TOTAL,1427644
IT,2018,M,Y70-74,ALL,TOTAL,1502831
IT,2019,M,Y70-74,ALL,TOTAL,1555306
IT,2020,M,Y70-74,ALL,TOTAL,1609510
IT,2021,M,Y70-74,ALL,TOTAL,1577285
IT,2022,M,Y70-74,ALL,TOTAL,1549520
