territorio,anno,genere,eta,stato_civile,cittadinanza,valore
082006,2011,T,Y5-9,ALL,TOTAL,2971
082006,2018,T,Y5-9,ALL,TOTAL,2758
082006,2019,T,Y5-9,ALL,TOTAL,2680
082006,2020,T,Y5-9,ALL,TOTAL,2697
082006,2021,T,Y5-9,ALL,TOTAL,2634
082006,2022,T,Y5-9,ALL,TOTAL,2551
082006,2023,T,Y5-9,ALL,TOTAL,2573
082006,2024,T,Y5-9,ALL,TOTAL,2557
082006,2001,T,Y60-64,ALL,TOTAL,2439
082006,2011,T,Y60-64,ALL,TOTAL,3102
082006,2018,T,Y60-64,ALL,TOTAL,3252
082006,2019,T,Y60-64,ALL,TOTAL,3378
082006,2020,T,Y60-64,ALL,TOTAL,3404
082006,2021,T,Y60-64,ALL,TOTAL,3497
082006,2022,T,Y60-64,ALL,TOTAL,3663
082006,2023,T,Y60-64,ALL,TOTAL,3710
082006,2024,T,Y60-64,ALL,TOTAL,3740
082006,2001,T,Y65-69,ALL,TOTAL,2236
082006,2011,T,Y65-69,ALL,TOTAL,2429
082006,2018,T,Y65-69,ALL,TOTAL,2876
082006,2019,T,Y65-69,ALL,TOTAL,2896
082006,2020,T,Y65-69,ALL,TOTAL,2964
082006,2021,T,Y65-69,ALL,TOTAL,3088
082006,2022,T,Y65-69,ALL,TOTAL,3064
082006,2023,T,Y65-69,ALL,TOTAL,3163
082006,2024,T,Y65-69,ALL,TOTAL,3284
082006,2001,T,Y70-74,ALL,TOTAL,1922
082006,2011,T,Y70-74,ALL,TOTAL,2283
082006,2018,T,Y70-74,ALL,TOTAL,2570
082006,2019,T,Y70-74,ALL,TOTAL,2703
082006,2020,T,Y70-74,ALL,TOTAL,2843
082006,2021,T,Y70-74,ALL,TOTAL,2792
082006,2022,T,Y70-74,ALL,TOTAL,2817
082006,2023,T,Y70-74,ALL,TOTAL,2752
082006,2024,T,Y70-74,ALL,TOTAL,2764
082006,2001,T,Y75-79,ALL,TOTAL,1459
082006,2011,T,Y75-79,ALL,TOTAL,1802
082006,2018,T,Y75-79,ALL,TOTAL,1891
082006,2019,T,Y75-79,ALL,TOTAL,1856
082006,2020,T,Y75-79,ALL,TOTAL,1903
082006,2021,T,Y75-79,ALL,TOTAL,2022
082006,2022,T,Y75-79,ALL,TOTAL,2123
082006,2023,T,Y75-79,ALL,TOTAL,2283
082006,2024,T,Y75-79,ALL,TOTAL,2406
082006,2001,T,Y80-84,ALL,TOTAL,670
082006,2011,T,Y80-84,ALL,TOTAL,1286
082006,2018,T,Y80-84,ALL,TOTAL,1520
082006,2019,T,Y80-84,ALL,TOTAL,1589
082006,2020,T,Y80-84,ALL,TOTAL,1597
082006,2021,T,Y80-84,ALL,TOTAL,1613
082006,2022,T,Y80-84,ALL,TOTAL,1586
082006,2023,T,Y80-84,ALL,TOTAL,1503
082006,2024,T,Y80-84,ALL,TOTAL,1486
082006,2001,T,Y85-89,ALL,TOTAL,450
082006,2011,T,Y85-89,ALL,TOTAL,700
082006,2018,T,Y85-89,ALL,TOTAL,850
082006,2019,T,Y85-89,ALL,TOTAL,865
082006,2020,T,Y85-89,ALL,TOTAL,897
082006,2021,T,Y85-89,ALL,TOTAL,913
082006,2022,T,Y85-89,ALL,TOTAL,937
082006,2023,T,Y85-89,ALL,TOTAL,1011
082006,2024,T,Y85-89,ALL,TOTAL,1017
082006,2001,T,Y90-94,ALL,TOTAL,118
082006,2011,T,Y90-94,ALL,TOTAL,196
082006,2018,T,Y90-94,ALL,TOTAL,325
082006,2019,T,Y90-94,ALL,TOTAL,315
082006,2020,T,Y90-94,ALL,TOTAL,323
082006,2021,T,Y90-94,ALL,TOTAL,358
082006,2022,T,Y90-94,ALL,TOTAL,359
082006,2023,T,Y90-94,ALL,TOTAL,363
082006,2024,T,Y90-94,ALL,TOTAL,381
082006,2001,T,Y95-99,ALL,TOTAL,31
082006,2011,T,Y95-99,ALL,TOTAL,38
082006,2018,T,Y95-99,ALL,TOTAL,65
082006,2019,T,Y95-99,ALL,TOTAL,77
082006,2020,T,Y95-99,ALL,TOTAL,71
082006,2021,T,Y95-99,ALL,TOTAL,79
082006,2022,T,Y95-99,ALL,TOTAL,78
082006,2023,T,Y95-99,ALL,TOTAL,68
082006,2024,T,Y95-99,ALL,TOTAL,81
082053,2001,F,TOTAL,ALL,TOTAL,358298
082053,2011,F,TOTAL,ALL,TOTAL,344390
082053,2018,F,TOTAL,ALL,TOTAL,341018
082053,2019,F,TOTAL,ALL,TOTAL,338392
082053,2020,F,TOTAL,ALL,TOTAL,334037
082053,2021,F,TOTAL,ALL,TOTAL,331588
082053,2022,F,TOTAL,ALL,TOTAL,330228
082053,2023,F,TOTAL,ALL,TOTAL,329058
082053,2024,F,TOTAL,ALL,TOTAL,328195
082053,2001,F,Y_GE100,ALL,TOTAL,54
082053,2011,F,Y_GE100,ALL,TOTAL,78
082053,2018,F,Y_GE100,ALL,TOTAL,100
082053,2019,F,Y_GE100,ALL,TOTAL,100
082053,2020,F,Y_GE100,ALL,TOTAL,106
082053,2021,F,Y_GE100,ALL,TOTAL,108
082053,2022,F,Y_GE100,ALL,TOTAL,107
082053,2023,F,Y_GE100,ALL,TOTAL,114
082053,2024,F,Y_GE100,ALL,TOTAL,122
082053,2001,F,Y_UN4,ALL,TOTAL,17026
082053,2011,F,Y_UN4,ALL,TOTAL,15409
082053,2018,F,Y_UN4,ALL,TOTAL,13928
082053,2019,F,Y_UN4,ALL,TOTAL,13647
082053,2020,F,Y_UN4,ALL,TOTAL,13372
082053,2021,F,Y_UN4,ALL,TOTAL,13042
082053,2022,F,Y_UN4,ALL,TOTAL,12671
082053,2023,F,Y_UN4,ALL,TOTAL,12404
082053,2024,F,Y_UN4,ALL,TOTAL,11958
082053,2001,F,Y10-14,ALL,TOTAL,21828
082053,2011,F,Y10-14,ALL,TOTAL,16539
082053,2018,F,Y10-14,ALL,TOTAL,16441
082053,2019,F,Y10-14,ALL,TOTAL,16259
082053,2020,F,Y10-14,ALL,TOTAL,16299
082053,2021,F,Y10-14,ALL,TOTAL,15993
082053,2022,F,Y10-14,ALL,TOTAL,15725
082053,2023,F,Y10-14,ALL,TOTAL,15434
082053,2024,F,Y10-14,ALL,TOTAL,15094
082053,2001,F,Y15-19,ALL,TOTAL,22838
082053,2011,F,Y15-19,ALL,TOTAL,18895
082053,2018,F,Y15-19,ALL,TOTAL,16603
082053,2019,F,Y15-19,ALL,TOTAL,16585
082053,2020,F,Y15-19,ALL,TOTAL,16364
082053,2021,F,Y15-19,ALL,TOTAL,16358
082053,2022,F,Y15-19,ALL,TOTAL,16505
082053,2023,F,Y15-19,ALL,TOTAL,16647
082053,2024,F,Y15-19,ALL,TOTAL,16587
082053,2001,F,Y20-24,ALL,TOTAL,24527
082053,2011,F,Y20-24,ALL,TOTAL,20595
082053,2018,F,Y20-24,ALL,TOTAL,17695
082053,2019,F,Y20-24,ALL,TOTAL,17169
082053,2020,F,Y20-24,ALL,TOTAL,16204
082053,2021,F,Y20-24,ALL,TOTAL,15871
082053,2022,F,Y20-24,ALL,TOTAL,15970
082053,2023,F,Y20-24,ALL,TOTAL,15904
082053,2024,F,Y20-24,ALL,TOTAL,16085
082053,2001,F,Y25-29,ALL,TOTAL,26064
082053,2011,F,Y25-29,ALL,TOTAL,19999
082053,2018,F,Y25-29,ALL,TOTAL,19539
082053,2019,F,Y25-29,ALL,TOTAL,18731
082053,2020,F,Y25-29,ALL,TOTAL,17605
082053,2021,F,Y25-29,ALL,TOTAL,17035
082053,2022,F,Y25-29,ALL,TOTAL,16338
082053,2023,F,Y25-29,ALL,TOTAL,16084
082053,2024,F,Y25-29,ALL,TOTAL,15954
082053,2001,F,Y30-34,ALL,TOTAL,26281
082053,2011,F,Y30-34,ALL,TOTAL,21533
082053,2018,F,Y30-34,ALL,TOTAL,19179
082053,2019,F,Y30-34,ALL,TOTAL,18836
082053,2020,F,Y30-34,ALL,TOTAL,18139
082053,2021,F,Y30-34,ALL,TOTAL,17949
082053,2022,F,Y30-34,ALL,TOTAL,18011
082053,2023,F,Y30-34,ALL,TOTAL,17694
082053,2024,F,Y30-34,ALL,TOTAL,17455
082053,2001,F,Y35-39,ALL,TOTAL,27475
082053,2011,F,Y35-39,ALL,TOTAL,24213
082053,2018,F,Y35-39,ALL,TOTAL,20755
082053,2019,F,Y35-39,ALL,TOTAL,20095
082053,2020,F,Y35-39,ALL,TOTAL,19398
082053,2021,F,Y35-39,ALL,TOTAL,18882
082053,2022,F,Y35-39,ALL,TOTAL,18651
082053,2023,F,Y35-39,ALL,TOTAL,18567
082053,2024,F,Y35-39,ALL,TOTAL,18400
082053,2001,F,Y40-44,ALL,TOTAL,25605
082053,2011,F,Y40-44,ALL,TOTAL,25540
082053,2018,F,Y40-44,ALL,TOTAL,23580
082053,2019,F,Y40-44,ALL,TOTAL,22997
082053,2020,F,Y40-44,ALL,TOTAL,22271
082053,2021,F,Y40-44,ALL,TOTAL,21522
082053,2022,F,Y40-44,ALL,TOTAL,20990
082053,2023,F,Y40-44,ALL,TOTAL,20567
082053,2024,F,Y40-44,ALL,TOTAL,20026
082053,2001,F,Y45-49,ALL,TOTAL,24306
082053,2011,F,Y45-49,ALL,TOTAL,26565
082053,2018,F,Y45-49,ALL,TOTAL,25237
082053,2019,F,Y45-49,ALL,TOTAL,25009
082053,2020,F,Y45-49,ALL,TOTAL,24754
082053,2021,F,Y45-49,ALL,TOTAL,24297
082053,2022,F,Y45-49,ALL,TOTAL,23918
082053,2023,F,Y45-49,ALL,TOTAL,23399
082053,2024,F,Y45-49,ALL,TOTAL,22846
082053,2001,F,Y50-54,ALL,TOTAL,24206
082053,2011,F,Y50-54,ALL,TOTAL,24613
082053,2018,F,Y50-54,ALL,TOTAL,26411
082053,2019,F,Y50-54,ALL,TOTAL,26001
082053,2020,F,Y50-54,ALL,TOTAL,25235
082053,2021,F,Y50-54,ALL,TOTAL,25267
082053,2022,F,Y50-54,ALL,TOTAL,25200
082053,2023,F,Y50-54,ALL,TOTAL,24864
082053,2024,F,Y50-54,ALL,TOTAL,24733
082053,2001,F,Y55-59,ALL,TOTAL,19460
082053,2011,F,Y55-59,ALL,TOTAL,22849
082053,2018,F,Y55-59,ALL,TOTAL,25196
082053,2019,F,Y55-59,ALL,TOTAL,25687
082053,2020,F,Y55-59,ALL,TOTAL,25506
082053,2021,F,Y55-59,ALL,TOTAL,25819
082053,2022,F,Y55-59,ALL,TOTAL,25670
082053,2023,F,Y55-59,ALL,TOTAL,25720
082053,2024,F,Y55-59,ALL,TOTAL,25564
082053,2001,F,Y5-9,ALL,TOTAL,19591
082053,2011,F,Y5-9,ALL,TOTAL,15978
082053,2018,F,Y5-9,ALL,TOTAL,15350
082053,2019,F,Y5-9,ALL,TOTAL,14915
082053,2020,F,Y5-9,ALL,TOTAL,14842
082053,2021,F,Y5-9,ALL,TOTAL,14494
082053,2022,F,Y5-9,ALL,TOTAL,14286
082053,2023,F,Y5-9,ALL,TOTAL,14058
082053,2024,F,Y5-9,ALL,TOTAL,13856
082053,2001,F,Y60-64,ALL,TOTAL,18616
082053,2011,F,Y60-64,ALL,TOTAL,22274
082053,2018,F,Y60-64,ALL,TOTAL,22753
082053,2019,F,Y60-64,ALL,TOTAL,22926
082053,2020,F,Y60-64,ALL,TOTAL,22894
082053,2021,F,Y60-64,ALL,TOTAL,23316
082053,2022,F,Y60-64,ALL,TOTAL,23766
082053,2023,F,Y60-64,ALL,TOTAL,24300
082053,2024,F,Y60-64,ALL,TOTAL,24955
082053,2001,F,Y65-69,ALL,TOTAL,17463
082053,2011,F,Y65-69,ALL,TOTAL,17721
082053,2018,F,Y65-69,ALL,TOTAL,20744
082053,2019,F,Y65-69,ALL,TOTAL,20883
082053,2020,F,Y65-69,ALL,TOTAL,21074
082053,2021,F,Y65-69,ALL,TOTAL,21338
082053,2022,F,Y65-69,ALL,TOTAL,21512
082053,2023,F,Y65-69,ALL,TOTAL,21735
082053,2024,F,Y65-69,ALL,TOTAL,21960
082053,2001,F,Y70-74,ALL,TOTAL,15730
082053,2011,F,Y70-74,ALL,TOTAL,16479
082053,2018,F,Y70-74,ALL,TOTAL,18868
082053,2019,F,Y70-74,ALL,TOTAL,19544
082053,2020,F,Y70-74,ALL,TOTAL,20221
082053,2021,F,Y70-74,ALL,TOTAL,20041
082053,2022,F,Y70-74,ALL,TOTAL,19827
082053,2023,F,Y70-74,ALL,TOTAL,19576
082053,2024,F,Y70-74,ALL,TOTAL,19709
082053,2001,F,Y75-79,ALL,TOTAL,13214
082053,2011,F,Y75-79,ALL,TOTAL,14219
082053,2018,F,Y75-79,ALL,TOTAL,14390
082053,2019,F,Y75-79,ALL,TOTAL,14443
082053,2020,F,Y75-79,ALL,TOTAL,14568
082053,2021,F,Y75-79,ALL,TOTAL,15171
082053,2022,F,Y75-79,ALL,TOTAL,16123
082053,2023,F,Y75-79,ALL,TOTAL,17184
082053,2024,F,Y75-79,ALL,TOTAL,17740
082053,2001,F,Y80-84,ALL,TOTAL,7128
082053,2011,F,Y80-84,ALL,TOTAL,11101
082053,2018,F,Y80-84,ALL,TOTAL,11810
082053,2019,F,Y80-84,ALL,TOTAL,11830
082053,2020,F,Y80-84,ALL,TOTAL,12238
082053,2021,F,Y80-84,ALL,TOTAL,12258
082053,2022,F,Y80-84,ALL,TOTAL,12173
082053,2023,F,Y80-84,ALL,TOTAL,11858
082053,2024,F,Y80-84,ALL,TOTAL,12003
082053,2001,F,Y85-89,ALL,TOTAL,4768
082053,2011,F,Y85-89,ALL,TOTAL,6877
082053,2018,F,Y85-89,ALL,TOTAL,7963
082053,2019,F,Y85-89,ALL,TOTAL,8203
082053,2020,F,Y85-89,ALL,TOTAL,8133
082053,2021,F,Y85-89,ALL,TOTAL,7993
082053,2022,F,Y85-89,ALL,TOTAL,8027
082053,2023,F,Y85-89,ALL,TOTAL,8093
082053,2024,F,Y85-89,ALL,TOTAL,8186
082053,2001,F,Y90-94,ALL,TOTAL,1763
082053,2011,F,Y90-94,ALL,TOTAL,2221
082053,2018,F,Y90-94,ALL,TOTAL,3539
082053,2019,F,Y90-94,ALL,TOTAL,3536
082053,2020,F,Y90-94,ALL,TOTAL,3783
082053,2021,F,Y90-94,ALL,TOTAL,3771
082053,2022,F,Y90-94,ALL,TOTAL,3739
082053,2023,F,Y90-94,ALL,TOTAL,3833
082053,2024,F,Y90-94,ALL,TOTAL,3968
082053,2001,F,Y95-99,ALL,TOTAL,355
082053,2011,F,Y95-99,ALL,TOTAL,692
082053,2018,F,Y95-99,ALL,TOTAL,937
082053,2019,F,Y95-99,ALL,TOTAL,996
082053,2020,F,Y95-99,ALL,TOTAL,1031
082053,2021,F,Y95-99,ALL,TOTAL,1063
082053,2022,F,Y95-99,ALL,TOTAL,1019
082053,2023,F,Y95-99,ALL,TOTAL,1023
082053,2024,F,Y95-99,ALL,TOTAL,994
082053,2001,M,TOTAL,ALL,TOTAL,328424
082053,2011,M,TOTAL,ALL,TOTAL,313171
082053,2018,M,TOTAL,ALL,TOTAL,311702
082053,2019,M,TOTAL,ALL,TOTAL,309030
082053,2020,M,TOTAL,ALL,TOTAL,303848
082053,2021,M,TOTAL,ALL,TOTAL,303851
082053,2022,M,TOTAL,ALL,TOTAL,302271
082053,2023,M,TOTAL,ALL,TOTAL,301369
082053,2024,M,TOTAL,ALL,TOTAL,300498
082053,2001,M,Y_GE100,ALL,TOTAL,11
082053,2011,M,Y_GE100,ALL,TOTAL,11
082053,2018,M,Y_GE100,ALL,TOTAL,14
082053,2019,M,Y_GE100,ALL,TOTAL,23
082053,2020,M,Y_GE100,ALL,TOTAL,22
082053,2021,M,Y_GE100,ALL,TOTAL,28
082053,2022,M,Y_GE100,ALL,TOTAL,29
082053,2023,M,Y_GE100,ALL,TOTAL,27
082053,2024,M,Y_GE100,ALL,TOTAL,28
082053,2001,M,Y_UN4,ALL,TOTAL,17924
082053,2011,M,Y_UN4,ALL,TOTAL,15845
082053,2018,M,Y_UN4,ALL,TOTAL,14685
082053,2019,M,Y_UN4,ALL,TOTAL,14370
082053,2020,M,Y_UN4,ALL,TOTAL,14112
082053,2021,M,Y_UN4,ALL,TOTAL,13856
082053,2022,M,Y_UN4,ALL,TOTAL,13611
082053,2023,M,Y_UN4,ALL,TOTAL,13139
082053,2024,M,Y_UN4,ALL,TOTAL,12729
082053,2001,M,Y10-14,ALL,TOTAL,23084
082053,2011,M,Y10-14,ALL,TOTAL,17445
082053,2018,M,Y10-14,ALL,TOTAL,17055
082053,2019,M,Y10-14,ALL,TOTAL,16852
082053,2020,M,Y10-14,ALL,TOTAL,16911
082053,2021,M,Y10-14,ALL,TOTAL,16544
082053,2022,M,Y10-14,ALL,TOTAL,16407
082053,2023,M,Y10-14,ALL,TOTAL,16055
082053,2024,M,Y10-14,ALL,TOTAL,15763
082053,2001,M,Y15-19,ALL,TOTAL,24076
082053,2011,M,Y15-19,ALL,TOTAL,20159
082053,2018,M,Y15-19,ALL,TOTAL,17873
082053,2019,M,Y15-19,ALL,TOTAL,17570
082053,2020,M,Y15-19,ALL,TOTAL,17271
082053,2021,M,Y15-19,ALL,TOTAL,17299
082053,2022,M,Y15-19,ALL,TOTAL,17299
082053,2023,M,Y15-19,ALL,TOTAL,17419
082053,2024,M,Y15-19,ALL,TOTAL,17309
082053,2001,M,Y20-24,ALL,TOTAL,25205
082053,2011,M,Y20-24,ALL,TOTAL,21866
082053,2018,M,Y20-24,ALL,TOTAL,18587
082053,2019,M,Y20-24,ALL,TOTAL,18283
082053,2020,M,Y20-24,ALL,TOTAL,17279
082053,2021,M,Y20-24,ALL,TOTAL,17101
082053,2022,M,Y20-24,ALL,TOTAL,16958
082053,2023,M,Y20-24,ALL,TOTAL,16970
082053,2024,M,Y20-24,ALL,TOTAL,17054
082053,2001,M,Y25-29,ALL,TOTAL,25913
082053,2011,M,Y25-29,ALL,TOTAL,20786
082053,2018,M,Y25-29,ALL,TOTAL,20372
082053,2019,M,Y25-29,ALL,TOTAL,19400
082053,2020,M,Y25-29,ALL,TOTAL,17723
082053,2021,M,Y25-29,ALL,TOTAL,17392
082053,2022,M,Y25-29,ALL,TOTAL,16749
082053,2023,M,Y25-29,ALL,TOTAL,16365
082053,2024,M,Y25-29,ALL,TOTAL,16509
082053,2001,M,Y30-34,ALL,TOTAL,24996
082053,2011,M,Y30-34,ALL,TOTAL,20924
082053,2018,M,Y30-34,ALL,TOTAL,19274
082053,2019,M,Y30-34,ALL,TOTAL,18856
082053,2020,M,Y30-34,ALL,TOTAL,18008
082053,2021,M,Y30-34,ALL,TOTAL,18086
082053,2022,M,Y30-34,ALL,TOTAL,18147
082053,2023,M,Y30-34,ALL,TOTAL,17958
082053,2024,M,Y30-34,ALL,TOTAL,17508
082053,2001,M,Y35-39,ALL,TOTAL,25138
082053,2011,M,Y35-39,ALL,TOTAL,23003
082053,2018,M,Y35-39,ALL,TOTAL,19972
082053,2019,M,Y35-39,ALL,TOTAL,19402
082053,2020,M,Y35-39,ALL,TOTAL,18488
082053,2021,M,Y35-39,ALL,TOTAL,18382
082053,2022,M,Y35-39,ALL,TOTAL,18030
082053,2023,M,Y35-39,ALL,TOTAL,18048
082053,2024,M,Y35-39,ALL,TOTAL,18021
082053,2001,M,Y40-44,ALL,TOTAL,22993
082053,2011,M,Y40-44,ALL,TOTAL,23415
082053,2018,M,Y40-44,ALL,TOTAL,22273
082053,2019,M,Y40-44,ALL,TOTAL,21415
082053,2020,M,Y40-44,ALL,TOTAL,20669
082053,2021,M,Y40-44,ALL,TOTAL,20252
082053,2022,M,Y40-44,ALL,TOTAL,19860
082053,2023,M,Y40-44,ALL,TOTAL,19500
082053,2024,M,Y40-44,ALL,TOTAL,19108
082053,2001,M,Y45-49,ALL,TOTAL,22070
082053,2011,M,Y45-49,ALL,TOTAL,23747
082053,2018,M,Y45-49,ALL,TOTAL,23482
082053,2019,M,Y45-49,ALL,TOTAL,23385
082053,2020,M,Y45-49,ALL,TOTAL,23077
082053,2021,M,Y45-49,ALL,TOTAL,22965
082053,2022,M,Y45-49,ALL,TOTAL,22385
082053,2023,M,Y45-49,ALL,TOTAL,21897
082053,2024,M,Y45-49,ALL,TOTAL,21180
082053,2001,M,Y50-54,ALL,TOTAL,22196
082053,2011,M,Y50-54,ALL,TOTAL,21613
082053,2018,M,Y50-54,ALL,TOTAL,23631
082053,2019,M,Y50-54,ALL,TOTAL,23435
082053,2020,M,Y50-54,ALL,TOTAL,22954
082053,2021,M,Y50-54,ALL,TOTAL,23148
082053,2022,M,Y50-54,ALL,TOTAL,23107
082053,2023,M,Y50-54,ALL,TOTAL,23056
082053,2024,M,Y50-54,ALL,TOTAL,23107
082053,2001,M,Y55-59,ALL,TOTAL,17909
082053,2011,M,Y55-59,ALL,TOTAL,20267
082053,2018,M,Y55-59,ALL,TOTAL,21989
082053,2019,M,Y55-59,ALL,TOTAL,22462
082053,2020,M,Y55-59,ALL,TOTAL,22660
082053,2021,M,Y55-59,ALL,TOTAL,23209
082053,2022,M,Y55-59,ALL,TOTAL,23240
082053,2023,M,Y55-59,ALL,TOTAL,23107
082053,2024,M,Y55-59,ALL,TOTAL,22933
082053,2001,M,Y5-9,ALL,TOTAL,20653
082053,2011,M,Y5-9,ALL,TOTAL,16823
082053,2018,M,Y5-9,ALL,TOTAL,15916
082053,2019,M,Y5-9,ALL,TOTAL,15598
082053,2020,M,Y5-9,ALL,TOTAL,15606
082053,2021,M,Y5-9,ALL,TOTAL,15193
082053,2022,M,Y5-9,ALL,TOTAL,14901
082053,2023,M,Y5-9,ALL,TOTAL,14814
082053,2024,M,Y5-9,ALL,TOTAL,14497
082053,2001,M,Y60-64,ALL,TOTAL,15717
082053,2011,M,Y60-64,ALL,TOTAL,19697
082053,2018,M,Y60-64,ALL,TOTAL,19994
082053,2019,M,Y60-64,ALL,TOTAL,20090
082053,2020,M,Y60-64,ALL,TOTAL,19823
082053,2021,M,Y60-64,ALL,TOTAL,20388
082053,2022,M,Y60-64,ALL,TOTAL,20691
082053,2023,M,Y60-64,ALL,TOTAL,21076
082053,2024,M,Y60-64,ALL,TOTAL,21663
082053,2001,M,Y65-69,ALL,TOTAL,13479
082053,2011,M,Y65-69,ALL,TOTAL,15246
082053,2018,M,Y65-69,ALL,TOTAL,17893
082053,2019,M,Y65-69,ALL,TOTAL,17997
082053,2020,M,Y65-69,ALL,TOTAL,17935
082053,2021,M,Y65-69,ALL,TOTAL,18157
082053,2022,M,Y65-69,ALL,TOTAL,18428
082053,2023,M,Y65-69,ALL,TOTAL,18651
082053,2024,M,Y65-69,ALL,TOTAL,18829
082053,2001,M,Y70-74,ALL,TOTAL,11501
082053,2011,M,Y70-74,ALL,TOTAL,12419
082053,2018,M,Y70-74,ALL,TOTAL,15520
082053,2019,M,Y70-74,ALL,TOTAL,15998
082053,2020,M,Y70-74,ALL,TOTAL,16662
082053,2021,M,Y70-74,ALL,TOTAL,16476
082053,2022,M,Y70-74,ALL,TOTAL,16281
082053,2023,M,Y70-74,ALL,TOTAL,16117
082053,2024,M,Y70-74,ALL,TOTAL,16268
082053,2001,M,Y75-79,ALL,TOTAL,8462
082053,2011,M,Y75-79,ALL,TOTAL,9331
082053,2018,M,Y75-79,ALL,TOTAL,10431
082053,2019,M,Y75-79,ALL,TOTAL,10676
082053,2020,M,Y75-79,ALL,TOTAL,11043
082053,2021,M,Y75-79,ALL,TOTAL,11588
082053,2022,M,Y75-79,ALL,TOTAL,12298
082053,2023,M,Y75-79,ALL,TOTAL,13225
082053,2024,M,Y75-79,ALL,TOTAL,13598
082053,2001,M,Y80-84,ALL,TOTAL,4049
082053,2011,M,Y80-84,ALL,TOTAL,6366
082053,2018,M,Y80-84,ALL,TOTAL,7150
082053,2019,M,Y80-84,ALL,TOTAL,7457
082053,2020,M,Y80-84,ALL,TOTAL,7765
082053,2021,M,Y80-84,ALL,TOTAL,7866
082053,2022,M,Y80-84,ALL,TOTAL,7922
082053,2023,M,Y80-84,ALL,TOTAL,7705
082053,2024,M,Y80-84,ALL,TOTAL,7951
082053,2001,M,Y85-89,ALL,TOTAL,2296
082053,2011,M,Y85-89,ALL,TOTAL,3157
082053,2018,M,Y85-89,ALL,TOTAL,3976
082053,2019,M,Y85-89,ALL,TOTAL,4081
082053,2020,M,Y85-89,ALL,TOTAL,4073
082053,2021,M,Y85-89,ALL,TOTAL,4112
082053,2022,M,Y85-89,ALL,TOTAL,4134
082053,2023,M,Y85-89,ALL,TOTAL,4332
082053,2024,M,Y85-89,ALL,TOTAL,4477
082053,2001,M,Y90-94,ALL,TOTAL,652
082053,2011,M,Y90-94,ALL,TOTAL,856
082053,2018,M,Y90-94,ALL,TOTAL,1349
082053,2019,M,Y90-94,ALL,TOTAL,1399
082053,2020,M,Y90-94,ALL,TOTAL,1480
082053,2021,M,Y90-94,ALL,TOTAL,1539
082053,2022,M,Y90-94,ALL,TOTAL,1525
082053,2023,M,Y90-94,ALL,TOTAL,1612
082053,2024,M,Y90-94,ALL,TOTAL,1640
082053,2001,M,Y95-99,ALL,TOTAL,100
082053,2011,M,Y95-99,ALL,TOTAL,195
082053,2018,M,Y95-99,ALL,TOTAL,266
082053,2019,M,Y95-99,ALL,TOTAL,281
082053,2020,M,Y95-99,ALL,TOTAL,287
082053,2021,M,Y95-99,ALL,TOTAL,270
082053,2022,M,Y95-99,ALL,TOTAL,269
082053,2023,M,Y95-99,ALL,TOTAL,296
082053,2024,M,Y95-99,ALL,TOTAL,326
082053,2001,T,TOTAL,ALL,TOTAL,686722
082053,2011,T,TOTAL,ALL,TOTAL,657561
082053,2018,T,TOTAL,ALL,TOTAL,652720
082053,2019,T,TOTAL,ALL,TOTAL,647422
082053,2020,T,TOTAL,ALL,TOTAL,637885
082053,2021,T,TOTAL,ALL,TOTAL,635439
082053,2022,T,TOTAL,ALL,TOTAL,632499
082053,2023,T,TOTAL,ALL,TOTAL,630427
082053,2024,T,TOTAL,ALL,TOTAL,628693
082053,2001,T,Y_GE100,ALL,TOTAL,65
082053,2011,T,Y_GE100,ALL,TOTAL,89
082053,2018,T,Y_GE100,ALL,TOTAL,114
082053,2019,T,Y_GE100,ALL,TOTAL,123
082053,2020,T,Y_GE100,ALL,TOTAL,128
082053,2021,T,Y_GE100,ALL,TOTAL,136
082053,2022,T,Y_GE100,ALL,TOTAL,136
082053,2023,T,Y_GE100,ALL,TOTAL,141
082053,2024,T,Y_GE100,ALL,TOTAL,150
082053,2001,T,Y_UN4,ALL,TOTAL,34950
082053,2011,T,Y_UN4,ALL,TOTAL,31254
082053,2018,T,Y_UN4,ALL,TOTAL,28613
082053,2019,T,Y_UN4,ALL,TOTAL,28017
082053,2020,T,Y_UN4,ALL,TOTAL,27484
082053,2021,T,Y_UN4,ALL,TOTAL,26898
082053,2022,T,Y_UN4,ALL,TOTAL,26282
082053,2023,T,Y_UN4,ALL,TOTAL,25543
082053,2024,T,Y_UN4,ALL,TOTAL,24687
082053,2001,T,Y10-14,ALL,TOTAL,44912
082053,2011,T,Y10-14,ALL,TOTAL,33984
082053,2018,T,Y10-14,ALL,TOTAL,33496
082053,2019,T,Y10-14,ALL,TOTAL,33111
082053,2020,T,Y10-14,ALL,TOTAL,33210
082053,2021,T,Y10-14,ALL,TOTAL,32537
082053,2022,T,Y10-14,ALL,TOTAL,32132
082053,2023,T,Y10-14,ALL,TOTAL,31489
082053,2024,T,Y10-14,ALL,TOTAL,30857
082053,2001,T,Y15-19,ALL,TOTAL,46914
082053,2011,T,Y15-19,ALL,TOTAL,39054
082053,2018,T,Y15-19,ALL,TOTAL,34476
082053,2019,T,Y15-19,ALL,TOTAL,34155
082053,2020,T,Y15-19,ALL,TOTAL,33635
082053,2021,T,Y15-19,ALL,TOTAL,33657
