origine,genere,motivo,luogo,verso_palermo,mezzo,orario,durata,stima
083054,M,studio,fuori,False,"autobus urbano, filobus",dopo le 9:14,oltre 60 min,1.0
083054,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,9.0
083054,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,4.0
083054,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,2.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,6.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,2.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,1.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",dopo le 9:14,31-60 min,1.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,7.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,13.0
083054,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,8.0
083055,F,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,13.0
083055,F,lavoro,dentro,False,a piedi,8:15-9:14,fino a 15 min,3.0
083055,F,lavoro,dentro,False,a piedi,prima delle 7:15,fino a 15 min,6.0
083055,F,lavoro,dentro,False,a piedi,prima delle 7:15,oltre 60 min,1.0
083055,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,1.0
083055,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,fino a 15 min,10.0
083055,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,2.0
083055,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,fino a 15 min,1.0
083055,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,16-30 min,2.0
083055,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,2.0
083055,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,1.0
083055,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,16-30 min,2.0
083055,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,2.0
083055,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,7.0
083055,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,5.0
083055,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,oltre 60 min,1.0
083055,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,3.0
083055,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,fino a 15 min,1.0
083055,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,2.0
083055,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,10.0
083055,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,31-60 min,2.0
083055,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,fino a 15 min,3.0
083055,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,2.0
083055,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,31-60 min,1.0
083055,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1.0
083055,F,lavoro,fuori,False,auto privata (passeggero),8:15-9:14,16-30 min,1.0
083055,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,31-60 min,1.0
083055,F,studio,dentro,False,a piedi,7:15-8:14,fino a 15 min,3.0
083055,F,studio,dentro,False,a piedi,8:15-9:14,fino a 15 min,7.0
083055,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,31-60 min,1.0
083055,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,3.0
083055,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,2.0
083055,F,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,fino a 15 min,4.0
083055,F,studio,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,1.0
083055,F,studio,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,1.0
083055,F,studio,fuori,False,auto privata (passeggero),8:15-9:14,16-30 min,1.0
083055,F,studio,fuori,False,auto privata (passeggero),8:15-9:14,31-60 min,1.0
083055,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,2.0
083055,F,studio,fuori,False,"corriera, autobus extra-urbano",dopo le 9:14,oltre 60 min,1.0
083055,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,1.0
083055,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,3.0
083055,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,3.0
083055,F,studio,fuori,False,treno,7:15-8:14,oltre 60 min,1.0
083055,F,studio,fuori,False,treno,prima delle 7:15,oltre 60 min,2.0
083055,M,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,6.0
083055,M,lavoro,dentro,False,a piedi,prima delle 7:15,16-30 min,1.0
083055,M,lavoro,dentro,False,a piedi,prima delle 7:15,fino a 15 min,4.0
083055,M,lavoro,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,2.0
083055,M,lavoro,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,1.0
083055,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,16-30 min,1.0
083055,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,31-60 min,2.0
083055,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,fino a 15 min,10.0
083055,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,oltre 60 min,1.0
083055,M,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,1.0
083055,M,lavoro,dentro,False,bicicletta,prima delle 7:15,fino a 15 min,1.0
083055,M,lavoro,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,15.0
083055,M,lavoro,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,4.0
083055,M,lavoro,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,2.0
083055,M,lavoro,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,1.0
083055,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,1.0
083055,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,31-60 min,1.0
083055,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,fino a 15 min,2.0
083055,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,11.0
083055,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,31-60 min,8.0
083055,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,fino a 15 min,2.0
083055,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,2.0
083055,M,lavoro,fuori,False,auto privata (passeggero),dopo le 9:14,16-30 min,1.0
083055,M,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,16-30 min,1.0
083055,M,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,1.0
083055,M,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,16-30 min,1.0
083055,M,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",8:15-9:14,16-30 min,1.0
083055,M,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",dopo le 9:14,16-30 min,1.0
083055,M,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",dopo le 9:14,fino a 15 min,1.0
083055,M,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",prima delle 7:15,16-30 min,3.0
083055,M,lavoro,fuori,False,treno,prima delle 7:15,oltre 60 min,1.0
083055,M,studio,dentro,False,a piedi,7:15-8:14,fino a 15 min,2.0
083055,M,studio,dentro,False,a piedi,8:15-9:14,fino a 15 min,3.0
083055,M,studio,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1.0
083055,M,studio,dentro,False,auto privata (passeggero),8:15-9:14,16-30 min,1.0
083055,M,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,1.0
083055,M,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,7.0
083055,M,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,16-30 min,3.0
083055,M,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,fino a 15 min,4.0
083055,M,studio,dentro,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,1.0
083055,M,studio,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,2.0
083055,M,studio,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,1.0
083055,M,studio,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1.0
083055,M,studio,fuori,False,auto privata (passeggero),7:15-8:14,oltre 60 min,1.0
083055,M,studio,fuori,False,auto privata (passeggero),prima delle 7:15,16-30 min,1.0
083055,M,studio,fuori,False,autobus aziendale o scolastico,prima delle 7:15,oltre 60 min,1.0
083055,M,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,31-60 min,1.0
083055,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,1.0
083055,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,2.0
083055,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,4.0
083055,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,2.0
083055,M,studio,fuori,False,treno,prima delle 7:15,oltre 60 min,1.0
083056,F,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,14.0
083056,F,lavoro,dentro,False,a piedi,8:15-9:14,fino a 15 min,5.0
083056,F,lavoro,dentro,False,a piedi,prima delle 7:15,fino a 15 min,11.0
083056,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,2.0
083056,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,fino a 15 min,18.0
083056,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,7.0
083056,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,fino a 15 min,3.0
083056,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,16-30 min,2.0
083056,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,fino a 15 min,4.0
083056,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,2.0
083056,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,oltre 60 min,1.0
083056,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,1.0
083056,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,12.0
083056,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,2.0
083056,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,25.0
083056,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,oltre 60 min,1.0
083056,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,4.0
083056,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,fino a 15 min,10.0
083056,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,oltre 60 min,1.0
083056,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,2.0
083056,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,fino a 15 min,5.0
083056,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,11.0
083056,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,31-60 min,8.0
083056,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,fino a 15 min,6.0
083056,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,7.0
083056,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,2.0
083056,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1.0
083056,F,lavoro,fuori,False,auto privata (passeggero),8:15-9:14,fino a 15 min,1.0
083056,F,lavoro,fuori,False,auto privata (passeggero),dopo le 9:14,fino a 15 min,1.0
083056,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,31-60 min,1.0
083056,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,2.0
083056,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,1.0
083056,F,lavoro,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,1.0
083056,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,1.0
083056,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,1.0
083056,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",8:15-9:14,16-30 min,1.0
083056,F,lavoro,fuori,False,treno,prima delle 7:15,oltre 60 min,3.0
083056,F,studio,dentro,False,a piedi,7:15-8:14,fino a 15 min,11.0
083056,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,9.0
083056,F,studio,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,6.0
083056,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,6.0
083056,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,31-60 min,3.0
083056,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,9.0
083056,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,oltre 60 min,1.0
083056,F,studio,dentro,False,autobus aziendale o scolastico,dopo le 9:14,fino a 15 min,1.0
083056,F,studio,dentro,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,2.0
083056,F,studio,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,9.0
083056,F,studio,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,14.0
083056,F,studio,fuori,False,auto privata (passeggero),7:15-8:14,oltre 60 min,2.0
083056,F,studio,fuori,False,auto privata (passeggero),8:15-9:14,fino a 15 min,2.0
083056,F,studio,fuori,False,auto privata (passeggero),dopo le 9:14,16-30 min,1.0
083056,F,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,3.0
083056,F,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,1.0
083056,F,studio,fuori,False,autobus aziendale o scolastico,prima delle 7:15,16-30 min,1.0
083056,F,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,16-30 min,1.0
083056,F,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,31-60 min,1.0
083056,F,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,2.0
083056,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,1.0
083056,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,2.0
083056,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,1.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,7.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,2.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,fino a 15 min,1.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,1.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",8:15-9:14,oltre 60 min,1.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",dopo le 9:14,16-30 min,1.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,2.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,3.0
083056,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,1.0
083056,F,studio,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,fino a 15 min,1.0
083056,F,studio,fuori,False,treno,prima delle 7:15,31-60 min,1.0
083056,F,studio,fuori,False,treno,prima delle 7:15,oltre 60 min,1.0
083056,M,lavoro,dentro,False,a piedi,7:15-8:14,31-60 min,1.0
083056,M,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,10.0
083056,M,lavoro,dentro,False,a piedi,8:15-9:14,fino a 15 min,2.0
083056,M,lavoro,dentro,False,a piedi,prima delle 7:15,fino a 15 min,13.0
083056,M,lavoro,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,1.0
083056,M,lavoro,dentro,False,auto privata (conducente),7:15-8:14,fino a 15 min,16.0
083056,M,lavoro,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,4.0
083056,M,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,fino a 15 min,3.0
083056,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,16-30 min,5.0
083056,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,31-60 min,1.0
083056,M,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,fino a 15 min,24.0
083056,M,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,16-30 min,1.0
083056,M,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,1.0
083056,M,lavoro,fuori,False,altro mezzo,7:15-8:14,31-60 min,1.0
083056,M,lavoro,fuori,False,altro mezzo,prima delle 7:15,31-60 min,1.0
083056,M,lavoro,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,19.0
083056,M,lavoro,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,4.0
083056,M,lavoro,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,31.0
083056,M,lavoro,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,3.0
083056,M,lavoro,fuori,False,auto privata (conducente),8:15-9:14,31-60 min,1.0
083056,M,lavoro,fuori,False,auto privata (conducente),8:15-9:14,fino a 15 min,4.0
083056,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,1.0
083056,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,31-60 min,2.0
083056,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,fino a 15 min,1.0
083056,M,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,oltre 60 min,1.0
083056,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,29.0
083056,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,31-60 min,17.0
083056,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,fino a 15 min,23.0
083056,M,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,5.0
083056,M,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,1.0
083056,M,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1.0
083056,M,lavoro,fuori,False,auto privata (passeggero),dopo le 9:14,16-30 min,1.0
083056,M,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,31-60 min,2.0
083056,M,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,1.0
083056,M,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,1.0
083056,M,lavoro,fuori,False,autobus aziendale o scolastico,prima delle 7:15,oltre 60 min,1.0
083056,M,lavoro,fuori,False,"autobus urbano, filobus",7:15-8:14,oltre 60 min,1.0
083056,M,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,1.0
083056,M,lavoro,fuori,False,treno,prima delle 7:15,31-60 min,2.0
083056,M,lavoro,fuori,False,treno,prima delle 7:15,oltre 60 min,1.0
083056,M,lavoro,fuori,True,auto privata (conducente),prima delle 7:15,oltre 60 min,1.0
083056,M,studio,dentro,False,a piedi,7:15-8:14,fino a 15 min,11.0
083056,M,studio,dentro,False,a piedi,8:15-9:14,fino a 15 min,3.0
083056,M,studio,dentro,False,auto privata (passeggero),7:15-8:14,16-30 min,3.0
083056,M,studio,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,12.0
083056,M,studio,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,7.0
083056,M,studio,dentro,False,auto privata (passeggero),dopo le 9:14,fino a 15 min,1.0
083056,M,studio,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,2.0
083056,M,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,8.0
083056,M,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,31-60 min,1.0
083056,M,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,18.0
083056,M,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,fino a 15 min,1.0
083056,M,studio,dentro,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,3.0
083056,M,studio,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,1.0
083056,M,studio,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,6.0
083056,M,studio,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,13.0
083056,M,studio,fuori,False,auto privata (passeggero),7:15-8:14,oltre 60 min,1.0
083056,M,studio,fuori,False,auto privata (passeggero),8:15-9:14,16-30 min,2.0
083056,M,studio,fuori,False,auto privata (passeggero),8:15-9:14,fino a 15 min,2.0
083056,M,studio,fuori,False,auto privata (passeggero),prima delle 7:15,16-30 min,1.0
083056,M,studio,fuori,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,1.0
083056,M,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,4.0
083056,M,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,3.0
083056,M,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,16-30 min,1.0
083056,M,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,2.0
083056,M,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,oltre 60 min,1.0
083056,M,studio,fuori,False,"autobus urbano, filobus",8:15-9:14,fino a 15 min,1.0
083056,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,2.0
083056,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,1.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,6.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,4.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,fino a 15 min,1.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",8:15-9:14,16-30 min,1.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",8:15-9:14,31-60 min,1.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",dopo le 9:14,31-60 min,1.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,2.0
083056,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,2.0
083056,M,studio,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,16-30 min,1.0
083056,M,studio,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,fino a 15 min,2.0
083057,F,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,28.0
083057,F,lavoro,dentro,False,a piedi,8:15-9:14,16-30 min,1.0
083057,F,lavoro,dentro,False,a piedi,8:15-9:14,fino a 15 min,20.0
083057,F,lavoro,dentro,False,a piedi,8:15-9:14,oltre 60 min,1.0
083057,F,lavoro,dentro,False,a piedi,dopo le 9:14,fino a 15 min,7.0
083057,F,lavoro,dentro,False,a piedi,prima delle 7:15,16-30 min,1.0
083057,F,lavoro,dentro,False,a piedi,prima delle 7:15,31-60 min,1.0
083057,F,lavoro,dentro,False,a piedi,prima delle 7:15,fino a 15 min,7.0
083057,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,6.0
083057,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,fino a 15 min,29.0
083057,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,16-30 min,3.0
083057,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,22.0
083057,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,fino a 15 min,2.0
083057,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,16-30 min,9.0
083057,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,31-60 min,2.0
083057,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,fino a 15 min,10.0
083057,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,oltre 60 min,2.0
083057,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,16-30 min,1.0
083057,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,3.0
083057,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,7.0
083057,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,16-30 min,9.0
083057,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,31-60 min,2.0
083057,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,9.0
083057,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,1.0
083057,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,7.0
083057,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,6.0
083057,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,2.0
083057,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,oltre 60 min,1.0
083057,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,1.0
083057,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,31-60 min,1.0
083057,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,2.0
083057,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,8.0
083057,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,31-60 min,6.0
083057,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,fino a 15 min,5.0
083057,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,5.0
083057,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,2.0
083057,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1.0
083057,F,lavoro,fuori,False,auto privata (passeggero),8:15-9:14,16-30 min,1.0
083057,F,lavoro,fuori,False,auto privata (passeggero),dopo le 9:14,16-30 min,1.0
083057,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,16-30 min,3.0
083057,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,31-60 min,5.0
083057,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,1.0
083057,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,1.0
083057,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,2.0
083057,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,1.0
083057,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",prima delle 7:15,31-60 min,1.0
083057,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",prima delle 7:15,oltre 60 min,1.0
083057,F,lavoro,fuori,True,treno,prima delle 7:15,oltre 60 min,1.0
083057,F,studio,dentro,False,a piedi,7:15-8:14,16-30 min,1.0
083057,F,studio,dentro,False,a piedi,7:15-8:14,fino a 15 min,8.0
083057,F,studio,dentro,False,a piedi,8:15-9:14,fino a 15 min,15.0
083057,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,13.0
