origine,genere,motivo,luogo,verso_palermo,mezzo,orario,durata,stima
081020,M,studio,fuori,False,auto privata (passeggero),prima delle 7:15,31-60 min,4.0
081020,M,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,31-60 min,1.0
081020,M,studio,fuori,False,autobus aziendale o scolastico,prima delle 7:15,31-60 min,5.0
081020,M,studio,fuori,False,autobus aziendale o scolastico,prima delle 7:15,oltre 60 min,7.0
081020,M,studio,fuori,False,"autobus urbano, filobus",8:15-9:14,31-60 min,1.0
081020,M,studio,fuori,False,"autobus urbano, filobus",dopo le 9:14,oltre 60 min,1.0
081020,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,1.0
081020,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,3.0
081020,M,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,2.0
081020,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,1.0
081020,M,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,1.0
081020,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,24.0
081020,M,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,29.0
081020,M,studio,fuori,True,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,1.0
081021,F,lavoro,dentro,False,a piedi,7:15-8:14,16-30 min,33.46
081021,F,lavoro,dentro,False,a piedi,7:15-8:14,31-60 min,2.92
081021,F,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,280.19
081021,F,lavoro,dentro,False,a piedi,8:15-9:14,16-30 min,27.13
081021,F,lavoro,dentro,False,a piedi,8:15-9:14,31-60 min,2.72
081021,F,lavoro,dentro,False,a piedi,8:15-9:14,fino a 15 min,217.7
081021,F,lavoro,dentro,False,a piedi,8:15-9:14,oltre 60 min,4.67
081021,F,lavoro,dentro,False,a piedi,dopo le 9:14,16-30 min,9.21
081021,F,lavoro,dentro,False,a piedi,dopo le 9:14,fino a 15 min,118.02
081021,F,lavoro,dentro,False,a piedi,dopo le 9:14,oltre 60 min,18.33
081021,F,lavoro,dentro,False,a piedi,prima delle 7:15,16-30 min,8.64
081021,F,lavoro,dentro,False,a piedi,prima delle 7:15,31-60 min,2.98
081021,F,lavoro,dentro,False,a piedi,prima delle 7:15,fino a 15 min,71.83
081021,F,lavoro,dentro,False,a piedi,prima delle 7:15,oltre 60 min,6.23
081021,F,lavoro,dentro,False,altro mezzo,7:15-8:14,16-30 min,3.0
081021,F,lavoro,dentro,False,altro mezzo,7:15-8:14,fino a 15 min,5.64
081021,F,lavoro,dentro,False,altro mezzo,8:15-9:14,16-30 min,1.0
081021,F,lavoro,dentro,False,altro mezzo,8:15-9:14,fino a 15 min,4.98
081021,F,lavoro,dentro,False,altro mezzo,dopo le 9:14,fino a 15 min,3.35
081021,F,lavoro,dentro,False,altro mezzo,prima delle 7:15,16-30 min,1.0
081021,F,lavoro,dentro,False,altro mezzo,prima delle 7:15,31-60 min,2.21
081021,F,lavoro,dentro,False,altro mezzo,prima delle 7:15,fino a 15 min,1.0
081021,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,489.64
081021,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,31-60 min,57.6
081021,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,fino a 15 min,1106.81
081021,F,lavoro,dentro,False,auto privata (conducente),7:15-8:14,oltre 60 min,27.36
081021,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,16-30 min,195.79
081021,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,31-60 min,24.16
081021,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,655.37
081021,F,lavoro,dentro,False,auto privata (conducente),8:15-9:14,oltre 60 min,8.06
081021,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,16-30 min,54.2
081021,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,31-60 min,6.74
081021,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,fino a 15 min,175.16
081021,F,lavoro,dentro,False,auto privata (conducente),dopo le 9:14,oltre 60 min,23.2
081021,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,16-30 min,92.32
081021,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,31-60 min,14.3
081021,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,fino a 15 min,247.3
081021,F,lavoro,dentro,False,auto privata (conducente),prima delle 7:15,oltre 60 min,2.8
081021,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,16-30 min,88.53
081021,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,31-60 min,2.91
081021,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,183.9
081021,F,lavoro,dentro,False,auto privata (passeggero),7:15-8:14,oltre 60 min,6.35
081021,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,16-30 min,38.33
081021,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,31-60 min,3.61
081021,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,73.68
081021,F,lavoro,dentro,False,auto privata (passeggero),8:15-9:14,oltre 60 min,1.0
081021,F,lavoro,dentro,False,auto privata (passeggero),dopo le 9:14,16-30 min,8.56
081021,F,lavoro,dentro,False,auto privata (passeggero),dopo le 9:14,fino a 15 min,37.19
081021,F,lavoro,dentro,False,auto privata (passeggero),dopo le 9:14,oltre 60 min,7.03
081021,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,16-30 min,19.44
081021,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,31-60 min,4.44
081021,F,lavoro,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,52.44
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,4.43
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,8:15-9:14,16-30 min,3.75
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,8:15-9:14,31-60 min,2.47
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,8:15-9:14,fino a 15 min,3.09
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,dopo le 9:14,16-30 min,1.88
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,prima delle 7:15,16-30 min,3.09
081021,F,lavoro,dentro,False,autobus aziendale o scolastico,prima delle 7:15,fino a 15 min,6.62
081021,F,lavoro,dentro,False,"autobus urbano, filobus",7:15-8:14,16-30 min,29.75
081021,F,lavoro,dentro,False,"autobus urbano, filobus",7:15-8:14,31-60 min,3.17
081021,F,lavoro,dentro,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,30.25
081021,F,lavoro,dentro,False,"autobus urbano, filobus",8:15-9:14,16-30 min,9.79
081021,F,lavoro,dentro,False,"autobus urbano, filobus",8:15-9:14,fino a 15 min,18.38
081021,F,lavoro,dentro,False,"autobus urbano, filobus",dopo le 9:14,16-30 min,5.36
081021,F,lavoro,dentro,False,"autobus urbano, filobus",dopo le 9:14,31-60 min,1.0
081021,F,lavoro,dentro,False,"autobus urbano, filobus",dopo le 9:14,fino a 15 min,9.58
081021,F,lavoro,dentro,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,8.12
081021,F,lavoro,dentro,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,4.36
081021,F,lavoro,dentro,False,"autobus urbano, filobus",prima delle 7:15,fino a 15 min,11.36
081021,F,lavoro,dentro,False,bicicletta,7:15-8:14,16-30 min,3.06
081021,F,lavoro,dentro,False,bicicletta,7:15-8:14,31-60 min,2.87
081021,F,lavoro,dentro,False,bicicletta,7:15-8:14,fino a 15 min,56.21
081021,F,lavoro,dentro,False,bicicletta,8:15-9:14,16-30 min,9.09
081021,F,lavoro,dentro,False,bicicletta,8:15-9:14,31-60 min,3.11
081021,F,lavoro,dentro,False,bicicletta,8:15-9:14,fino a 15 min,17.09
081021,F,lavoro,dentro,False,bicicletta,dopo le 9:14,fino a 15 min,12.29
081021,F,lavoro,dentro,False,bicicletta,prima delle 7:15,16-30 min,2.94
081021,F,lavoro,dentro,False,bicicletta,prima delle 7:15,fino a 15 min,10.28
081021,F,lavoro,dentro,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,1.0
081021,F,lavoro,dentro,False,"corriera, autobus extra-urbano",8:15-9:14,16-30 min,1.0
081021,F,lavoro,dentro,False,"corriera, autobus extra-urbano",8:15-9:14,fino a 15 min,1.0
081021,F,lavoro,dentro,False,"corriera, autobus extra-urbano",dopo le 9:14,fino a 15 min,1.0
081021,F,lavoro,dentro,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,1.0
081021,F,lavoro,dentro,False,"motocicletta, ciclomotore, scooter",7:15-8:14,16-30 min,1.0
081021,F,lavoro,dentro,False,"motocicletta, ciclomotore, scooter",7:15-8:14,fino a 15 min,19.32
081021,F,lavoro,dentro,False,"motocicletta, ciclomotore, scooter",8:15-9:14,16-30 min,6.87
081021,F,lavoro,dentro,False,"motocicletta, ciclomotore, scooter",8:15-9:14,fino a 15 min,38.17
081021,F,lavoro,dentro,False,"motocicletta, ciclomotore, scooter",dopo le 9:14,fino a 15 min,10.28
081021,F,lavoro,dentro,False,"motocicletta, ciclomotore, scooter",prima delle 7:15,fino a 15 min,11.49
081021,F,lavoro,dentro,False,treno,7:15-8:14,fino a 15 min,2.88
081021,F,lavoro,dentro,False,treno,prima delle 7:15,oltre 60 min,1.0
081021,F,lavoro,fuori,False,a piedi,8:15-9:14,16-30 min,2.35
081021,F,lavoro,fuori,False,a piedi,prima delle 7:15,oltre 60 min,1.0
081021,F,lavoro,fuori,False,altro mezzo,7:15-8:14,31-60 min,3.7
081021,F,lavoro,fuori,False,altro mezzo,7:15-8:14,oltre 60 min,6.63
081021,F,lavoro,fuori,False,altro mezzo,8:15-9:14,16-30 min,2.82
081021,F,lavoro,fuori,False,altro mezzo,prima delle 7:15,31-60 min,2.84
081021,F,lavoro,fuori,False,altro mezzo,prima delle 7:15,oltre 60 min,4.9399999999999995
081021,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,182.42000000000002
081021,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,77.44
081021,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,280.58
081021,F,lavoro,fuori,False,auto privata (conducente),7:15-8:14,oltre 60 min,3.73
081021,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,58.57
081021,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,31-60 min,21.93
081021,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,fino a 15 min,109.31
081021,F,lavoro,fuori,False,auto privata (conducente),8:15-9:14,oltre 60 min,2.9
081021,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,38.879999999999995
081021,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,31-60 min,4.07
081021,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,fino a 15 min,49.89
081021,F,lavoro,fuori,False,auto privata (conducente),dopo le 9:14,oltre 60 min,7.41
081021,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,67.59
081021,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,31-60 min,23.71
081021,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,fino a 15 min,93.22
081021,F,lavoro,fuori,False,auto privata (conducente),prima delle 7:15,oltre 60 min,5.390000000000001
081021,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,15.49
081021,F,lavoro,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,34.589999999999996
081021,F,lavoro,fuori,False,auto privata (passeggero),8:15-9:14,16-30 min,12.69
081021,F,lavoro,fuori,False,auto privata (passeggero),8:15-9:14,31-60 min,6.5600000000000005
081021,F,lavoro,fuori,False,auto privata (passeggero),8:15-9:14,fino a 15 min,8.87
081021,F,lavoro,fuori,False,auto privata (passeggero),dopo le 9:14,16-30 min,9.56
081021,F,lavoro,fuori,False,auto privata (passeggero),dopo le 9:14,fino a 15 min,24.91
081021,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,16-30 min,17.28
081021,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,31-60 min,5.51
081021,F,lavoro,fuori,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,13.69
081021,F,lavoro,fuori,False,"autobus urbano, filobus",7:15-8:14,16-30 min,13.94
081021,F,lavoro,fuori,False,"autobus urbano, filobus",7:15-8:14,31-60 min,2.77
081021,F,lavoro,fuori,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,1.0
081021,F,lavoro,fuori,False,"autobus urbano, filobus",8:15-9:14,16-30 min,1.0
081021,F,lavoro,fuori,False,"autobus urbano, filobus",dopo le 9:14,16-30 min,3.03
081021,F,lavoro,fuori,False,"autobus urbano, filobus",dopo le 9:14,fino a 15 min,2.0
081021,F,lavoro,fuori,False,"autobus urbano, filobus",dopo le 9:14,oltre 60 min,1.0
081021,F,lavoro,fuori,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,3.21
081021,F,lavoro,fuori,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,1.0
081021,F,lavoro,fuori,False,bicicletta,8:15-9:14,16-30 min,2.72
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,10.3
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,2.42
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,4.01
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",8:15-9:14,31-60 min,1.0
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",dopo le 9:14,16-30 min,3.13
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,2.87
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,11.97
081021,F,lavoro,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,7.62
081021,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,16-30 min,2.9
081021,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",8:15-9:14,16-30 min,3.84
081021,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",dopo le 9:14,fino a 15 min,6.16
081021,F,lavoro,fuori,False,"motocicletta, ciclomotore, scooter",prima delle 7:15,31-60 min,1.0
081021,F,lavoro,fuori,False,treno,7:15-8:14,16-30 min,3.57
081021,F,lavoro,fuori,False,treno,7:15-8:14,31-60 min,5.76
081021,F,lavoro,fuori,False,treno,prima delle 7:15,31-60 min,6.81
081021,F,lavoro,fuori,False,treno,prima delle 7:15,oltre 60 min,6.58
081021,F,lavoro,fuori,True,auto privata (conducente),7:15-8:14,31-60 min,2.9
081021,F,lavoro,fuori,True,auto privata (conducente),7:15-8:14,oltre 60 min,3.14
081021,F,lavoro,fuori,True,auto privata (conducente),prima delle 7:15,31-60 min,2.04
081021,F,lavoro,fuori,True,auto privata (conducente),prima delle 7:15,oltre 60 min,3.65
081021,F,lavoro,fuori,True,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,3.0
081021,F,lavoro,fuori,True,"corriera, autobus extra-urbano",8:15-9:14,oltre 60 min,2.88
081021,F,lavoro,fuori,True,"corriera, autobus extra-urbano",dopo le 9:14,oltre 60 min,8.23
081021,F,lavoro,fuori,True,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,23.8
081021,F,studio,dentro,False,a piedi,7:15-8:14,16-30 min,104.89
081021,F,studio,dentro,False,a piedi,7:15-8:14,31-60 min,6.12
081021,F,studio,dentro,False,a piedi,7:15-8:14,fino a 15 min,667.12
081021,F,studio,dentro,False,a piedi,7:15-8:14,oltre 60 min,9.06
081021,F,studio,dentro,False,a piedi,8:15-9:14,16-30 min,15.4
081021,F,studio,dentro,False,a piedi,8:15-9:14,31-60 min,2.75
081021,F,studio,dentro,False,a piedi,8:15-9:14,fino a 15 min,268.46
081021,F,studio,dentro,False,a piedi,dopo le 9:14,16-30 min,5.06
081021,F,studio,dentro,False,a piedi,dopo le 9:14,fino a 15 min,13.09
081021,F,studio,dentro,False,a piedi,dopo le 9:14,oltre 60 min,1.83
081021,F,studio,dentro,False,a piedi,prima delle 7:15,16-30 min,17.3
081021,F,studio,dentro,False,a piedi,prima delle 7:15,31-60 min,2.04
081021,F,studio,dentro,False,a piedi,prima delle 7:15,fino a 15 min,36.44
081021,F,studio,dentro,False,altro mezzo,7:15-8:14,fino a 15 min,2.35
081021,F,studio,dentro,False,altro mezzo,8:15-9:14,fino a 15 min,8.72
081021,F,studio,dentro,False,auto privata (conducente),7:15-8:14,16-30 min,32.64
081021,F,studio,dentro,False,auto privata (conducente),7:15-8:14,fino a 15 min,41.47
081021,F,studio,dentro,False,auto privata (conducente),8:15-9:14,16-30 min,8.95
081021,F,studio,dentro,False,auto privata (conducente),8:15-9:14,fino a 15 min,27.2
081021,F,studio,dentro,False,auto privata (conducente),8:15-9:14,oltre 60 min,2.33
081021,F,studio,dentro,False,auto privata (conducente),dopo le 9:14,16-30 min,1.0
081021,F,studio,dentro,False,auto privata (conducente),dopo le 9:14,fino a 15 min,17.05
081021,F,studio,dentro,False,auto privata (conducente),prima delle 7:15,31-60 min,2.79
081021,F,studio,dentro,False,auto privata (conducente),prima delle 7:15,fino a 15 min,4.68
081021,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,16-30 min,389.29
081021,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,31-60 min,36.79
081021,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,fino a 15 min,1695.37
081021,F,studio,dentro,False,auto privata (passeggero),7:15-8:14,oltre 60 min,42.6
081021,F,studio,dentro,False,auto privata (passeggero),8:15-9:14,16-30 min,24.58
081021,F,studio,dentro,False,auto privata (passeggero),8:15-9:14,fino a 15 min,388.04
081021,F,studio,dentro,False,auto privata (passeggero),8:15-9:14,oltre 60 min,4.9
081021,F,studio,dentro,False,auto privata (passeggero),dopo le 9:14,16-30 min,6.77
081021,F,studio,dentro,False,auto privata (passeggero),dopo le 9:14,fino a 15 min,7.59
081021,F,studio,dentro,False,auto privata (passeggero),prima delle 7:15,16-30 min,43.36
081021,F,studio,dentro,False,auto privata (passeggero),prima delle 7:15,31-60 min,4.55
081021,F,studio,dentro,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,56.6
081021,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,40.16
081021,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,31-60 min,11.0
081021,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,76.83
081021,F,studio,dentro,False,autobus aziendale o scolastico,7:15-8:14,oltre 60 min,2.0
081021,F,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,16-30 min,3.0
081021,F,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,31-60 min,2.31
081021,F,studio,dentro,False,autobus aziendale o scolastico,8:15-9:14,fino a 15 min,22.24
081021,F,studio,dentro,False,autobus aziendale o scolastico,dopo le 9:14,fino a 15 min,2.0
081021,F,studio,dentro,False,autobus aziendale o scolastico,prima delle 7:15,31-60 min,10.07
081021,F,studio,dentro,False,autobus aziendale o scolastico,prima delle 7:15,fino a 15 min,3.83
081021,F,studio,dentro,False,autobus aziendale o scolastico,prima delle 7:15,oltre 60 min,6.47
081021,F,studio,dentro,False,"autobus urbano, filobus",7:15-8:14,16-30 min,165.7
081021,F,studio,dentro,False,"autobus urbano, filobus",7:15-8:14,31-60 min,45.88
081021,F,studio,dentro,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,128.48
081021,F,studio,dentro,False,"autobus urbano, filobus",7:15-8:14,oltre 60 min,6.46
081021,F,studio,dentro,False,"autobus urbano, filobus",8:15-9:14,16-30 min,18.41
081021,F,studio,dentro,False,"autobus urbano, filobus",8:15-9:14,fino a 15 min,27.75
081021,F,studio,dentro,False,"autobus urbano, filobus",dopo le 9:14,31-60 min,1.0
081021,F,studio,dentro,False,"autobus urbano, filobus",dopo le 9:14,fino a 15 min,1.0
081021,F,studio,dentro,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,35.09
081021,F,studio,dentro,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,62.41
081021,F,studio,dentro,False,"autobus urbano, filobus",prima delle 7:15,fino a 15 min,13.67
081021,F,studio,dentro,False,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,7.0
081021,F,studio,dentro,False,bicicletta,7:15-8:14,16-30 min,6.13
081021,F,studio,dentro,False,bicicletta,7:15-8:14,fino a 15 min,9.99
081021,F,studio,dentro,False,bicicletta,8:15-9:14,16-30 min,2.05
081021,F,studio,dentro,False,bicicletta,8:15-9:14,fino a 15 min,2.4
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,6.0
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,1.0
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",7:15-8:14,fino a 15 min,7.73
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,2.93
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",8:15-9:14,16-30 min,1.0
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",8:15-9:14,31-60 min,3.04
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",8:15-9:14,oltre 60 min,2.45
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,6.47
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",prima delle 7:15,31-60 min,11.0
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",prima delle 7:15,fino a 15 min,2.0
081021,F,studio,dentro,False,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,3.0
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",7:15-8:14,16-30 min,26.85
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",7:15-8:14,31-60 min,1.0
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",7:15-8:14,fino a 15 min,177.27
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",7:15-8:14,oltre 60 min,3.4
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",8:15-9:14,16-30 min,5.56
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",8:15-9:14,fino a 15 min,15.56
081021,F,studio,dentro,False,"motocicletta, ciclomotore, scooter",prima delle 7:15,fino a 15 min,4.05
081021,F,studio,fuori,False,a piedi,7:15-8:14,16-30 min,1.88
081021,F,studio,fuori,False,altro mezzo,7:15-8:14,16-30 min,8.0
081021,F,studio,fuori,False,altro mezzo,7:15-8:14,fino a 15 min,2.67
081021,F,studio,fuori,False,auto privata (conducente),7:15-8:14,16-30 min,7.460000000000001
081021,F,studio,fuori,False,auto privata (conducente),7:15-8:14,31-60 min,2.7
081021,F,studio,fuori,False,auto privata (conducente),7:15-8:14,fino a 15 min,8.11
081021,F,studio,fuori,False,auto privata (conducente),8:15-9:14,16-30 min,14.79
081021,F,studio,fuori,False,auto privata (conducente),8:15-9:14,fino a 15 min,5.55
081021,F,studio,fuori,False,auto privata (conducente),dopo le 9:14,16-30 min,1.0
081021,F,studio,fuori,False,auto privata (conducente),dopo le 9:14,fino a 15 min,3.42
081021,F,studio,fuori,False,auto privata (conducente),prima delle 7:15,16-30 min,2.0
081021,F,studio,fuori,False,auto privata (passeggero),7:15-8:14,16-30 min,75.27
081021,F,studio,fuori,False,auto privata (passeggero),7:15-8:14,31-60 min,5.72
081021,F,studio,fuori,False,auto privata (passeggero),7:15-8:14,fino a 15 min,275.36
081021,F,studio,fuori,False,auto privata (passeggero),8:15-9:14,16-30 min,13.93
081021,F,studio,fuori,False,auto privata (passeggero),8:15-9:14,fino a 15 min,80.12
081021,F,studio,fuori,False,auto privata (passeggero),8:15-9:14,oltre 60 min,4.4
081021,F,studio,fuori,False,auto privata (passeggero),dopo le 9:14,16-30 min,1.0
081021,F,studio,fuori,False,auto privata (passeggero),dopo le 9:14,fino a 15 min,8.55
081021,F,studio,fuori,False,auto privata (passeggero),prima delle 7:15,16-30 min,7.88
081021,F,studio,fuori,False,auto privata (passeggero),prima delle 7:15,fino a 15 min,4.109999999999999
081021,F,studio,fuori,False,auto privata (passeggero),prima delle 7:15,oltre 60 min,7.99
081021,F,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,16-30 min,4.109999999999999
081021,F,studio,fuori,False,autobus aziendale o scolastico,7:15-8:14,fino a 15 min,5.56
081021,F,studio,fuori,False,autobus aziendale o scolastico,8:15-9:14,fino a 15 min,6.63
081021,F,studio,fuori,False,autobus aziendale o scolastico,prima delle 7:15,16-30 min,1.0
081021,F,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,16-30 min,6.53
081021,F,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,31-60 min,10.12
081021,F,studio,fuori,False,"autobus urbano, filobus",7:15-8:14,fino a 15 min,11.86
081021,F,studio,fuori,False,"autobus urbano, filobus",8:15-9:14,fino a 15 min,5.67
081021,F,studio,fuori,False,"autobus urbano, filobus",dopo le 9:14,fino a 15 min,2.5
081021,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,16-30 min,2.0
081021,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,31-60 min,3.0
081021,F,studio,fuori,False,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,2.0
081021,F,studio,fuori,False,bicicletta,8:15-9:14,fino a 15 min,3.62
081021,F,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,16-30 min,1.0
081021,F,studio,fuori,False,"corriera, autobus extra-urbano",7:15-8:14,31-60 min,3.94
081021,F,studio,fuori,False,"corriera, autobus extra-urbano",prima delle 7:15,fino a 15 min,1.0
081021,F,studio,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,16-30 min,5.51
081021,F,studio,fuori,False,"motocicletta, ciclomotore, scooter",7:15-8:14,fino a 15 min,14.39
081021,F,studio,fuori,False,"motocicletta, ciclomotore, scooter",8:15-9:14,fino a 15 min,6.53
081021,F,studio,fuori,False,"motocicletta, ciclomotore, scooter",dopo le 9:14,fino a 15 min,1.0
081021,F,studio,fuori,False,treno,prima delle 7:15,31-60 min,2.59
081021,F,studio,fuori,True,auto privata (passeggero),prima delle 7:15,oltre 60 min,2.9
081021,F,studio,fuori,True,autobus aziendale o scolastico,7:15-8:14,oltre 60 min,3.93
081021,F,studio,fuori,True,autobus aziendale o scolastico,prima delle 7:15,oltre 60 min,1.0
081021,F,studio,fuori,True,"autobus urbano, filobus",8:15-9:14,16-30 min,1.0
081021,F,studio,fuori,True,"autobus urbano, filobus",dopo le 9:14,oltre 60 min,3.18
081021,F,studio,fuori,True,"autobus urbano, filobus",prima delle 7:15,oltre 60 min,1.0
081021,F,studio,fuori,True,"corriera, autobus extra-urbano",7:15-8:14,oltre 60 min,3.31
081021,F,studio,fuori,True,"corriera, autobus extra-urbano",prima delle 7:15,16-30 min,2.96
081021,F,studio,fuori,True,"corriera, autobus extra-urbano",prima delle 7:15,oltre 60 min,50.36
081021,M,lavoro,dentro,False,a piedi,7:15-8:14,16-30 min,18.03
081021,M,lavoro,dentro,False,a piedi,7:15-8:14,fino a 15 min,364.78
081021,M,lavoro,dentro,False,a piedi,7:15-8:14,oltre 60 min,6.14
