territorio,anno,genere,eta,cittadinanza,titolo_studio,condizione,valore
082040,2023,M,Y_GE15,TOTAL,ALL,22,263.35973949601805
082040,2024,M,Y_GE15,TOTAL,ALL,22,261.46677928876034
082040,2018,M,Y_GE15,TOTAL,ALL,23,236.0
082040,2019,M,Y_GE15,TOTAL,ALL,23,210.0
082040,2021,M,Y_GE15,TOTAL,ALL,23,220.629577894971
082040,2022,M,Y_GE15,TOTAL,ALL,23,215.354280520205
082040,2023,M,Y_GE15,TOTAL,ALL,23,195.64026050398195
082040,2024,M,Y_GE15,TOTAL,ALL,23,184.5332207112397
082040,2018,M,Y_GE15,TOTAL,ALL,24,111.0
082040,2019,M,Y_GE15,TOTAL,ALL,24,125.0
082040,2021,M,Y_GE15,TOTAL,ALL,24,122.291507063447
082040,2022,M,Y_GE15,TOTAL,ALL,24,124.430730807702
082040,2023,M,Y_GE15,TOTAL,ALL,24,118.11160194021411
082040,2024,M,Y_GE15,TOTAL,ALL,24,108.61061276868094
082040,2018,M,Y_GE15,TOTAL,ALL,4,5.0
082040,2019,M,Y_GE15,TOTAL,ALL,4,3.0
082040,2021,M,Y_GE15,TOTAL,ALL,4,5.25419827723819
082040,2022,M,Y_GE15,TOTAL,ALL,4,5.8152847660394
082040,2023,M,Y_GE15,TOTAL,ALL,4,5.624407669915
082040,2024,M,Y_GE15,TOTAL,ALL,4,4.761413497790037
082040,2018,M,Y_GE15,TOTAL,ALL,5,57.0
082040,2019,M,Y_GE15,TOTAL,ALL,5,51.0
082040,2021,M,Y_GE15,TOTAL,ALL,5,41.6298855056416
082040,2022,M,Y_GE15,TOTAL,ALL,5,39.5085496171585
082040,2023,M,Y_GE15,TOTAL,ALL,5,35.48228064796687
082040,2024,M,Y_GE15,TOTAL,ALL,5,29.95011932945361
082040,2018,M,Y_GE15,TOTAL,ALL,7,63.0
082040,2019,M,Y_GE15,TOTAL,ALL,7,33.0
082040,2021,M,Y_GE15,TOTAL,ALL,7,51.4539870486447
082040,2022,M,Y_GE15,TOTAL,ALL,7,45.5997153293055
082040,2023,M,Y_GE15,TOTAL,ALL,7,36.42197024588594
082040,2024,M,Y_GE15,TOTAL,ALL,7,41.21107511531509
082040,2018,M,Y_GE15,TOTAL,ALL,99,531.0
082040,2019,M,Y_GE15,TOTAL,ALL,99,490.0
082040,2021,M,Y_GE15,TOTAL,ALL,99,465.0
082040,2022,M,Y_GE15,TOTAL,ALL,99,459.0
082040,2023,M,Y_GE15,TOTAL,ALL,99,459.0
082040,2024,M,Y_GE15,TOTAL,ALL,99,446.0
082040,2018,T,Y_GE15,TOTAL,ALL,1,324.0
082040,2019,T,Y_GE15,TOTAL,ALL,1,338.0
082040,2021,T,Y_GE15,TOTAL,ALL,1,325.0
082040,2022,T,Y_GE15,TOTAL,ALL,1,317.0
082040,2023,T,Y_GE15,TOTAL,ALL,1,356.0
082040,2024,T,Y_GE15,TOTAL,ALL,1,352.0
082040,2018,T,Y_GE15,TOTAL,ALL,12,137.0
082040,2019,T,Y_GE15,TOTAL,ALL,12,119.0
082040,2021,T,Y_GE15,TOTAL,ALL,12,73.2995675628659
082040,2022,T,Y_GE15,TOTAL,ALL,12,80.4017852835062
082040,2023,T,Y_GE15,TOTAL,ALL,12,75.83003015438983
082040,2024,T,Y_GE15,TOTAL,ALL,12,66.11293981407286
082040,2018,T,Y_GE15,TOTAL,ALL,22,461.0
082040,2019,T,Y_GE15,TOTAL,ALL,22,456.0
082040,2021,T,Y_GE15,TOTAL,ALL,22,398.299567562866
082040,2022,T,Y_GE15,TOTAL,ALL,22,397.401785283506
082040,2023,T,Y_GE15,TOTAL,ALL,22,431.8300301543898
082040,2024,T,Y_GE15,TOTAL,ALL,22,418.1129398140729
082040,2018,T,Y_GE15,TOTAL,ALL,23,565.0
082040,2019,T,Y_GE15,TOTAL,ALL,23,522.0
082040,2021,T,Y_GE15,TOTAL,ALL,23,531.700432437134
082040,2022,T,Y_GE15,TOTAL,ALL,23,517.598214716494
082040,2023,T,Y_GE15,TOTAL,ALL,23,482.1699698456101
082040,2024,T,Y_GE15,TOTAL,ALL,23,475.8870601859271
082040,2018,T,Y_GE15,TOTAL,ALL,24,217.0
082040,2019,T,Y_GE15,TOTAL,ALL,24,235.0
082040,2021,T,Y_GE15,TOTAL,ALL,24,225.129925628956
082040,2022,T,Y_GE15,TOTAL,ALL,24,220.231190077249
082040,2023,T,Y_GE15,TOTAL,ALL,24,217.05356922878985
082040,2024,T,Y_GE15,TOTAL,ALL,24,202.0008923131272
082040,2018,T,Y_GE15,TOTAL,ALL,4,131.0
082040,2019,T,Y_GE15,TOTAL,ALL,4,117.0
082040,2021,T,Y_GE15,TOTAL,ALL,4,122.905492156425
082040,2022,T,Y_GE15,TOTAL,ALL,4,126.938389985985
082040,2023,T,Y_GE15,TOTAL,ALL,4,116.61897064971848
082040,2024,T,Y_GE15,TOTAL,ALL,4,119.90310155831752
082040,2018,T,Y_GE15,TOTAL,ALL,5,114.0
082040,2019,T,Y_GE15,TOTAL,ALL,5,111.0
082040,2021,T,Y_GE15,TOTAL,ALL,5,94.3517969523502
082040,2022,T,Y_GE15,TOTAL,ALL,5,87.2962700162873
082040,2023,T,Y_GE15,TOTAL,ALL,5,78.13625313229312
082040,2024,T,Y_GE15,TOTAL,ALL,5,76.0213505308225
082040,2018,T,Y_GE15,TOTAL,ALL,7,103.0
082040,2019,T,Y_GE15,TOTAL,ALL,7,61.0
082040,2021,T,Y_GE15,TOTAL,ALL,7,89.3132176994029
082040,2022,T,Y_GE15,TOTAL,ALL,7,83.1323646369729
082040,2023,T,Y_GE15,TOTAL,ALL,7,70.36117683480866
082040,2024,T,Y_GE15,TOTAL,ALL,7,77.9617157836599
082040,2018,T,Y_GE15,TOTAL,ALL,99,1026.0
082040,2019,T,Y_GE15,TOTAL,ALL,99,978.0
082040,2021,T,Y_GE15,TOTAL,ALL,99,930.0
082040,2022,T,Y_GE15,TOTAL,ALL,99,915.0
082040,2023,T,Y_GE15,TOTAL,ALL,99,914.0
082040,2024,T,Y_GE15,TOTAL,ALL,99,894.0
082041,2018,F,Y_GE15,TOTAL,ALL,1,72.0
082041,2019,F,Y_GE15,TOTAL,ALL,1,65.0
082041,2021,F,Y_GE15,TOTAL,ALL,1,79.0
082041,2022,F,Y_GE15,TOTAL,ALL,1,77.0
082041,2023,F,Y_GE15,TOTAL,ALL,1,75.0
082041,2024,F,Y_GE15,TOTAL,ALL,1,75.0
082041,2018,F,Y_GE15,TOTAL,ALL,12,39.0
082041,2019,F,Y_GE15,TOTAL,ALL,12,45.0
082041,2021,F,Y_GE15,TOTAL,ALL,12,21.9557325193844
082041,2022,F,Y_GE15,TOTAL,ALL,12,24.03277331901
082041,2023,F,Y_GE15,TOTAL,ALL,12,34.9411767781397
082041,2024,F,Y_GE15,TOTAL,ALL,12,19.827061919677654
082041,2018,F,Y_GE15,TOTAL,ALL,22,111.0
082041,2019,F,Y_GE15,TOTAL,ALL,22,110.0
082041,2021,F,Y_GE15,TOTAL,ALL,22,100.955732519384
082041,2022,F,Y_GE15,TOTAL,ALL,22,101.03277331901
082041,2023,F,Y_GE15,TOTAL,ALL,22,109.94117677813968
082041,2024,F,Y_GE15,TOTAL,ALL,22,94.82706191967765
082041,2018,F,Y_GE15,TOTAL,ALL,23,313.0
082041,2019,F,Y_GE15,TOTAL,ALL,23,315.0
082041,2021,F,Y_GE15,TOTAL,ALL,23,294.044267480616
082041,2022,F,Y_GE15,TOTAL,ALL,23,291.96722668099
082041,2023,F,Y_GE15,TOTAL,ALL,23,278.05882322186034
082041,2024,F,Y_GE15,TOTAL,ALL,23,284.17293808032235
082041,2018,F,Y_GE15,TOTAL,ALL,24,137.0
082041,2019,F,Y_GE15,TOTAL,ALL,24,141.0
082041,2021,F,Y_GE15,TOTAL,ALL,24,115.574305158931
082041,2022,F,Y_GE15,TOTAL,ALL,24,111.976261029339
082041,2023,F,Y_GE15,TOTAL,ALL,24,127.50821589657204
082041,2024,F,Y_GE15,TOTAL,ALL,24,123.62513833393024
082041,2018,F,Y_GE15,TOTAL,ALL,4,117.0
082041,2019,F,Y_GE15,TOTAL,ALL,4,113.0
082041,2021,F,Y_GE15,TOTAL,ALL,4,123.08098084892
082041,2022,F,Y_GE15,TOTAL,ALL,4,120.476842086498
082041,2023,F,Y_GE15,TOTAL,ALL,4,94.54655503783589
082041,2024,F,Y_GE15,TOTAL,ALL,4,105.80851343438148
082041,2018,F,Y_GE15,TOTAL,ALL,5,17.0
082041,2019,F,Y_GE15,TOTAL,ALL,5,24.0
082041,2021,F,Y_GE15,TOTAL,ALL,5,21.6942648557101
082041,2022,F,Y_GE15,TOTAL,ALL,5,23.8181436080406
082041,2023,F,Y_GE15,TOTAL,ALL,5,25.71706275361757
082041,2024,F,Y_GE15,TOTAL,ALL,5,24.32179912673927
082041,2018,F,Y_GE15,TOTAL,ALL,7,42.0
082041,2019,F,Y_GE15,TOTAL,ALL,7,37.0
082041,2021,F,Y_GE15,TOTAL,ALL,7,33.6947166170545
082041,2022,F,Y_GE15,TOTAL,ALL,7,35.6959799571126
082041,2023,F,Y_GE15,TOTAL,ALL,7,30.286989533834856
082041,2024,F,Y_GE15,TOTAL,ALL,7,30.417487185271344
082041,2018,F,Y_GE15,TOTAL,ALL,99,424.0
082041,2019,F,Y_GE15,TOTAL,ALL,99,425.0
082041,2021,F,Y_GE15,TOTAL,ALL,99,395.0
082041,2022,F,Y_GE15,TOTAL,ALL,99,393.0
082041,2023,F,Y_GE15,TOTAL,ALL,99,388.00000000000006
082041,2024,F,Y_GE15,TOTAL,ALL,99,379.0
082041,2018,M,Y_GE15,TOTAL,ALL,1,158.0
082041,2019,M,Y_GE15,TOTAL,ALL,1,154.0
082041,2021,M,Y_GE15,TOTAL,ALL,1,157.0
082041,2022,M,Y_GE15,TOTAL,ALL,1,151.0
082041,2023,M,Y_GE15,TOTAL,ALL,1,162.0
082041,2024,M,Y_GE15,TOTAL,ALL,1,175.0
082041,2018,M,Y_GE15,TOTAL,ALL,12,42.0
082041,2019,M,Y_GE15,TOTAL,ALL,12,45.0
082041,2021,M,Y_GE15,TOTAL,ALL,12,31.7522757654292
082041,2022,M,Y_GE15,TOTAL,ALL,12,35.360291002457
082041,2023,M,Y_GE15,TOTAL,ALL,12,37.524541568941
082041,2024,M,Y_GE15,TOTAL,ALL,12,21.8750667267378
082041,2018,M,Y_GE15,TOTAL,ALL,22,200.0
082041,2019,M,Y_GE15,TOTAL,ALL,22,199.0
082041,2021,M,Y_GE15,TOTAL,ALL,22,188.752275765429
082041,2022,M,Y_GE15,TOTAL,ALL,22,186.360291002457
082041,2023,M,Y_GE15,TOTAL,ALL,22,199.524541568941
082041,2024,M,Y_GE15,TOTAL,ALL,22,196.8750667267378
082041,2018,M,Y_GE15,TOTAL,ALL,23,190.0
082041,2019,M,Y_GE15,TOTAL,ALL,23,186.0
082041,2021,M,Y_GE15,TOTAL,ALL,23,203.247724234571
082041,2022,M,Y_GE15,TOTAL,ALL,23,197.639708997543
082041,2023,M,Y_GE15,TOTAL,ALL,23,183.475458431059
082041,2024,M,Y_GE15,TOTAL,ALL,23,188.12493327326223
082041,2018,M,Y_GE15,TOTAL,ALL,24,126.0
082041,2019,M,Y_GE15,TOTAL,ALL,24,125.0
082041,2021,M,Y_GE15,TOTAL,ALL,24,127.59410798102
082041,2022,M,Y_GE15,TOTAL,ALL,24,120.142848232314
082041,2023,M,Y_GE15,TOTAL,ALL,24,119.85981947681611
082041,2024,M,Y_GE15,TOTAL,ALL,24,122.69839144435495
082041,2018,M,Y_GE15,TOTAL,ALL,4,3.0
082041,2019,M,Y_GE15,TOTAL,ALL,4,3.0
082041,2021,M,Y_GE15,TOTAL,ALL,4,7.36805686760324
082041,2022,M,Y_GE15,TOTAL,ALL,4,7.19382155421189
082041,2023,M,Y_GE15,TOTAL,ALL,4,5.588051845843655
082041,2024,M,Y_GE15,TOTAL,ALL,4,6.234392870132411
082041,2018,M,Y_GE15,TOTAL,ALL,5,16.0
082041,2019,M,Y_GE15,TOTAL,ALL,5,19.0
082041,2021,M,Y_GE15,TOTAL,ALL,5,23.9428682017294
082041,2022,M,Y_GE15,TOTAL,ALL,5,24.9714631662467
082041,2023,M,Y_GE15,TOTAL,ALL,5,26.378424201650297
082041,2024,M,Y_GE15,TOTAL,ALL,5,25.62300196638143
082041,2018,M,Y_GE15,TOTAL,ALL,7,45.0
082041,2019,M,Y_GE15,TOTAL,ALL,7,39.0
082041,2021,M,Y_GE15,TOTAL,ALL,7,44.3426911842186
082041,2022,M,Y_GE15,TOTAL,ALL,7,45.3315760447703
082041,2023,M,Y_GE15,TOTAL,ALL,7,31.649162906748945
082041,2024,M,Y_GE15,TOTAL,ALL,7,33.56914699239341
082041,2018,M,Y_GE15,TOTAL,ALL,99,389.0
082041,2019,M,Y_GE15,TOTAL,ALL,99,385.0
082041,2021,M,Y_GE15,TOTAL,ALL,99,392.0
082041,2022,M,Y_GE15,TOTAL,ALL,99,384.0
082041,2023,M,Y_GE15,TOTAL,ALL,99,383.0
082041,2024,M,Y_GE15,TOTAL,ALL,99,385.0
082041,2018,T,Y_GE15,TOTAL,ALL,1,230.0
082041,2019,T,Y_GE15,TOTAL,ALL,1,219.0
082041,2021,T,Y_GE15,TOTAL,ALL,1,236.0
082041,2022,T,Y_GE15,TOTAL,ALL,1,228.0
082041,2023,T,Y_GE15,TOTAL,ALL,1,237.0
082041,2024,T,Y_GE15,TOTAL,ALL,1,250.0
082041,2018,T,Y_GE15,TOTAL,ALL,12,81.0
082041,2019,T,Y_GE15,TOTAL,ALL,12,90.0
082041,2021,T,Y_GE15,TOTAL,ALL,12,53.7080082848136
082041,2022,T,Y_GE15,TOTAL,ALL,12,59.393064321467
082041,2023,T,Y_GE15,TOTAL,ALL,12,72.4657183470807
082041,2024,T,Y_GE15,TOTAL,ALL,12,41.702128646415446
082041,2018,T,Y_GE15,TOTAL,ALL,22,311.0
082041,2019,T,Y_GE15,TOTAL,ALL,22,309.0
082041,2021,T,Y_GE15,TOTAL,ALL,22,289.708008284814
082041,2022,T,Y_GE15,TOTAL,ALL,22,287.393064321467
082041,2023,T,Y_GE15,TOTAL,ALL,22,309.46571834708067
082041,2024,T,Y_GE15,TOTAL,ALL,22,291.7021286464155
082041,2018,T,Y_GE15,TOTAL,ALL,23,503.0
082041,2019,T,Y_GE15,TOTAL,ALL,23,501.0
082041,2021,T,Y_GE15,TOTAL,ALL,23,497.291991715186
082041,2022,T,Y_GE15,TOTAL,ALL,23,489.606935678533
082041,2023,T,Y_GE15,TOTAL,ALL,23,461.5342816529193
082041,2024,T,Y_GE15,TOTAL,ALL,23,472.2978713535846
082041,2018,T,Y_GE15,TOTAL,ALL,24,263.0
082041,2019,T,Y_GE15,TOTAL,ALL,24,266.0
082041,2021,T,Y_GE15,TOTAL,ALL,24,243.168413139951
082041,2022,T,Y_GE15,TOTAL,ALL,24,232.119109261653
082041,2023,T,Y_GE15,TOTAL,ALL,24,247.36803537338807
082041,2024,T,Y_GE15,TOTAL,ALL,24,246.3235297782852
082041,2018,T,Y_GE15,TOTAL,ALL,4,120.0
082041,2019,T,Y_GE15,TOTAL,ALL,4,116.0
082041,2021,T,Y_GE15,TOTAL,ALL,4,130.449037716523
082041,2022,T,Y_GE15,TOTAL,ALL,4,127.67066364071
082041,2023,T,Y_GE15,TOTAL,ALL,4,100.13460688367957
082041,2024,T,Y_GE15,TOTAL,ALL,4,112.04290630451388
082041,2018,T,Y_GE15,TOTAL,ALL,5,33.0
082041,2019,T,Y_GE15,TOTAL,ALL,5,43.0
082041,2021,T,Y_GE15,TOTAL,ALL,5,45.6371330574395
082041,2022,T,Y_GE15,TOTAL,ALL,5,48.7896067742873
082041,2023,T,Y_GE15,TOTAL,ALL,5,52.095486955267866
082041,2024,T,Y_GE15,TOTAL,ALL,5,49.944801093120695
082041,2018,T,Y_GE15,TOTAL,ALL,7,87.0
082041,2019,T,Y_GE15,TOTAL,ALL,7,76.0
082041,2021,T,Y_GE15,TOTAL,ALL,7,78.0374078012731
082041,2022,T,Y_GE15,TOTAL,ALL,7,81.0275560018829
082041,2023,T,Y_GE15,TOTAL,ALL,7,61.9361524405838
082041,2024,T,Y_GE15,TOTAL,ALL,7,63.986634177664754
082041,2018,T,Y_GE15,TOTAL,ALL,99,813.0
082041,2019,T,Y_GE15,TOTAL,ALL,99,810.0
082041,2021,T,Y_GE15,TOTAL,ALL,99,787.0
082041,2022,T,Y_GE15,TOTAL,ALL,99,777.0
082041,2023,T,Y_GE15,TOTAL,ALL,99,771.0
082041,2024,T,Y_GE15,TOTAL,ALL,99,764.0
082042,2018,F,Y_GE15,TOTAL,ALL,1,172.0
082042,2019,F,Y_GE15,TOTAL,ALL,1,171.0
082042,2021,F,Y_GE15,TOTAL,ALL,1,162.0
082042,2022,F,Y_GE15,TOTAL,ALL,1,151.0
082042,2023,F,Y_GE15,TOTAL,ALL,1,160.0
082042,2024,F,Y_GE15,TOTAL,ALL,1,150.0
082042,2018,F,Y_GE15,TOTAL,ALL,12,47.0
082042,2019,F,Y_GE15,TOTAL,ALL,12,50.0
082042,2021,F,Y_GE15,TOTAL,ALL,12,35.0129718216104
082042,2022,F,Y_GE15,TOTAL,ALL,12,38.1528888778867
082042,2023,F,Y_GE15,TOTAL,ALL,12,46.56145397473952
082042,2024,F,Y_GE15,TOTAL,ALL,12,35.13595037433377
082042,2018,F,Y_GE15,TOTAL,ALL,22,219.0
082042,2019,F,Y_GE15,TOTAL,ALL,22,220.0
082042,2021,F,Y_GE15,TOTAL,ALL,22,197.01297182161
082042,2022,F,Y_GE15,TOTAL,ALL,22,189.152888877887
082042,2023,F,Y_GE15,TOTAL,ALL,22,206.56145397473952
082042,2024,F,Y_GE15,TOTAL,ALL,22,185.13595037433376
082042,2018,F,Y_GE15,TOTAL,ALL,23,480.0
082042,2019,F,Y_GE15,TOTAL,ALL,23,470.0
082042,2021,F,Y_GE15,TOTAL,ALL,23,455.98702817839
082042,2022,F,Y_GE15,TOTAL,ALL,23,452.847111122113
082042,2023,F,Y_GE15,TOTAL,ALL,23,419.4385460252605
082042,2024,F,Y_GE15,TOTAL,ALL,23,429.8640496256663
082042,2018,F,Y_GE15,TOTAL,ALL,24,207.0
082042,2019,F,Y_GE15,TOTAL,ALL,24,219.0
082042,2021,F,Y_GE15,TOTAL,ALL,24,212.159519923489
082042,2022,F,Y_GE15,TOTAL,ALL,24,191.924409369622
082042,2023,F,Y_GE15,TOTAL,ALL,24,198.630952531923
082042,2024,F,Y_GE15,TOTAL,ALL,24,178.86888989713796
082042,2018,F,Y_GE15,TOTAL,ALL,4,165.0
082042,2019,F,Y_GE15,TOTAL,ALL,4,155.0
082042,2021,F,Y_GE15,TOTAL,ALL,4,155.811563921995
082042,2022,F,Y_GE15,TOTAL,ALL,4,156.362006561291
082042,2023,F,Y_GE15,TOTAL,ALL,4,131.85406339246617
082042,2024,F,Y_GE15,TOTAL,ALL,4,153.27769329675803
082042,2018,F,Y_GE15,TOTAL,ALL,5,44.0
082042,2019,F,Y_GE15,TOTAL,ALL,5,47.0
082042,2021,F,Y_GE15,TOTAL,ALL,5,47.4321117435182
082042,2022,F,Y_GE15,TOTAL,ALL,5,47.7805905112286
082042,2023,F,Y_GE15,TOTAL,ALL,5,41.117931839658965
082042,2024,F,Y_GE15,TOTAL,ALL,5,38.22427722814683
082042,2018,F,Y_GE15,TOTAL,ALL,7,65.0
082042,2019,F,Y_GE15,TOTAL,ALL,7,49.0
082042,2021,F,Y_GE15,TOTAL,ALL,7,40.5838325893873
082042,2022,F,Y_GE15,TOTAL,ALL,7,56.7801046799716
082042,2023,F,Y_GE15,TOTAL,ALL,7,47.8355982612124
082042,2024,F,Y_GE15,TOTAL,ALL,7,59.49318920362344
082042,2018,F,Y_GE15,TOTAL,ALL,99,699.0
082042,2019,F,Y_GE15,TOTAL,ALL,99,690.0
082042,2021,F,Y_GE15,TOTAL,ALL,99,653.0
082042,2022,F,Y_GE15,TOTAL,ALL,99,642.0
082042,2023,F,Y_GE15,TOTAL,ALL,99,626.0
082042,2024,F,Y_GE15,TOTAL,ALL,99,615.0
082042,2018,M,Y_GE15,TOTAL,ALL,1,277.0
082042,2019,M,Y_GE15,TOTAL,ALL,1,269.0
082042,2021,M,Y_GE15,TOTAL,ALL,1,255.0
082042,2022,M,Y_GE15,TOTAL,ALL,1,228.0
082042,2023,M,Y_GE15,TOTAL,ALL,1,245.0
082042,2024,M,Y_GE15,TOTAL,ALL,1,266.0
082042,2018,M,Y_GE15,TOTAL,ALL,12,53.0
082042,2019,M,Y_GE15,TOTAL,ALL,12,52.0
082042,2021,M,Y_GE15,TOTAL,ALL,12,32.9824682570954
082042,2022,M,Y_GE15,TOTAL,ALL,12,41.7145398870597
082042,2023,M,Y_GE15,TOTAL,ALL,12,40.63829848964377
082042,2024,M,Y_GE15,TOTAL,ALL,12,40.46073122911105
082042,2018,M,Y_GE15,TOTAL,ALL,22,329.0
082042,2019,M,Y_GE15,TOTAL,ALL,22,320.0
082042,2021,M,Y_GE15,TOTAL,ALL,22,287.982468257095
082042,2022,M,Y_GE15,TOTAL,ALL,22,269.71453988706
082042,2023,M,Y_GE15,TOTAL,ALL,22,285.6382984896438
082042,2024,M,Y_GE15,TOTAL,ALL,22,306.46073122911105
082042,2018,M,Y_GE15,TOTAL,ALL,23,287.0
082042,2019,M,Y_GE15,TOTAL,ALL,23,288.0
082042,2021,M,Y_GE15,TOTAL,ALL,23,289.017531742905
082042,2022,M,Y_GE15,TOTAL,ALL,23,304.28546011294
082042,2023,M,Y_GE15,TOTAL,ALL,23,284.3617015103562
082042,2024,M,Y_GE15,TOTAL,ALL,23,342.5392687708889
082042,2018,M,Y_GE15,TOTAL,ALL,24,176.0
082042,2019,M,Y_GE15,TOTAL,ALL,24,186.0
082042,2021,M,Y_GE15,TOTAL,ALL,24,178.433477518204
082042,2022,M,Y_GE15,TOTAL,ALL,24,183.737711393032
082042,2023,M,Y_GE15,TOTAL,ALL,24,185.9093042419209
082042,2024,M,Y_GE15,TOTAL,ALL,24,186.7411317852861
082042,2018,M,Y_GE15,TOTAL,ALL,4,5.0
082042,2019,M,Y_GE15,TOTAL,ALL,4,4.0
082042,2021,M,Y_GE15,TOTAL,ALL,4,6.09686814356523
082042,2022,M,Y_GE15,TOTAL,ALL,4,8.70338036108435
082042,2023,M,Y_GE15,TOTAL,ALL,4,5.93976489886034
082042,2024,M,Y_GE15,TOTAL,ALL,4,10.452589544170456
082042,2018,M,Y_GE15,TOTAL,ALL,5,37.0
082042,2019,M,Y_GE15,TOTAL,ALL,5,41.0
082042,2021,M,Y_GE15,TOTAL,ALL,5,46.0511313392795
082042,2022,M,Y_GE15,TOTAL,ALL,5,46.3228962711967
082042,2023,M,Y_GE15,TOTAL,ALL,5,45.5788052489511
082042,2024,M,Y_GE15,TOTAL,ALL,5,56.76713413216557
082042,2018,M,Y_GE15,TOTAL,ALL,7,70.0
082042,2019,M,Y_GE15,TOTAL,ALL,7,58.0
082042,2021,M,Y_GE15,TOTAL,ALL,7,58.436054741856
082042,2022,M,Y_GE15,TOTAL,ALL,7,65.5214720876273
082042,2023,M,Y_GE15,TOTAL,ALL,7,46.93382712062395
082042,2024,M,Y_GE15,TOTAL,ALL,7,88.57841330926678
082042,2018,M,Y_GE15,TOTAL,ALL,99,616.0
082042,2019,M,Y_GE15,TOTAL,ALL,99,608.0
082042,2021,M,Y_GE15,TOTAL,ALL,99,577.0
082042,2022,M,Y_GE15,TOTAL,ALL,99,574.0
082042,2023,M,Y_GE15,TOTAL,ALL,99,570.0
082042,2024,M,Y_GE15,TOTAL,ALL,99,649.0
082042,2018,T,Y_GE15,TOTAL,ALL,1,449.0
082042,2019,T,Y_GE15,TOTAL,ALL,1,439.0
082042,2021,T,Y_GE15,TOTAL,ALL,1,417.0
082042,2022,T,Y_GE15,TOTAL,ALL,1,379.0
082042,2023,T,Y_GE15,TOTAL,ALL,1,405.0
082042,2024,T,Y_GE15,TOTAL,ALL,1,416.0
082042,2018,T,Y_GE15,TOTAL,ALL,12,100.0
082042,2019,T,Y_GE15,TOTAL,ALL,12,101.0
082042,2021,T,Y_GE15,TOTAL,ALL,12,67.9954400787058
082042,2022,T,Y_GE15,TOTAL,ALL,12,79.8674287649464
082042,2023,T,Y_GE15,TOTAL,ALL,12,87.1997524643833
082042,2024,T,Y_GE15,TOTAL,ALL,12,75.59668160344482
082042,2018,T,Y_GE15,TOTAL,ALL,22,548.0
082042,2019,T,Y_GE15,TOTAL,ALL,22,540.0
082042,2021,T,Y_GE15,TOTAL,ALL,22,484.995440078706
082042,2022,T,Y_GE15,TOTAL,ALL,22,458.867428764946
082042,2023,T,Y_GE15,TOTAL,ALL,22,492.19975246438327
082042,2024,T,Y_GE15,TOTAL,ALL,22,491.5966816034448
082042,2018,T,Y_GE15,TOTAL,ALL,23,767.0
082042,2019,T,Y_GE15,TOTAL,ALL,23,758.0
082042,2021,T,Y_GE15,TOTAL,ALL,23,745.004559921294
082042,2022,T,Y_GE15,TOTAL,ALL,23,757.132571235054
082042,2023,T,Y_GE15,TOTAL,ALL,23,703.8002475356168
082042,2024,T,Y_GE15,TOTAL,ALL,23,772.4033183965552
082042,2018,T,Y_GE15,TOTAL,ALL,24,383.0
082042,2019,T,Y_GE15,TOTAL,ALL,24,405.0
082042,2021,T,Y_GE15,TOTAL,ALL,24,390.592997441693
082042,2022,T,Y_GE15,TOTAL,ALL,24,375.662120762654
082042,2023,T,Y_GE15,TOTAL,ALL,24,384.5402567738439
082042,2024,T,Y_GE15,TOTAL,ALL,24,365.6100216824241
082042,2018,T,Y_GE15,TOTAL,ALL,4,169.0
082042,2019,T,Y_GE15,TOTAL,ALL,4,159.0
082042,2021,T,Y_GE15,TOTAL,ALL,4,161.90843206556
082042,2022,T,Y_GE15,TOTAL,ALL,4,165.065386922375
082042,2023,T,Y_GE15,TOTAL,ALL,4,137.79382829132652
082042,2024,T,Y_GE15,TOTAL,ALL,4,163.7302828409285
082042,2018,T,Y_GE15,TOTAL,ALL,5,80.0
082042,2019,T,Y_GE15,TOTAL,ALL,5,88.0
082042,2021,T,Y_GE15,TOTAL,ALL,5,93.4832430827977
082042,2022,T,Y_GE15,TOTAL,ALL,5,94.1034867824254
082042,2023,T,Y_GE15,TOTAL,ALL,5,86.69673708861006
082042,2024,T,Y_GE15,TOTAL,ALL,5,94.9914113603124
082042,2018,T,Y_GE15,TOTAL,ALL,7,135.0
082042,2019,T,Y_GE15,TOTAL,ALL,7,107.0
082042,2021,T,Y_GE15,TOTAL,ALL,7,99.0198873312433
082042,2022,T,Y_GE15,TOTAL,ALL,7,122.301576767599
082042,2023,T,Y_GE15,TOTAL,ALL,7,94.76942538183636
082042,2024,T,Y_GE15,TOTAL,ALL,7,148.07160251289022
082042,2018,T,Y_GE15,TOTAL,ALL,99,1315.0
082042,2019,T,Y_GE15,TOTAL,ALL,99,1298.0
082042,2021,T,Y_GE15,TOTAL,ALL,99,1230.0
082042,2022,T,Y_GE15,TOTAL,ALL,99,1216.0
082042,2023,T,Y_GE15,TOTAL,ALL,99,1196.0
082042,2024,T,Y_GE15,TOTAL,ALL,99,1264.0
082043,2018,F,Y_GE15,TOTAL,ALL,1,700.0
082043,2019,F,Y_GE15,TOTAL,ALL,1,701.0
082043,2021,F,Y_GE15,TOTAL,ALL,1,765.0
082043,2022,F,Y_GE15,TOTAL,ALL,1,786.0
082043,2023,F,Y_GE15,TOTAL,ALL,1,869.0
082043,2024,F,Y_GE15,TOTAL,ALL,1,913.0
082043,2018,F,Y_GE15,TOTAL,ALL,12,302.0
082043,2019,F,Y_GE15,TOTAL,ALL,12,296.0
