nome_territorio,vantaggio_istruzione_F_pp,rapporto_M_F_occupazione,tasso_occupazione_F,tasso_occupazione_M,almeno_diploma_F,almeno_diploma_M,anno
vicinato (5 comuni),0.5,1.98,8.9,17.7,29.2,28.7,2024
