territorio,nome_comune,parte,anello,ordine,x,y,occupazione_femminile_2011
081001,Alcamo,0,0,0,323035,4211702,25.6
081001,Alcamo,0,0,1,322951,4210753,25.6
081001,Alcamo,0,0,2,323084,4210013,25.6
081001,Alcamo,0,0,3,323321,4209601,25.6
081001,Alcamo,0,0,4,324201,4209176,25.6
081001,Alcamo,0,0,5,324541,4208783,25.6
081001,Alcamo,0,0,6,324818,4208019,25.6
081001,Alcamo,0,0,7,324597,4207449,25.6
081001,Alcamo,0,0,8,324713,4206797,25.6
081001,Alcamo,0,0,9,326696,4205157,25.6
081001,Alcamo,0,0,10,326551,4204341,25.6
081001,Alcamo,0,0,11,326708,4203921,25.6
081001,Alcamo,0,0,12,327581,4204364,25.6
081001,Alcamo,0,0,13,327868,4204177,25.6
081001,Alcamo,0,0,14,328379,4203326,25.6
081001,Alcamo,0,0,15,329003,4203014,25.6
081001,Alcamo,0,0,16,328202,4202648,25.6
081001,Alcamo,0,0,17,327973,4201829,25.6
081001,Alcamo,0,0,18,328271,4200797,25.6
081001,Alcamo,0,0,19,327775,4199086,25.6
081001,Alcamo,0,0,20,328324,4198447,25.6
081001,Alcamo,0,0,21,327474,4198001,25.6
081001,Alcamo,0,0,22,326866,4197309,25.6
081001,Alcamo,0,0,23,325586,4196692,25.6
081001,Alcamo,0,0,24,324205,4197261,25.6
081001,Alcamo,0,0,25,324124,4197565,25.6
081001,Alcamo,0,0,26,323751,4197913,25.6
081001,Alcamo,0,0,27,323713,4197454,25.6
081001,Alcamo,0,0,28,323946,4196712,25.6
081001,Alcamo,0,0,29,323516,4196329,25.6
081001,Alcamo,0,0,30,322901,4196706,25.6
081001,Alcamo,0,0,31,322006,4196516,25.6
081001,Alcamo,0,0,32,320575,4196748,25.6
081001,Alcamo,0,0,33,320229,4196405,25.6
081001,Alcamo,0,0,34,319018,4197210,25.6
081001,Alcamo,0,0,35,319048,4198394,25.6
081001,Alcamo,0,0,36,318903,4198800,25.6
081001,Alcamo,0,0,37,317489,4199512,25.6
081001,Alcamo,0,0,38,317594,4200045,25.6
081001,Alcamo,0,0,39,318269,4200906,25.6
081001,Alcamo,0,0,40,317054,4203801,25.6
081001,Alcamo,0,0,41,317063,4204777,25.6
081001,Alcamo,0,0,42,317396,4205214,25.6
081001,Alcamo,0,0,43,317592,4206251,25.6
081001,Alcamo,0,0,44,316944,4207343,25.6
081001,Alcamo,0,0,45,316007,4208279,25.6
081001,Alcamo,0,0,46,315944,4208527,25.6
081001,Alcamo,0,0,47,316133,4209064,25.6
081001,Alcamo,0,0,48,315474,4209527,25.6
081001,Alcamo,0,0,49,316369,4210667,25.6
081001,Alcamo,0,0,50,319554,4211212,25.6
081001,Alcamo,0,0,51,322487,4212217,25.6
081001,Alcamo,0,0,52,323035,4211702,25.6
081002,Buseto Palizzolo,0,0,0,299507,4212792,24.9
081002,Buseto Palizzolo,0,0,1,300059,4212867,24.9
081002,Buseto Palizzolo,0,0,2,299778,4212624,24.9
081002,Buseto Palizzolo,0,0,3,300053,4211958,24.9
081002,Buseto Palizzolo,0,0,4,300749,4210978,24.9
081002,Buseto Palizzolo,0,0,5,301607,4210632,24.9
081002,Buseto Palizzolo,0,0,6,302552,4210777,24.9
081002,Buseto Palizzolo,0,0,7,302920,4209752,24.9
081002,Buseto Palizzolo,0,0,8,303000,4208896,24.9
081002,Buseto Palizzolo,0,0,9,303419,4208089,24.9
081002,Buseto Palizzolo,0,0,10,305207,4207290,24.9
081002,Buseto Palizzolo,0,0,11,305279,4206505,24.9
081002,Buseto Palizzolo,0,0,12,307192,4205981,24.9
081002,Buseto Palizzolo,0,0,13,307049,4204629,24.9
081002,Buseto Palizzolo,0,0,14,307703,4202593,24.9
081002,Buseto Palizzolo,0,0,15,307067,4202291,24.9
081002,Buseto Palizzolo,0,0,16,304313,4201828,24.9
081002,Buseto Palizzolo,0,0,17,300929,4202793,24.9
081002,Buseto Palizzolo,0,0,18,300338,4203223,24.9
081002,Buseto Palizzolo,0,0,19,300825,4203595,24.9
081002,Buseto Palizzolo,0,0,20,300507,4204026,24.9
081002,Buseto Palizzolo,0,0,21,299007,4204979,24.9
081002,Buseto Palizzolo,0,0,22,297724,4206143,24.9
081002,Buseto Palizzolo,0,0,23,296473,4206700,24.9
081002,Buseto Palizzolo,0,0,24,296806,4207351,24.9
081002,Buseto Palizzolo,0,0,25,296863,4208142,24.9
081002,Buseto Palizzolo,0,0,26,295035,4208708,24.9
081002,Buseto Palizzolo,0,0,27,295089,4209806,24.9
081002,Buseto Palizzolo,0,0,28,295662,4210759,24.9
081002,Buseto Palizzolo,0,0,29,295769,4211307,24.9
081002,Buseto Palizzolo,0,0,30,296458,4210974,24.9
081002,Buseto Palizzolo,0,0,31,297007,4211083,24.9
081002,Buseto Palizzolo,0,0,32,296812,4212560,24.9
081002,Buseto Palizzolo,0,0,33,297149,4212871,24.9
081002,Buseto Palizzolo,0,0,34,298486,4213013,24.9
081002,Buseto Palizzolo,0,0,35,299507,4212792,24.9
081003,Calatafimi-Segesta,0,0,0,317584,4206264,21.6
081003,Calatafimi-Segesta,0,0,1,317396,4205214,21.6
081003,Calatafimi-Segesta,0,0,2,317063,4204777,21.6
081003,Calatafimi-Segesta,0,0,3,317054,4203801,21.6
081003,Calatafimi-Segesta,0,0,4,318269,4200906,21.6
081003,Calatafimi-Segesta,0,0,5,317594,4200045,21.6
081003,Calatafimi-Segesta,0,0,6,317470,4199594,21.6
081003,Calatafimi-Segesta,0,0,7,317805,4199262,21.6
081003,Calatafimi-Segesta,0,0,8,318903,4198800,21.6
081003,Calatafimi-Segesta,0,0,9,319048,4198394,21.6
081003,Calatafimi-Segesta,0,0,10,319021,4197353,21.6
081003,Calatafimi-Segesta,0,0,11,318768,4197192,21.6
081003,Calatafimi-Segesta,0,0,12,318382,4196481,21.6
081003,Calatafimi-Segesta,0,0,13,318560,4195861,21.6
081003,Calatafimi-Segesta,0,0,14,318062,4195108,21.6
081003,Calatafimi-Segesta,0,0,15,318534,4194786,21.6
081003,Calatafimi-Segesta,0,0,16,319537,4194665,21.6
081003,Calatafimi-Segesta,0,0,17,319886,4193209,21.6
081003,Calatafimi-Segesta,0,0,18,320195,4193223,21.6
081003,Calatafimi-Segesta,0,0,19,320429,4192729,21.6
081003,Calatafimi-Segesta,0,0,20,320128,4192145,21.6
081003,Calatafimi-Segesta,0,0,21,319411,4191583,21.6
081003,Calatafimi-Segesta,0,0,22,318929,4190454,21.6
081003,Calatafimi-Segesta,0,0,23,318523,4189774,21.6
081003,Calatafimi-Segesta,0,0,24,318195,4189523,21.6
081003,Calatafimi-Segesta,0,0,25,317428,4189434,21.6
081003,Calatafimi-Segesta,0,0,26,316038,4188682,21.6
081003,Calatafimi-Segesta,0,0,27,314807,4188610,21.6
081003,Calatafimi-Segesta,0,0,28,313344,4188086,21.6
081003,Calatafimi-Segesta,0,0,29,312651,4188544,21.6
081003,Calatafimi-Segesta,0,0,30,312144,4188559,21.6
081003,Calatafimi-Segesta,0,0,31,311796,4189034,21.6
081003,Calatafimi-Segesta,0,0,32,311149,4190627,21.6
081003,Calatafimi-Segesta,0,0,33,311511,4191368,21.6
081003,Calatafimi-Segesta,0,0,34,311913,4193437,21.6
081003,Calatafimi-Segesta,0,0,35,310728,4194197,21.6
081003,Calatafimi-Segesta,0,0,36,310461,4194208,21.6
081003,Calatafimi-Segesta,0,0,37,310170,4193798,21.6
081003,Calatafimi-Segesta,0,0,38,309095,4193694,21.6
081003,Calatafimi-Segesta,0,0,39,308467,4194056,21.6
081003,Calatafimi-Segesta,0,0,40,308274,4194388,21.6
081003,Calatafimi-Segesta,0,0,41,307572,4194564,21.6
081003,Calatafimi-Segesta,0,0,42,307441,4196199,21.6
081003,Calatafimi-Segesta,0,0,43,307002,4196951,21.6
081003,Calatafimi-Segesta,0,0,44,306639,4197072,21.6
081003,Calatafimi-Segesta,0,0,45,306338,4197754,21.6
081003,Calatafimi-Segesta,0,0,46,305981,4198005,21.6
081003,Calatafimi-Segesta,0,0,47,305540,4198725,21.6
081003,Calatafimi-Segesta,0,0,48,305825,4199861,21.6
081003,Calatafimi-Segesta,0,0,49,305802,4201195,21.6
081003,Calatafimi-Segesta,0,0,50,305280,4201907,21.6
081003,Calatafimi-Segesta,0,0,51,307067,4202291,21.6
081003,Calatafimi-Segesta,0,0,52,307703,4202593,21.6
081003,Calatafimi-Segesta,0,0,53,307764,4202442,21.6
081003,Calatafimi-Segesta,0,0,54,308039,4202438,21.6
081003,Calatafimi-Segesta,0,0,55,309758,4202688,21.6
081003,Calatafimi-Segesta,0,0,56,311748,4203463,21.6
081003,Calatafimi-Segesta,0,0,57,313787,4203641,21.6
081003,Calatafimi-Segesta,0,0,58,314516,4204096,21.6
081003,Calatafimi-Segesta,0,0,59,315020,4204860,21.6
081003,Calatafimi-Segesta,0,0,60,315528,4204967,21.6
081003,Calatafimi-Segesta,0,0,61,316411,4205468,21.6
081003,Calatafimi-Segesta,0,0,62,316934,4206250,21.6
081003,Calatafimi-Segesta,0,0,63,317584,4206264,21.6
081004,Campobello di Mazara,0,0,0,301428,4170759,19.6
081004,Campobello di Mazara,0,0,1,303323,4167542,19.6
081004,Campobello di Mazara,0,0,2,303393,4166949,19.6
081004,Campobello di Mazara,0,0,3,302641,4166655,19.6
081004,Campobello di Mazara,0,0,4,301733,4165941,19.6
081004,Campobello di Mazara,0,0,5,301149,4165278,19.6
081004,Campobello di Mazara,0,0,6,301007,4164845,19.6
081004,Campobello di Mazara,0,0,7,301499,4163556,19.6
081004,Campobello di Mazara,0,0,8,302626,4161437,19.6
081004,Campobello di Mazara,0,0,9,295416,4159517,19.6
081004,Campobello di Mazara,0,0,10,294507,4159546,19.6
081004,Campobello di Mazara,0,0,11,293586,4160250,19.6
081004,Campobello di Mazara,0,0,12,292995,4161230,19.6
081004,Campobello di Mazara,0,0,13,292803,4161281,19.6
081004,Campobello di Mazara,0,0,14,295707,4165961,19.6
081004,Campobello di Mazara,0,0,15,296246,4167622,19.6
081004,Campobello di Mazara,0,0,16,297728,4168225,19.6
081004,Campobello di Mazara,0,0,17,299300,4169157,19.6
081004,Campobello di Mazara,0,0,18,299788,4170117,19.6
081004,Campobello di Mazara,0,0,19,300553,4170517,19.6
081004,Campobello di Mazara,0,0,20,301428,4170759,19.6
081005,Castellammare del Golfo,0,0,0,307413,4217272,25.5
081005,Castellammare del Golfo,0,0,1,308279,4216909,25.5
081005,Castellammare del Golfo,0,0,2,309389,4215399,25.5
081005,Castellammare del Golfo,0,0,3,311721,4213560,25.5
081005,Castellammare del Golfo,0,0,4,312148,4213346,25.5
081005,Castellammare del Golfo,0,0,5,312544,4213703,25.5
081005,Castellammare del Golfo,0,0,6,313000,4213590,25.5
081005,Castellammare del Golfo,0,0,7,313230,4212655,25.5
081005,Castellammare del Golfo,0,0,8,313177,4212068,25.5
081005,Castellammare del Golfo,0,0,9,314036,4211202,25.5
081005,Castellammare del Golfo,0,0,10,315038,4210619,25.5
081005,Castellammare del Golfo,0,0,11,316369,4210667,25.5
081005,Castellammare del Golfo,0,0,12,315474,4209527,25.5
081005,Castellammare del Golfo,0,0,13,316133,4209064,25.5
081005,Castellammare del Golfo,0,0,14,315944,4208527,25.5
081005,Castellammare del Golfo,0,0,15,316007,4208279,25.5
081005,Castellammare del Golfo,0,0,16,316944,4207343,25.5
081005,Castellammare del Golfo,0,0,17,317512,4206344,25.5
081005,Castellammare del Golfo,0,0,18,316934,4206250,25.5
081005,Castellammare del Golfo,0,0,19,316411,4205468,25.5
081005,Castellammare del Golfo,0,0,20,315528,4204967,25.5
081005,Castellammare del Golfo,0,0,21,315020,4204860,25.5
081005,Castellammare del Golfo,0,0,22,314683,4204285,25.5
081005,Castellammare del Golfo,0,0,23,314122,4203780,25.5
081005,Castellammare del Golfo,0,0,24,311748,4203463,25.5
081005,Castellammare del Golfo,0,0,25,309758,4202688,25.5
081005,Castellammare del Golfo,0,0,26,307764,4202442,25.5
081005,Castellammare del Golfo,0,0,27,307049,4204629,25.5
081005,Castellammare del Golfo,0,0,28,307192,4205981,25.5
081005,Castellammare del Golfo,0,0,29,305279,4206505,25.5
081005,Castellammare del Golfo,0,0,30,305207,4207290,25.5
081005,Castellammare del Golfo,0,0,31,303419,4208089,25.5
081005,Castellammare del Golfo,0,0,32,303000,4208896,25.5
081005,Castellammare del Golfo,0,0,33,302920,4209752,25.5
081005,Castellammare del Golfo,0,0,34,302552,4210777,25.5
081005,Castellammare del Golfo,0,0,35,301607,4210632,25.5
081005,Castellammare del Golfo,0,0,36,300950,4210848,25.5
081005,Castellammare del Golfo,0,0,37,300053,4211958,25.5
081005,Castellammare del Golfo,0,0,38,299778,4212624,25.5
081005,Castellammare del Golfo,0,0,39,300735,4213965,25.5
081005,Castellammare del Golfo,0,0,40,301483,4214195,25.5
081005,Castellammare del Golfo,0,0,41,302897,4214358,25.5
081005,Castellammare del Golfo,0,0,42,303232,4214220,25.5
081005,Castellammare del Golfo,0,0,43,303460,4213856,25.5
081005,Castellammare del Golfo,0,0,44,303174,4213359,25.5
081005,Castellammare del Golfo,0,0,45,303032,4212655,25.5
081005,Castellammare del Golfo,0,0,46,304748,4212234,25.5
081005,Castellammare del Golfo,0,0,47,305601,4212395,25.5
081005,Castellammare del Golfo,0,0,48,306464,4212842,25.5
081005,Castellammare del Golfo,0,0,49,307459,4213083,25.5
081005,Castellammare del Golfo,0,0,50,307897,4213490,25.5
081005,Castellammare del Golfo,0,0,51,307981,4214028,25.5
081005,Castellammare del Golfo,0,0,52,307782,4214436,25.5
081005,Castellammare del Golfo,0,0,53,307500,4214590,25.5
081005,Castellammare del Golfo,0,0,54,306932,4214245,25.5
081005,Castellammare del Golfo,0,0,55,306852,4214327,25.5
081005,Castellammare del Golfo,0,0,56,306556,4216757,25.5
081005,Castellammare del Golfo,0,0,57,307060,4217205,25.5
081005,Castellammare del Golfo,0,0,58,307413,4217272,25.5
081006,Castelvetrano,0,0,0,303803,4180501,24.9
081006,Castelvetrano,0,0,1,304175,4179465,24.9
081006,Castelvetrano,0,0,2,305474,4179421,24.9
081006,Castelvetrano,0,0,3,305779,4179636,24.9
081006,Castelvetrano,0,0,4,305808,4180020,24.9
081006,Castelvetrano,0,0,5,306255,4180128,24.9
081006,Castelvetrano,0,0,6,308028,4179900,24.9
081006,Castelvetrano,0,0,7,309205,4179394,24.9
081006,Castelvetrano,0,0,8,309589,4178702,24.9
081006,Castelvetrano,0,0,9,309238,4177642,24.9
081006,Castelvetrano,0,0,10,309385,4176810,24.9
081006,Castelvetrano,0,0,11,309736,4176191,24.9
081006,Castelvetrano,0,0,12,309654,4175795,24.9
081006,Castelvetrano,0,0,13,309020,4175712,24.9
081006,Castelvetrano,0,0,14,308803,4175383,24.9
081006,Castelvetrano,0,0,15,308651,4174768,24.9
081006,Castelvetrano,0,0,16,308771,4173440,24.9
081006,Castelvetrano,0,0,17,308571,4172803,24.9
081006,Castelvetrano,0,0,18,308741,4172273,24.9
081006,Castelvetrano,0,0,19,309371,4172417,24.9
081006,Castelvetrano,0,0,20,309593,4173164,24.9
081006,Castelvetrano,0,0,21,311507,4173494,24.9
081006,Castelvetrano,0,0,22,313110,4173422,24.9
081006,Castelvetrano,0,0,23,312832,4172378,24.9
081006,Castelvetrano,0,0,24,312989,4172069,24.9
081006,Castelvetrano,0,0,25,315364,4171050,24.9
081006,Castelvetrano,0,0,26,314910,4170610,24.9
081006,Castelvetrano,0,0,27,314169,4170403,24.9
081006,Castelvetrano,0,0,28,314564,4169753,24.9
081006,Castelvetrano,0,0,29,313718,4168753,24.9
081006,Castelvetrano,0,0,30,313588,4168368,24.9
081006,Castelvetrano,0,0,31,313853,4168037,24.9
081006,Castelvetrano,0,0,32,315912,4168593,24.9
081006,Castelvetrano,0,0,33,316218,4168448,24.9
081006,Castelvetrano,0,0,34,316142,4167758,24.9
081006,Castelvetrano,0,0,35,315612,4166722,24.9
081006,Castelvetrano,0,0,36,315253,4164885,24.9
081006,Castelvetrano,0,0,37,315143,4164064,24.9
081006,Castelvetrano,0,0,38,315261,4162945,24.9
081006,Castelvetrano,0,0,39,315017,4162218,24.9
081006,Castelvetrano,0,0,40,314254,4160976,24.9
081006,Castelvetrano,0,0,41,310566,4161690,24.9
081006,Castelvetrano,0,0,42,309810,4161552,24.9
081006,Castelvetrano,0,0,43,304176,4161630,24.9
081006,Castelvetrano,0,0,44,302626,4161437,24.9
081006,Castelvetrano,0,0,45,301499,4163556,24.9
081006,Castelvetrano,0,0,46,301007,4164845,24.9
081006,Castelvetrano,0,0,47,301149,4165278,24.9
081006,Castelvetrano,0,0,48,301733,4165941,24.9
081006,Castelvetrano,0,0,49,302641,4166655,24.9
081006,Castelvetrano,0,0,50,303393,4166949,24.9
081006,Castelvetrano,0,0,51,303323,4167542,24.9
081006,Castelvetrano,0,0,52,301868,4169943,24.9
081006,Castelvetrano,0,0,53,301191,4171398,24.9
081006,Castelvetrano,0,0,54,300095,4172062,24.9
081006,Castelvetrano,0,0,55,299668,4172882,24.9
081006,Castelvetrano,0,0,56,299891,4172934,24.9
081006,Castelvetrano,0,0,57,300007,4173486,24.9
081006,Castelvetrano,0,0,58,298863,4173791,24.9
081006,Castelvetrano,0,0,59,298596,4174297,24.9
081006,Castelvetrano,0,0,60,298720,4174552,24.9
081006,Castelvetrano,0,0,61,299481,4175124,24.9
081006,Castelvetrano,0,0,62,300268,4176259,24.9
081006,Castelvetrano,0,0,63,300375,4176917,24.9
081006,Castelvetrano,0,0,64,301138,4176843,24.9
081006,Castelvetrano,0,0,65,301861,4176413,24.9
081006,Castelvetrano,0,0,66,302451,4176782,24.9
081006,Castelvetrano,0,0,67,302614,4179257,24.9
081006,Castelvetrano,0,0,68,302315,4179753,24.9
081006,Castelvetrano,0,0,69,303282,4180718,24.9
081006,Castelvetrano,0,0,70,303803,4180501,24.9
081007,Custonaci,0,0,0,296349,4221019,25.2
081007,Custonaci,0,0,1,296665,4220899,25.2
081007,Custonaci,0,0,2,296690,4220549,25.2
081007,Custonaci,0,0,3,297381,4220051,25.2
081007,Custonaci,0,0,4,298363,4220005,25.2
081007,Custonaci,0,0,5,299335,4220466,25.2
081007,Custonaci,0,0,6,299926,4220262,25.2
081007,Custonaci,0,0,7,301893,4218496,25.2
081007,Custonaci,0,0,8,302735,4218242,25.2
081007,Custonaci,0,0,9,303115,4217505,25.2
081007,Custonaci,0,0,10,303019,4217005,25.2
081007,Custonaci,0,0,11,303578,4216581,25.2
081007,Custonaci,0,0,12,304562,4216408,25.2
081007,Custonaci,0,0,13,305585,4215992,25.2
081007,Custonaci,0,0,14,306065,4215469,25.2
081007,Custonaci,0,0,15,306345,4214754,25.2
081007,Custonaci,0,0,16,306779,4214553,25.2
081007,Custonaci,0,0,17,306888,4214265,25.2
081007,Custonaci,0,0,18,307500,4214590,25.2
081007,Custonaci,0,0,19,307782,4214436,25.2
081007,Custonaci,0,0,20,307981,4214028,25.2
081007,Custonaci,0,0,21,307897,4213490,25.2
081007,Custonaci,0,0,22,307405,4213054,25.2
081007,Custonaci,0,0,23,304820,4212233,25.2
081007,Custonaci,0,0,24,303032,4212655,25.2
081007,Custonaci,0,0,25,303174,4213359,25.2
081007,Custonaci,0,0,26,303460,4213856,25.2
081007,Custonaci,0,0,27,303330,4214161,25.2
081007,Custonaci,0,0,28,302897,4214358,25.2
081007,Custonaci,0,0,29,300735,4213965,25.2
081007,Custonaci,0,0,30,300059,4212867,25.2
081007,Custonaci,0,0,31,299507,4212792,25.2
081007,Custonaci,0,0,32,298486,4213013,25.2
081007,Custonaci,0,0,33,297149,4212871,25.2
081007,Custonaci,0,0,34,296812,4212560,25.2
081007,Custonaci,0,0,35,296694,4212986,25.2
081007,Custonaci,0,0,36,295381,4212963,25.2
081007,Custonaci,0,0,37,295491,4213555,25.2
081007,Custonaci,0,0,38,295807,4213518,25.2
081007,Custonaci,0,0,39,295608,4214149,25.2
081007,Custonaci,0,0,40,294855,4214863,25.2
081007,Custonaci,0,0,41,294010,4216029,25.2
081007,Custonaci,0,0,42,293438,4217155,25.2
081007,Custonaci,0,0,43,293909,4217934,25.2
081007,Custonaci,0,0,44,294808,4218538,25.2
081007,Custonaci,0,0,45,295056,4218880,25.2
081007,Custonaci,0,0,46,294600,4219839,25.2
081007,Custonaci,0,0,47,294558,4220315,25.2
081007,Custonaci,0,0,48,294698,4220612,25.2
081007,Custonaci,0,0,49,295174,4220923,25.2
081007,Custonaci,0,0,50,296349,4221019,25.2
081008,Erice,0,0,0,283220,4215809,26.8
081008,Erice,0,0,1,283293,4215836,26.8
081008,Erice,0,0,2,283233,4215775,26.8
081008,Erice,0,0,3,283220,4215809,26.8
081008,Erice,1,0,0,287521,4216398,26.8
081008,Erice,1,0,1,288508,4215923,26.8
081008,Erice,1,0,2,288768,4215100,26.8
081008,Erice,1,0,3,289366,4214694,26.8
081008,Erice,1,0,4,289350,4214015,26.8
081008,Erice,1,0,5,289644,4212962,26.8
081008,Erice,1,0,6,289056,4212183,26.8
081008,Erice,1,0,7,288876,4212428,26.8
081008,Erice,1,0,8,288269,4211959,26.8
081008,Erice,1,0,9,288185,4211154,26.8
081008,Erice,1,0,10,289148,4211005,26.8
081008,Erice,1,0,11,289524,4209610,26.8
081008,Erice,1,0,12,290549,4209888,26.8
081008,Erice,1,0,13,291202,4209842,26.8
081008,Erice,1,0,14,291676,4208340,26.8
081008,Erice,1,0,15,292837,4208304,26.8
081008,Erice,1,0,16,293030,4207721,26.8
081008,Erice,1,0,17,293807,4207318,26.8
081008,Erice,1,0,18,296152,4207151,26.8
081008,Erice,1,0,19,296473,4206700,26.8
081008,Erice,1,0,20,297724,4206143,26.8
081008,Erice,1,0,21,299007,4204979,26.8
081008,Erice,1,0,22,300507,4204026,26.8
081008,Erice,1,0,23,300825,4203595,26.8
081008,Erice,1,0,24,300338,4203223,26.8
081008,Erice,1,0,25,299346,4203611,26.8
081008,Erice,1,0,26,296287,4203841,26.8
081008,Erice,1,0,27,295132,4204210,26.8
081008,Erice,1,0,28,294890,4204590,26.8
081008,Erice,1,0,29,294007,4205194,26.8
081008,Erice,1,0,30,291337,4207957,26.8
081008,Erice,1,0,31,289008,4208856,26.8
081008,Erice,1,0,32,287620,4209979,26.8
081008,Erice,1,0,33,284615,4210568,26.8
081008,Erice,1,0,34,284406,4211174,26.8
081008,Erice,1,0,35,283908,4211742,26.8
081008,Erice,1,0,36,283525,4212520,26.8
081008,Erice,1,0,37,285222,4214166,26.8
081008,Erice,1,0,38,285974,4215807,26.8
081008,Erice,1,0,39,286985,4216301,26.8
081008,Erice,1,0,40,287521,4216398,26.8
081009,Favignana,0,0,0,262576,4199517,22.5
081009,Favignana,0,0,1,262464,4199493,22.5
081009,Favignana,0,0,2,262501,4199587,22.5
081009,Favignana,0,0,3,262576,4199517,22.5
081009,Favignana,1,0,0,261781,4199855,22.5
081009,Favignana,1,0,1,261835,4199767,22.5
081009,Favignana,1,0,2,261679,4199691,22.5
081009,Favignana,1,0,3,261781,4199855,22.5
081009,Favignana,2,0,0,262832,4199953,22.5
081009,Favignana,2,0,1,263015,4199779,22.5
081009,Favignana,2,0,2,262830,4199659,22.5
081009,Favignana,2,0,3,262695,4199824,22.5
081009,Favignana,2,0,4,262832,4199953,22.5
081009,Favignana,3,0,0,263496,4204315,22.5
081009,Favignana,3,0,1,264225,4202134,22.5
081009,Favignana,3,0,2,264723,4201562,22.5
081009,Favignana,3,0,3,265030,4201606,22.5
081009,Favignana,3,0,4,265261,4201836,22.5
081009,Favignana,3,0,5,266622,4202110,22.5
081009,Favignana,3,0,6,267035,4201860,22.5
081009,Favignana,3,0,7,267084,4201475,22.5
081009,Favignana,3,0,8,267591,4200849,22.5
081009,Favignana,3,0,9,268069,4200526,22.5
081009,Favignana,3,0,10,268507,4200648,22.5
081009,Favignana,3,0,11,268758,4200468,22.5
081009,Favignana,3,0,12,268869,4200030,22.5
081009,Favignana,3,0,13,268411,4198676,22.5
081009,Favignana,3,0,14,267089,4198844,22.5
081009,Favignana,3,0,15,265944,4200260,22.5
081009,Favignana,3,0,16,264904,4200289,22.5
081009,Favignana,3,0,17,264584,4200108,22.5
081009,Favignana,3,0,18,264485,4200240,22.5
081009,Favignana,3,0,19,263446,4200281,22.5
081009,Favignana,3,0,20,261570,4199894,22.5
081009,Favignana,3,0,21,261039,4200379,22.5
081009,Favignana,3,0,22,260890,4201515,22.5
081009,Favignana,3,0,23,260377,4202358,22.5
081009,Favignana,3,0,24,260808,4203186,22.5
081009,Favignana,3,0,25,261104,4203290,22.5
081009,Favignana,3,0,26,261449,4203153,22.5
081009,Favignana,3,0,27,261535,4202944,22.5
081009,Favignana,3,0,28,261847,4202951,22.5
081009,Favignana,3,0,29,262395,4203273,22.5
081009,Favignana,3,0,30,263496,4204315,22.5
081009,Favignana,4,0,0,242103,4209139,22.5
081009,Favignana,4,0,1,242245,4208931,22.5
081009,Favignana,4,0,2,241949,4208567,22.5
081009,Favignana,4,0,3,242181,4207605,22.5
081009,Favignana,4,0,4,243278,4205591,22.5
081009,Favignana,4,0,5,243574,4204445,22.5
081009,Favignana,4,0,6,243894,4204226,22.5
081009,Favignana,4,0,7,244406,4204184,22.5
081009,Favignana,4,0,8,244428,4203996,22.5
081009,Favignana,4,0,9,243682,4203800,22.5
081009,Favignana,4,0,10,243048,4204240,22.5
081009,Favignana,4,0,11,241224,4204706,22.5
081009,Favignana,4,0,12,240797,4204967,22.5
081009,Favignana,4,0,13,240396,4205499,22.5
081009,Favignana,4,0,14,239505,4208706,22.5
081009,Favignana,4,0,15,239409,4208821,22.5
081009,Favignana,4,0,16,239102,4208610,22.5
081009,Favignana,4,0,17,239027,4208992,22.5
081009,Favignana,4,0,18,239171,4209211,22.5
081009,Favignana,4,0,19,239911,4209181,22.5
081009,Favignana,4,0,20,241864,4208812,22.5
081009,Favignana,4,0,21,242103,4209139,22.5
081009,Favignana,5,0,0,265334,4207667,22.5
081009,Favignana,5,0,1,265409,4207730,22.5
081009,Favignana,5,0,2,265483,4207661,22.5
081009,Favignana,5,0,3,265334,4207667,22.5
081009,Favignana,6,0,0,273843,4207834,22.5
081009,Favignana,6,0,1,274034,4207765,22.5
081009,Favignana,6,0,2,273951,4207581,22.5
081009,Favignana,6,0,3,273736,4207694,22.5
081009,Favignana,6,0,4,273843,4207834,22.5
081009,Favignana,7,0,0,273168,4207609,22.5
081009,Favignana,7,0,1,273022,4207668,22.5
081009,Favignana,7,0,2,272674,4208128,22.5
081009,Favignana,7,0,3,272949,4207899,22.5
081009,Favignana,7,0,4,273168,4207609,22.5
081009,Favignana,8,0,0,266125,4211424,22.5
081009,Favignana,8,0,1,266634,4209612,22.5
081009,Favignana,8,0,2,267432,4208604,22.5
081009,Favignana,8,0,3,267517,4208296,22.5
081009,Favignana,8,0,4,267406,4207889,22.5
081009,Favignana,8,0,5,266238,4207469,22.5
081009,Favignana,8,0,6,265518,4207723,22.5
081009,Favignana,8,0,7,265289,4207963,22.5
081009,Favignana,8,0,8,264702,4209336,22.5
081009,Favignana,8,0,9,264896,4210018,22.5
081009,Favignana,8,0,10,265485,4210172,22.5
081009,Favignana,8,0,11,265892,4211412,22.5
081009,Favignana,8,0,12,266125,4211424,22.5
081010,Gibellina,0,0,0,313678,4185931,26.4
081010,Gibellina,0,0,1,313484,4185895,26.4
081010,Gibellina,0,0,2,313458,4185987,26.4
081010,Gibellina,0,0,3,313562,4185976,26.4
081010,Gibellina,0,0,4,313678,4185931,26.4
081010,Gibellina,1,0,0,314021,4187817,26.4
081010,Gibellina,1,0,1,313926,4187958,26.4
081010,Gibellina,1,0,2,314292,4188022,26.4
081010,Gibellina,1,0,3,314311,4187894,26.4
