territorio,anno,tavola,genere,eta,eta_anni,cittadinanza,titolo_studio,condizione,valore
081008,2018,lavoro,F,Y50-64,,TOTAL,ALL,24,140.0
081008,2019,lavoro,F,Y50-64,,TOTAL,ALL,24,154.0
081008,2021,lavoro,F,Y50-64,,TOTAL,ALL,24,150.441098811096
081008,2022,lavoro,F,Y50-64,,TOTAL,ALL,24,133.720858251044
081008,2023,lavoro,F,Y50-64,,TOTAL,ALL,24,104.55924874819335
081008,2024,lavoro,F,Y50-64,,TOTAL,ALL,24,81.60831911468424
081008,2018,lavoro,F,Y50-64,,TOTAL,ALL,4,1275.0
081008,2019,lavoro,F,Y50-64,,TOTAL,ALL,4,1263.0
081008,2021,lavoro,F,Y50-64,,TOTAL,ALL,4,1324.11556334196
081008,2022,lavoro,F,Y50-64,,TOTAL,ALL,4,1324.21812797341
081008,2023,lavoro,F,Y50-64,,TOTAL,ALL,4,1234.208814745186
081008,2024,lavoro,F,Y50-64,,TOTAL,ALL,4,1286.9187337528383
081008,2018,lavoro,F,Y50-64,,TOTAL,ALL,5,2.0
081008,2019,lavoro,F,Y50-64,,TOTAL,ALL,5,3.0
081008,2021,lavoro,F,Y50-64,,TOTAL,ALL,5,5.61565370929925
081008,2022,lavoro,F,Y50-64,,TOTAL,ALL,5,7.19175918155913
081008,2023,lavoro,F,Y50-64,,TOTAL,ALL,5,7.057633872378117
081008,2024,lavoro,F,Y50-64,,TOTAL,ALL,5,7.559604689673571
081008,2018,lavoro,F,Y50-64,,TOTAL,ALL,7,192.0
081008,2019,lavoro,F,Y50-64,,TOTAL,ALL,7,178.0
081008,2021,lavoro,F,Y50-64,,TOTAL,ALL,7,203.01215442184
081008,2022,lavoro,F,Y50-64,,TOTAL,ALL,7,198.474127979306
081008,2023,lavoro,F,Y50-64,,TOTAL,ALL,7,222.2944970807116
081008,2024,lavoro,F,Y50-64,,TOTAL,ALL,7,218.63211669548951
081008,2018,lavoro,F,Y50-64,,TOTAL,ALL,99,2996.0
081008,2019,lavoro,F,Y50-64,,TOTAL,ALL,99,3016.0
081008,2020,lavoro,F,Y50-64,,TOTAL,ALL,99,3030.0
081008,2021,lavoro,F,Y50-64,,TOTAL,ALL,99,3053.0
081008,2022,lavoro,F,Y50-64,,TOTAL,ALL,99,3054.0
081008,2023,lavoro,F,Y50-64,,TOTAL,ALL,99,3091.0
081008,2024,lavoro,F,Y50-64,,TOTAL,ALL,99,3132.0
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,1,4989.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,1,4991.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,1,5077.0
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,1,5077.0
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,1,5113.0
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,1,5176.0
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,12,1197.0
081008,2019,lavoro,M,Y_GE15,,TOTAL,ALL,12,1132.0
081008,2021,lavoro,M,Y_GE15,,TOTAL,ALL,12,778.030156031556
081008,2022,lavoro,M,Y_GE15,,TOTAL,ALL,12,704.805956786279
081008,2023,lavoro,M,Y_GE15,,TOTAL,ALL,12,705.1131219948703
081008,2024,lavoro,M,Y_GE15,,TOTAL,ALL,12,601.4567900516344
081008,2018,lavoro,M,Y_GE15,,TOTAL,ALL,22,6186.0
