territorio,nome_comune,parte,anello,ordine,x,y
081001,Alcamo,0,0,0,323035,4211702
081001,Alcamo,0,0,1,322951,4210753
081001,Alcamo,0,0,2,323084,4210013
081001,Alcamo,0,0,3,323321,4209601
081001,Alcamo,0,0,4,324201,4209176
081001,Alcamo,0,0,5,324541,4208783
081001,Alcamo,0,0,6,324818,4208019
081001,Alcamo,0,0,7,324597,4207449
081001,Alcamo,0,0,8,324713,4206797
081001,Alcamo,0,0,9,326696,4205157
081001,Alcamo,0,0,10,326551,4204341
081001,Alcamo,0,0,11,326708,4203921
081001,Alcamo,0,0,12,327581,4204364
081001,Alcamo,0,0,13,327868,4204177
081001,Alcamo,0,0,14,328379,4203326
081001,Alcamo,0,0,15,329003,4203014
081001,Alcamo,0,0,16,328202,4202648
081001,Alcamo,0,0,17,327973,4201829
081001,Alcamo,0,0,18,328271,4200797
081001,Alcamo,0,0,19,327775,4199086
081001,Alcamo,0,0,20,328324,4198447
081001,Alcamo,0,0,21,327474,4198001
081001,Alcamo,0,0,22,326866,4197309
081001,Alcamo,0,0,23,325586,4196692
081001,Alcamo,0,0,24,324205,4197261
081001,Alcamo,0,0,25,324124,4197565
081001,Alcamo,0,0,26,323751,4197913
081001,Alcamo,0,0,27,323713,4197454
081001,Alcamo,0,0,28,323946,4196712
081001,Alcamo,0,0,29,323516,4196329
081001,Alcamo,0,0,30,322901,4196706
081001,Alcamo,0,0,31,322006,4196516
081001,Alcamo,0,0,32,320575,4196748
081001,Alcamo,0,0,33,320229,4196405
081001,Alcamo,0,0,34,319018,4197210
081001,Alcamo,0,0,35,319048,4198394
081001,Alcamo,0,0,36,318903,4198800
081001,Alcamo,0,0,37,317489,4199512
081001,Alcamo,0,0,38,317594,4200045
081001,Alcamo,0,0,39,318269,4200906
081001,Alcamo,0,0,40,317054,4203801
081001,Alcamo,0,0,41,317063,4204777
081001,Alcamo,0,0,42,317396,4205214
081001,Alcamo,0,0,43,317592,4206251
081001,Alcamo,0,0,44,316944,4207343
081001,Alcamo,0,0,45,316007,4208279
081001,Alcamo,0,0,46,315944,4208527
081001,Alcamo,0,0,47,316133,4209064
081001,Alcamo,0,0,48,315474,4209527
081001,Alcamo,0,0,49,316369,4210667
081001,Alcamo,0,0,50,319554,4211212
081001,Alcamo,0,0,51,322487,4212217
081001,Alcamo,0,0,52,323035,4211702
081002,Buseto Palizzolo,0,0,0,299507,4212792
081002,Buseto Palizzolo,0,0,1,300059,4212867
081002,Buseto Palizzolo,0,0,2,299778,4212624
081002,Buseto Palizzolo,0,0,3,300053,4211958
081002,Buseto Palizzolo,0,0,4,300749,4210978
081002,Buseto Palizzolo,0,0,5,301607,4210632
081002,Buseto Palizzolo,0,0,6,302552,4210777
081002,Buseto Palizzolo,0,0,7,302920,4209752
081002,Buseto Palizzolo,0,0,8,303000,4208896
081002,Buseto Palizzolo,0,0,9,303419,4208089
081002,Buseto Palizzolo,0,0,10,305207,4207290
081002,Buseto Palizzolo,0,0,11,305279,4206505
081002,Buseto Palizzolo,0,0,12,307192,4205981
081002,Buseto Palizzolo,0,0,13,307049,4204629
081002,Buseto Palizzolo,0,0,14,307703,4202593
081002,Buseto Palizzolo,0,0,15,307067,4202291
081002,Buseto Palizzolo,0,0,16,304313,4201828
081002,Buseto Palizzolo,0,0,17,300929,4202793
081002,Buseto Palizzolo,0,0,18,300338,4203223
081002,Buseto Palizzolo,0,0,19,300825,4203595
081002,Buseto Palizzolo,0,0,20,300507,4204026
081002,Buseto Palizzolo,0,0,21,299007,4204979
081002,Buseto Palizzolo,0,0,22,297724,4206143
081002,Buseto Palizzolo,0,0,23,296473,4206700
081002,Buseto Palizzolo,0,0,24,296806,4207351
081002,Buseto Palizzolo,0,0,25,296863,4208142
081002,Buseto Palizzolo,0,0,26,295035,4208708
081002,Buseto Palizzolo,0,0,27,295089,4209806
081002,Buseto Palizzolo,0,0,28,295662,4210759
081002,Buseto Palizzolo,0,0,29,295769,4211307
081002,Buseto Palizzolo,0,0,30,296458,4210974
081002,Buseto Palizzolo,0,0,31,297007,4211083
081002,Buseto Palizzolo,0,0,32,296812,4212560
081002,Buseto Palizzolo,0,0,33,297149,4212871
081002,Buseto Palizzolo,0,0,34,298486,4213013
081002,Buseto Palizzolo,0,0,35,299507,4212792
081003,Calatafimi-Segesta,0,0,0,317584,4206264
081003,Calatafimi-Segesta,0,0,1,317396,4205214
081003,Calatafimi-Segesta,0,0,2,317063,4204777
081003,Calatafimi-Segesta,0,0,3,317054,4203801
081003,Calatafimi-Segesta,0,0,4,318269,4200906
081003,Calatafimi-Segesta,0,0,5,317594,4200045
081003,Calatafimi-Segesta,0,0,6,317470,4199594
081003,Calatafimi-Segesta,0,0,7,317805,4199262
081003,Calatafimi-Segesta,0,0,8,318903,4198800
081003,Calatafimi-Segesta,0,0,9,319048,4198394
081003,Calatafimi-Segesta,0,0,10,319021,4197353
081003,Calatafimi-Segesta,0,0,11,318768,4197192
081003,Calatafimi-Segesta,0,0,12,318382,4196481
081003,Calatafimi-Segesta,0,0,13,318560,4195861
081003,Calatafimi-Segesta,0,0,14,318062,4195108
081003,Calatafimi-Segesta,0,0,15,318534,4194786
081003,Calatafimi-Segesta,0,0,16,319537,4194665
081003,Calatafimi-Segesta,0,0,17,319886,4193209
081003,Calatafimi-Segesta,0,0,18,320195,4193223
081003,Calatafimi-Segesta,0,0,19,320429,4192729
081003,Calatafimi-Segesta,0,0,20,320128,4192145
081003,Calatafimi-Segesta,0,0,21,319411,4191583
081003,Calatafimi-Segesta,0,0,22,318929,4190454
081003,Calatafimi-Segesta,0,0,23,318523,4189774
081003,Calatafimi-Segesta,0,0,24,318195,4189523
081003,Calatafimi-Segesta,0,0,25,317428,4189434
081003,Calatafimi-Segesta,0,0,26,316038,4188682
081003,Calatafimi-Segesta,0,0,27,314807,4188610
081003,Calatafimi-Segesta,0,0,28,313344,4188086
081003,Calatafimi-Segesta,0,0,29,312651,4188544
081003,Calatafimi-Segesta,0,0,30,312144,4188559
081003,Calatafimi-Segesta,0,0,31,311796,4189034
081003,Calatafimi-Segesta,0,0,32,311149,4190627
081003,Calatafimi-Segesta,0,0,33,311511,4191368
081003,Calatafimi-Segesta,0,0,34,311913,4193437
081003,Calatafimi-Segesta,0,0,35,310728,4194197
081003,Calatafimi-Segesta,0,0,36,310461,4194208
081003,Calatafimi-Segesta,0,0,37,310170,4193798
081003,Calatafimi-Segesta,0,0,38,309095,4193694
081003,Calatafimi-Segesta,0,0,39,308467,4194056
081003,Calatafimi-Segesta,0,0,40,308274,4194388
081003,Calatafimi-Segesta,0,0,41,307572,4194564
081003,Calatafimi-Segesta,0,0,42,307441,4196199
081003,Calatafimi-Segesta,0,0,43,307002,4196951
081003,Calatafimi-Segesta,0,0,44,306639,4197072
081003,Calatafimi-Segesta,0,0,45,306338,4197754
081003,Calatafimi-Segesta,0,0,46,305981,4198005
081003,Calatafimi-Segesta,0,0,47,305540,4198725
081003,Calatafimi-Segesta,0,0,48,305825,4199861
081003,Calatafimi-Segesta,0,0,49,305802,4201195
081003,Calatafimi-Segesta,0,0,50,305280,4201907
081003,Calatafimi-Segesta,0,0,51,307067,4202291
081003,Calatafimi-Segesta,0,0,52,307703,4202593
081003,Calatafimi-Segesta,0,0,53,307764,4202442
081003,Calatafimi-Segesta,0,0,54,308039,4202438
081003,Calatafimi-Segesta,0,0,55,309758,4202688
081003,Calatafimi-Segesta,0,0,56,311748,4203463
081003,Calatafimi-Segesta,0,0,57,313787,4203641
081003,Calatafimi-Segesta,0,0,58,314516,4204096
081003,Calatafimi-Segesta,0,0,59,315020,4204860
081003,Calatafimi-Segesta,0,0,60,315528,4204967
081003,Calatafimi-Segesta,0,0,61,316411,4205468
081003,Calatafimi-Segesta,0,0,62,316934,4206250
081003,Calatafimi-Segesta,0,0,63,317584,4206264
081004,Campobello di Mazara,0,0,0,301428,4170759
081004,Campobello di Mazara,0,0,1,303323,4167542
081004,Campobello di Mazara,0,0,2,303393,4166949
081004,Campobello di Mazara,0,0,3,302641,4166655
081004,Campobello di Mazara,0,0,4,301733,4165941
081004,Campobello di Mazara,0,0,5,301149,4165278
081004,Campobello di Mazara,0,0,6,301007,4164845
081004,Campobello di Mazara,0,0,7,301499,4163556
081004,Campobello di Mazara,0,0,8,302626,4161437
081004,Campobello di Mazara,0,0,9,295416,4159517
081004,Campobello di Mazara,0,0,10,294507,4159546
081004,Campobello di Mazara,0,0,11,293586,4160250
081004,Campobello di Mazara,0,0,12,292995,4161230
081004,Campobello di Mazara,0,0,13,292803,4161281
081004,Campobello di Mazara,0,0,14,295707,4165961
081004,Campobello di Mazara,0,0,15,296246,4167622
081004,Campobello di Mazara,0,0,16,297728,4168225
081004,Campobello di Mazara,0,0,17,299300,4169157
081004,Campobello di Mazara,0,0,18,299788,4170117
081004,Campobello di Mazara,0,0,19,300553,4170517
081004,Campobello di Mazara,0,0,20,301428,4170759
081005,Castellammare del Golfo,0,0,0,307413,4217272
081005,Castellammare del Golfo,0,0,1,308279,4216909
081005,Castellammare del Golfo,0,0,2,309389,4215399
081005,Castellammare del Golfo,0,0,3,311721,4213560
081005,Castellammare del Golfo,0,0,4,312148,4213346
081005,Castellammare del Golfo,0,0,5,312544,4213703
081005,Castellammare del Golfo,0,0,6,313000,4213590
081005,Castellammare del Golfo,0,0,7,313230,4212655
081005,Castellammare del Golfo,0,0,8,313177,4212068
081005,Castellammare del Golfo,0,0,9,314036,4211202
081005,Castellammare del Golfo,0,0,10,315038,4210619
081005,Castellammare del Golfo,0,0,11,316369,4210667
081005,Castellammare del Golfo,0,0,12,315474,4209527
081005,Castellammare del Golfo,0,0,13,316133,4209064
081005,Castellammare del Golfo,0,0,14,315944,4208527
081005,Castellammare del Golfo,0,0,15,316007,4208279
081005,Castellammare del Golfo,0,0,16,316944,4207343
081005,Castellammare del Golfo,0,0,17,317512,4206344
081005,Castellammare del Golfo,0,0,18,316934,4206250
081005,Castellammare del Golfo,0,0,19,316411,4205468
081005,Castellammare del Golfo,0,0,20,315528,4204967
081005,Castellammare del Golfo,0,0,21,315020,4204860
081005,Castellammare del Golfo,0,0,22,314683,4204285
081005,Castellammare del Golfo,0,0,23,314122,4203780
081005,Castellammare del Golfo,0,0,24,311748,4203463
081005,Castellammare del Golfo,0,0,25,309758,4202688
081005,Castellammare del Golfo,0,0,26,307764,4202442
081005,Castellammare del Golfo,0,0,27,307049,4204629
081005,Castellammare del Golfo,0,0,28,307192,4205981
081005,Castellammare del Golfo,0,0,29,305279,4206505
081005,Castellammare del Golfo,0,0,30,305207,4207290
081005,Castellammare del Golfo,0,0,31,303419,4208089
081005,Castellammare del Golfo,0,0,32,303000,4208896
081005,Castellammare del Golfo,0,0,33,302920,4209752
081005,Castellammare del Golfo,0,0,34,302552,4210777
081005,Castellammare del Golfo,0,0,35,301607,4210632
081005,Castellammare del Golfo,0,0,36,300950,4210848
081005,Castellammare del Golfo,0,0,37,300053,4211958
081005,Castellammare del Golfo,0,0,38,299778,4212624
081005,Castellammare del Golfo,0,0,39,300735,4213965
081005,Castellammare del Golfo,0,0,40,301483,4214195
081005,Castellammare del Golfo,0,0,41,302897,4214358
081005,Castellammare del Golfo,0,0,42,303232,4214220
081005,Castellammare del Golfo,0,0,43,303460,4213856
081005,Castellammare del Golfo,0,0,44,303174,4213359
081005,Castellammare del Golfo,0,0,45,303032,4212655
081005,Castellammare del Golfo,0,0,46,304748,4212234
081005,Castellammare del Golfo,0,0,47,305601,4212395
081005,Castellammare del Golfo,0,0,48,306464,4212842
081005,Castellammare del Golfo,0,0,49,307459,4213083
081005,Castellammare del Golfo,0,0,50,307897,4213490
081005,Castellammare del Golfo,0,0,51,307981,4214028
081005,Castellammare del Golfo,0,0,52,307782,4214436
081005,Castellammare del Golfo,0,0,53,307500,4214590
081005,Castellammare del Golfo,0,0,54,306932,4214245
081005,Castellammare del Golfo,0,0,55,306852,4214327
081005,Castellammare del Golfo,0,0,56,306556,4216757
081005,Castellammare del Golfo,0,0,57,307060,4217205
081005,Castellammare del Golfo,0,0,58,307413,4217272
081006,Castelvetrano,0,0,0,303803,4180501
081006,Castelvetrano,0,0,1,304175,4179465
081006,Castelvetrano,0,0,2,305474,4179421
081006,Castelvetrano,0,0,3,305779,4179636
081006,Castelvetrano,0,0,4,305808,4180020
081006,Castelvetrano,0,0,5,306255,4180128
081006,Castelvetrano,0,0,6,308028,4179900
081006,Castelvetrano,0,0,7,309205,4179394
081006,Castelvetrano,0,0,8,309589,4178702
081006,Castelvetrano,0,0,9,309238,4177642
081006,Castelvetrano,0,0,10,309385,4176810
081006,Castelvetrano,0,0,11,309736,4176191
081006,Castelvetrano,0,0,12,309654,4175795
081006,Castelvetrano,0,0,13,309020,4175712
081006,Castelvetrano,0,0,14,308803,4175383
081006,Castelvetrano,0,0,15,308651,4174768
081006,Castelvetrano,0,0,16,308771,4173440
081006,Castelvetrano,0,0,17,308571,4172803
081006,Castelvetrano,0,0,18,308741,4172273
081006,Castelvetrano,0,0,19,309371,4172417
081006,Castelvetrano,0,0,20,309593,4173164
081006,Castelvetrano,0,0,21,311507,4173494
081006,Castelvetrano,0,0,22,313110,4173422
081006,Castelvetrano,0,0,23,312832,4172378
081006,Castelvetrano,0,0,24,312989,4172069
081006,Castelvetrano,0,0,25,315364,4171050
081006,Castelvetrano,0,0,26,314910,4170610
081006,Castelvetrano,0,0,27,314169,4170403
081006,Castelvetrano,0,0,28,314564,4169753
081006,Castelvetrano,0,0,29,313718,4168753
081006,Castelvetrano,0,0,30,313588,4168368
081006,Castelvetrano,0,0,31,313853,4168037
081006,Castelvetrano,0,0,32,315912,4168593
081006,Castelvetrano,0,0,33,316218,4168448
081006,Castelvetrano,0,0,34,316142,4167758
081006,Castelvetrano,0,0,35,315612,4166722
081006,Castelvetrano,0,0,36,315253,4164885
081006,Castelvetrano,0,0,37,315143,4164064
081006,Castelvetrano,0,0,38,315261,4162945
081006,Castelvetrano,0,0,39,315017,4162218
081006,Castelvetrano,0,0,40,314254,4160976
081006,Castelvetrano,0,0,41,310566,4161690
081006,Castelvetrano,0,0,42,309810,4161552
081006,Castelvetrano,0,0,43,304176,4161630
081006,Castelvetrano,0,0,44,302626,4161437
081006,Castelvetrano,0,0,45,301499,4163556
081006,Castelvetrano,0,0,46,301007,4164845
081006,Castelvetrano,0,0,47,301149,4165278
081006,Castelvetrano,0,0,48,301733,4165941
081006,Castelvetrano,0,0,49,302641,4166655
081006,Castelvetrano,0,0,50,303393,4166949
081006,Castelvetrano,0,0,51,303323,4167542
081006,Castelvetrano,0,0,52,301868,4169943
081006,Castelvetrano,0,0,53,301191,4171398
081006,Castelvetrano,0,0,54,300095,4172062
081006,Castelvetrano,0,0,55,299668,4172882
081006,Castelvetrano,0,0,56,299891,4172934
081006,Castelvetrano,0,0,57,300007,4173486
081006,Castelvetrano,0,0,58,298863,4173791
081006,Castelvetrano,0,0,59,298596,4174297
081006,Castelvetrano,0,0,60,298720,4174552
081006,Castelvetrano,0,0,61,299481,4175124
081006,Castelvetrano,0,0,62,300268,4176259
081006,Castelvetrano,0,0,63,300375,4176917
081006,Castelvetrano,0,0,64,301138,4176843
081006,Castelvetrano,0,0,65,301861,4176413
081006,Castelvetrano,0,0,66,302451,4176782
081006,Castelvetrano,0,0,67,302614,4179257
081006,Castelvetrano,0,0,68,302315,4179753
081006,Castelvetrano,0,0,69,303282,4180718
081006,Castelvetrano,0,0,70,303803,4180501
081007,Custonaci,0,0,0,296349,4221019
081007,Custonaci,0,0,1,296665,4220899
081007,Custonaci,0,0,2,296690,4220549
081007,Custonaci,0,0,3,297381,4220051
081007,Custonaci,0,0,4,298363,4220005
081007,Custonaci,0,0,5,299335,4220466
081007,Custonaci,0,0,6,299926,4220262
081007,Custonaci,0,0,7,301893,4218496
081007,Custonaci,0,0,8,302735,4218242
081007,Custonaci,0,0,9,303115,4217505
081007,Custonaci,0,0,10,303019,4217005
081007,Custonaci,0,0,11,303578,4216581
081007,Custonaci,0,0,12,304562,4216408
081007,Custonaci,0,0,13,305585,4215992
081007,Custonaci,0,0,14,306065,4215469
081007,Custonaci,0,0,15,306345,4214754
081007,Custonaci,0,0,16,306779,4214553
081007,Custonaci,0,0,17,306888,4214265
081007,Custonaci,0,0,18,307500,4214590
081007,Custonaci,0,0,19,307782,4214436
081007,Custonaci,0,0,20,307981,4214028
081007,Custonaci,0,0,21,307897,4213490
081007,Custonaci,0,0,22,307405,4213054
081007,Custonaci,0,0,23,304820,4212233
081007,Custonaci,0,0,24,303032,4212655
081007,Custonaci,0,0,25,303174,4213359
081007,Custonaci,0,0,26,303460,4213856
081007,Custonaci,0,0,27,303330,4214161
081007,Custonaci,0,0,28,302897,4214358
081007,Custonaci,0,0,29,300735,4213965
081007,Custonaci,0,0,30,300059,4212867
081007,Custonaci,0,0,31,299507,4212792
081007,Custonaci,0,0,32,298486,4213013
081007,Custonaci,0,0,33,297149,4212871
081007,Custonaci,0,0,34,296812,4212560
081007,Custonaci,0,0,35,296694,4212986
081007,Custonaci,0,0,36,295381,4212963
081007,Custonaci,0,0,37,295491,4213555
081007,Custonaci,0,0,38,295807,4213518
081007,Custonaci,0,0,39,295608,4214149
081007,Custonaci,0,0,40,294855,4214863
081007,Custonaci,0,0,41,294010,4216029
081007,Custonaci,0,0,42,293438,4217155
081007,Custonaci,0,0,43,293909,4217934
081007,Custonaci,0,0,44,294808,4218538
081007,Custonaci,0,0,45,295056,4218880
081007,Custonaci,0,0,46,294600,4219839
081007,Custonaci,0,0,47,294558,4220315
081007,Custonaci,0,0,48,294698,4220612
081007,Custonaci,0,0,49,295174,4220923
081007,Custonaci,0,0,50,296349,4221019
081008,Erice,0,0,0,283220,4215809
081008,Erice,0,0,1,283293,4215836
081008,Erice,0,0,2,283233,4215775
081008,Erice,0,0,3,283220,4215809
081008,Erice,1,0,0,287521,4216398
081008,Erice,1,0,1,288508,4215923
081008,Erice,1,0,2,288768,4215100
081008,Erice,1,0,3,289366,4214694
081008,Erice,1,0,4,289350,4214015
081008,Erice,1,0,5,289644,4212962
081008,Erice,1,0,6,289056,4212183
081008,Erice,1,0,7,288876,4212428
081008,Erice,1,0,8,288269,4211959
081008,Erice,1,0,9,288185,4211154
081008,Erice,1,0,10,289148,4211005
081008,Erice,1,0,11,289524,4209610
081008,Erice,1,0,12,290549,4209888
081008,Erice,1,0,13,291202,4209842
081008,Erice,1,0,14,291676,4208340
081008,Erice,1,0,15,292837,4208304
081008,Erice,1,0,16,293030,4207721
081008,Erice,1,0,17,293807,4207318
081008,Erice,1,0,18,296152,4207151
081008,Erice,1,0,19,296473,4206700
081008,Erice,1,0,20,297724,4206143
081008,Erice,1,0,21,299007,4204979
081008,Erice,1,0,22,300507,4204026
081008,Erice,1,0,23,300825,4203595
081008,Erice,1,0,24,300338,4203223
081008,Erice,1,0,25,299346,4203611
081008,Erice,1,0,26,296287,4203841
081008,Erice,1,0,27,295132,4204210
081008,Erice,1,0,28,294890,4204590
081008,Erice,1,0,29,294007,4205194
081008,Erice,1,0,30,291337,4207957
081008,Erice,1,0,31,289008,4208856
081008,Erice,1,0,32,287620,4209979
081008,Erice,1,0,33,284615,4210568
081008,Erice,1,0,34,284406,4211174
081008,Erice,1,0,35,283908,4211742
081008,Erice,1,0,36,283525,4212520
081008,Erice,1,0,37,285222,4214166
081008,Erice,1,0,38,285974,4215807
081008,Erice,1,0,39,286985,4216301
081008,Erice,1,0,40,287521,4216398
081009,Favignana,0,0,0,262576,4199517
081009,Favignana,0,0,1,262464,4199493
081009,Favignana,0,0,2,262501,4199587
081009,Favignana,0,0,3,262576,4199517
081009,Favignana,1,0,0,261781,4199855
081009,Favignana,1,0,1,261835,4199767
081009,Favignana,1,0,2,261679,4199691
081009,Favignana,1,0,3,261781,4199855
081009,Favignana,2,0,0,262832,4199953
081009,Favignana,2,0,1,263015,4199779
081009,Favignana,2,0,2,262830,4199659
081009,Favignana,2,0,3,262695,4199824
081009,Favignana,2,0,4,262832,4199953
081009,Favignana,3,0,0,263496,4204315
081009,Favignana,3,0,1,264225,4202134
081009,Favignana,3,0,2,264723,4201562
081009,Favignana,3,0,3,265030,4201606
081009,Favignana,3,0,4,265261,4201836
081009,Favignana,3,0,5,266622,4202110
081009,Favignana,3,0,6,267035,4201860
081009,Favignana,3,0,7,267084,4201475
081009,Favignana,3,0,8,267591,4200849
081009,Favignana,3,0,9,268069,4200526
081009,Favignana,3,0,10,268507,4200648
081009,Favignana,3,0,11,268758,4200468
081009,Favignana,3,0,12,268869,4200030
081009,Favignana,3,0,13,268411,4198676
081009,Favignana,3,0,14,267089,4198844
081009,Favignana,3,0,15,265944,4200260
081009,Favignana,3,0,16,264904,4200289
081009,Favignana,3,0,17,264584,4200108
081009,Favignana,3,0,18,264485,4200240
081009,Favignana,3,0,19,263446,4200281
081009,Favignana,3,0,20,261570,4199894
081009,Favignana,3,0,21,261039,4200379
081009,Favignana,3,0,22,260890,4201515
081009,Favignana,3,0,23,260377,4202358
081009,Favignana,3,0,24,260808,4203186
081009,Favignana,3,0,25,261104,4203290
081009,Favignana,3,0,26,261449,4203153
081009,Favignana,3,0,27,261535,4202944
081009,Favignana,3,0,28,261847,4202951
081009,Favignana,3,0,29,262395,4203273
081009,Favignana,3,0,30,263496,4204315
081009,Favignana,4,0,0,242103,4209139
081009,Favignana,4,0,1,242245,4208931
081009,Favignana,4,0,2,241949,4208567
081009,Favignana,4,0,3,242181,4207605
081009,Favignana,4,0,4,243278,4205591
081009,Favignana,4,0,5,243574,4204445
081009,Favignana,4,0,6,243894,4204226
081009,Favignana,4,0,7,244406,4204184
081009,Favignana,4,0,8,244428,4203996
081009,Favignana,4,0,9,243682,4203800
081009,Favignana,4,0,10,243048,4204240
081009,Favignana,4,0,11,241224,4204706
081009,Favignana,4,0,12,240797,4204967
081009,Favignana,4,0,13,240396,4205499
081009,Favignana,4,0,14,239505,4208706
081009,Favignana,4,0,15,239409,4208821
081009,Favignana,4,0,16,239102,4208610
081009,Favignana,4,0,17,239027,4208992
081009,Favignana,4,0,18,239171,4209211
081009,Favignana,4,0,19,239911,4209181
081009,Favignana,4,0,20,241864,4208812
081009,Favignana,4,0,21,242103,4209139
081009,Favignana,5,0,0,265334,4207667
081009,Favignana,5,0,1,265409,4207730
081009,Favignana,5,0,2,265483,4207661
081009,Favignana,5,0,3,265334,4207667
081009,Favignana,6,0,0,273843,4207834
081009,Favignana,6,0,1,274034,4207765
081009,Favignana,6,0,2,273951,4207581
081009,Favignana,6,0,3,273736,4207694
081009,Favignana,6,0,4,273843,4207834
081009,Favignana,7,0,0,273168,4207609
081009,Favignana,7,0,1,273022,4207668
081009,Favignana,7,0,2,272674,4208128
081009,Favignana,7,0,3,272949,4207899
081009,Favignana,7,0,4,273168,4207609
081009,Favignana,8,0,0,266125,4211424
081009,Favignana,8,0,1,266634,4209612
081009,Favignana,8,0,2,267432,4208604
081009,Favignana,8,0,3,267517,4208296
081009,Favignana,8,0,4,267406,4207889
081009,Favignana,8,0,5,266238,4207469
081009,Favignana,8,0,6,265518,4207723
081009,Favignana,8,0,7,265289,4207963
081009,Favignana,8,0,8,264702,4209336
081009,Favignana,8,0,9,264896,4210018
081009,Favignana,8,0,10,265485,4210172
081009,Favignana,8,0,11,265892,4211412
081009,Favignana,8,0,12,266125,4211424
081010,Gibellina,0,0,0,313678,4185931
081010,Gibellina,0,0,1,313484,4185895
081010,Gibellina,0,0,2,313458,4185987
081010,Gibellina,0,0,3,313562,4185976
081010,Gibellina,0,0,4,313678,4185931
081010,Gibellina,1,0,0,314021,4187817
081010,Gibellina,1,0,1,313926,4187958
081010,Gibellina,1,0,2,314292,4188022
081010,Gibellina,1,0,3,314311,4187894
081010,Gibellina,1,0,4,314021,4187817
081010,Gibellina,2,0,0,312630,4187921
081010,Gibellina,2,0,1,313171,4186517
081010,Gibellina,2,0,2,313481,4186028
081010,Gibellina,2,0,3,312606,4186141
081010,Gibellina,2,0,4,312114,4186742
081010,Gibellina,2,0,5,312151,4187514
081010,Gibellina,2,0,6,312367,4187868
081010,Gibellina,2,0,7,312935,4188149
081010,Gibellina,2,0,8,312630,4187921
081010,Gibellina,3,0,0,319203,4190005
081010,Gibellina,3,0,1,320794,4189564
081010,Gibellina,3,0,2,321208,4188909
081010,Gibellina,3,0,3,321396,4188210
081010,Gibellina,3,0,4,325189,4187671
081010,Gibellina,3,0,5,325523,4186323
081010,Gibellina,3,0,6,325585,4185088
081010,Gibellina,3,0,7,324589,4185020
081010,Gibellina,3,0,8,323252,4185279
081010,Gibellina,3,0,9,322816,4185213
081010,Gibellina,3,0,10,321863,4183445
081010,Gibellina,3,0,11,320660,4183564
081010,Gibellina,3,0,12,319583,4184841
081010,Gibellina,3,0,13,319049,4184824
081010,Gibellina,3,0,14,318440,4183632
081010,Gibellina,3,0,15,318333,4182596
081010,Gibellina,3,0,16,318007,4182293
081010,Gibellina,3,0,17,317676,4182334
081010,Gibellina,3,0,18,317246,4183799
081010,Gibellina,3,0,19,315737,4185659
081010,Gibellina,3,0,20,315144,4188524
081010,Gibellina,3,0,21,315338,4188719
081010,Gibellina,3,0,22,316038,4188682
081010,Gibellina,3,0,23,317428,4189434
081010,Gibellina,3,0,24,318195,4189523
081010,Gibellina,3,0,25,318523,4189774
081010,Gibellina,3,0,26,319004,4190598
081010,Gibellina,3,0,27,319203,4190005
081011,Marsala,0,0,0,276303,4193667
081011,Marsala,0,0,1,276251,4193605
081011,Marsala,0,0,2,276233,4193655
081011,Marsala,0,0,3,276303,4193667
081011,Marsala,1,0,0,277569,4194442
081011,Marsala,1,0,1,277596,4193955
081011,Marsala,1,0,2,277260,4193699
081011,Marsala,1,0,3,277017,4193761
081011,Marsala,1,0,4,276983,4194345
081011,Marsala,1,0,5,277569,4194442
081011,Marsala,2,0,0,276225,4196373
081011,Marsala,2,0,1,277068,4195481
081011,Marsala,2,0,2,277065,4195380
081011,Marsala,2,0,3,276483,4195744
081011,Marsala,2,0,4,276225,4196373
081011,Marsala,3,0,0,276282,4198315
081011,Marsala,3,0,1,276238,4197704
081011,Marsala,3,0,2,275582,4197290
081011,Marsala,3,0,3,275617,4196125
081011,Marsala,3,0,4,275876,4194867
081011,Marsala,3,0,5,275561,4194027
081011,Marsala,3,0,6,275811,4192556
081011,Marsala,3,0,7,275712,4192061
081011,Marsala,3,0,8,275316,4191585
081011,Marsala,3,0,9,274579,4195699
081011,Marsala,3,0,10,274058,4196707
081011,Marsala,3,0,11,273967,4197295
081011,Marsala,3,0,12,274114,4197440
081011,Marsala,3,0,13,274708,4197393
081011,Marsala,3,0,14,275311,4197561
081011,Marsala,3,0,15,276282,4198315
081011,Marsala,4,0,0,279658,4201118
081011,Marsala,4,0,1,279508,4200717
081011,Marsala,4,0,2,279110,4200644
081011,Marsala,4,0,3,278848,4200183
081011,Marsala,4,0,4,279047,4199190
081011,Marsala,4,0,5,278654,4198222
081011,Marsala,4,0,6,280475,4197046
081011,Marsala,4,0,7,280987,4196108
081011,Marsala,4,0,8,281397,4195788
081011,Marsala,4,0,9,284340,4195346
081011,Marsala,4,0,10,285102,4194551
081011,Marsala,4,0,11,286101,4193069
081011,Marsala,4,0,12,286699,4192673
081011,Marsala,4,0,13,287789,4192934
081011,Marsala,4,0,14,288389,4193277
081011,Marsala,4,0,15,289304,4194231
081011,Marsala,4,0,16,290688,4193923
081011,Marsala,4,0,17,291285,4193362
081011,Marsala,4,0,18,290288,4192718
081011,Marsala,4,0,19,289879,4192639
081011,Marsala,4,0,20,289743,4192388
081011,Marsala,4,0,21,290447,4191223
081011,Marsala,4,0,22,291341,4191196
081011,Marsala,4,0,23,291424,4190718
081011,Marsala,4,0,24,293830,4190695
