anno,origine,destinazione,genere,motivo,luogo,persone,definizione
2001,081001,081001,F,lavoro,dentro,2598,giornaliero (censimento 2001)
2001,081001,081001,F,studio,dentro,3941,giornaliero (censimento 2001)
2001,081001,081001,M,lavoro,dentro,4595,giornaliero (censimento 2001)
2001,081001,081001,M,studio,dentro,4038,giornaliero (censimento 2001)
2001,081001,081002,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081001,081002,M,lavoro,fuori,11,giornaliero (censimento 2001)
2001,081001,081003,F,lavoro,fuori,35,giornaliero (censimento 2001)
2001,081001,081003,F,studio,fuori,6,giornaliero (censimento 2001)
2001,081001,081003,M,lavoro,fuori,127,giornaliero (censimento 2001)
2001,081001,081003,M,studio,fuori,43,giornaliero (censimento 2001)
2001,081001,081005,F,lavoro,fuori,59,giornaliero (censimento 2001)
2001,081001,081005,F,studio,fuori,9,giornaliero (censimento 2001)
2001,081001,081005,M,lavoro,fuori,137,giornaliero (censimento 2001)
2001,081001,081005,M,studio,fuori,34,giornaliero (censimento 2001)
2001,081001,081006,F,lavoro,fuori,12,giornaliero (censimento 2001)
2001,081001,081006,M,lavoro,fuori,18,giornaliero (censimento 2001)
2001,081001,081006,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081007,F,lavoro,fuori,18,giornaliero (censimento 2001)
2001,081001,081007,M,lavoro,fuori,10,giornaliero (censimento 2001)
2001,081001,081007,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081008,F,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081001,081008,F,studio,fuori,5,giornaliero (censimento 2001)
2001,081001,081008,M,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081001,081008,M,studio,fuori,13,giornaliero (censimento 2001)
2001,081001,081010,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081001,081010,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081001,081010,M,lavoro,fuori,12,giornaliero (censimento 2001)
2001,081001,081011,F,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081001,081011,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081011,M,lavoro,fuori,22,giornaliero (censimento 2001)
2001,081001,081011,M,studio,fuori,5,giornaliero (censimento 2001)
2001,081001,081012,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,081012,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081012,M,lavoro,fuori,14,giornaliero (censimento 2001)
2001,081001,081012,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081013,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,081013,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,081014,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081015,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,081015,M,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081001,081015,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081016,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,081016,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,081017,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,081017,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,081001,081018,F,lavoro,fuori,15,giornaliero (censimento 2001)
2001,081001,081018,F,studio,fuori,7,giornaliero (censimento 2001)
2001,081001,081018,M,lavoro,fuori,22,giornaliero (censimento 2001)
2001,081001,081018,M,studio,fuori,2,giornaliero (censimento 2001)
2001,081001,081019,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,081019,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,081020,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,081020,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,081020,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081021,F,lavoro,fuori,70,giornaliero (censimento 2001)
2001,081001,081021,F,studio,fuori,51,giornaliero (censimento 2001)
2001,081001,081021,M,lavoro,fuori,284,giornaliero (censimento 2001)
2001,081001,081021,M,studio,fuori,90,giornaliero (censimento 2001)
2001,081001,081022,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081001,081022,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,081022,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,081001,081022,M,studio,fuori,2,giornaliero (censimento 2001)
2001,081001,081023,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,081023,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,081024,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,082005,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082007,F,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081001,082007,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081001,082007,M,lavoro,fuori,14,giornaliero (censimento 2001)
2001,081001,082007,M,studio,fuori,12,giornaliero (censimento 2001)
2001,081001,082013,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,082013,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081001,082014,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082019,F,lavoro,fuori,14,giornaliero (censimento 2001)
2001,081001,082019,M,lavoro,fuori,37,giornaliero (censimento 2001)
2001,081001,082019,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,082020,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,082021,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,082021,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,082021,M,lavoro,fuori,18,giornaliero (censimento 2001)
2001,081001,082021,M,studio,fuori,9,giornaliero (censimento 2001)
2001,081001,082022,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082031,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082031,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,082031,M,lavoro,fuori,14,giornaliero (censimento 2001)
2001,081001,082033,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,082033,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081001,082034,M,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081001,082034,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,082035,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082043,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,082048,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,082049,F,lavoro,fuori,18,giornaliero (censimento 2001)
2001,081001,082049,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081001,082049,M,lavoro,fuori,67,giornaliero (censimento 2001)
2001,081001,082049,M,studio,fuori,4,giornaliero (censimento 2001)
2001,081001,082050,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082050,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082053,F,lavoro,fuori,124,giornaliero (censimento 2001)
2001,081001,082053,F,studio,fuori,147,giornaliero (censimento 2001)
2001,081001,082053,M,lavoro,fuori,365,giornaliero (censimento 2001)
2001,081001,082053,M,studio,fuori,152,giornaliero (censimento 2001)
2001,081001,082054,F,lavoro,fuori,59,giornaliero (censimento 2001)
2001,081001,082054,F,studio,fuori,14,giornaliero (censimento 2001)
2001,081001,082054,M,lavoro,fuori,143,giornaliero (censimento 2001)
2001,081001,082054,M,studio,fuori,31,giornaliero (censimento 2001)
2001,081001,082057,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082061,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,082063,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082063,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,082063,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,082064,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,082064,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082070,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082070,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,082071,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081001,082071,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,082071,M,lavoro,fuori,11,giornaliero (censimento 2001)
2001,081001,082072,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082074,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,082074,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,082077,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,082079,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,083084,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,084001,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,084001,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,084001,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,084021,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,084034,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,084038,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,084041,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,084041,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,084041,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081001,085004,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,085004,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081001,085007,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,085014,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081001,086009,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081001,086012,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081001,087043,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081002,081001,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081002,081001,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081002,081001,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081002,081002,F,lavoro,dentro,105,giornaliero (censimento 2001)
2001,081002,081002,F,studio,dentro,167,giornaliero (censimento 2001)
2001,081002,081002,M,lavoro,dentro,217,giornaliero (censimento 2001)
2001,081002,081002,M,studio,dentro,172,giornaliero (censimento 2001)
2001,081002,081003,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081002,081003,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081002,081003,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081002,081005,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081002,081005,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081002,081005,M,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081002,081005,M,studio,fuori,7,giornaliero (censimento 2001)
2001,081002,081007,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081002,081007,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081002,081007,M,lavoro,fuori,34,giornaliero (censimento 2001)
2001,081002,081007,M,studio,fuori,3,giornaliero (censimento 2001)
2001,081002,081008,F,lavoro,fuori,12,giornaliero (censimento 2001)
2001,081002,081008,F,studio,fuori,4,giornaliero (censimento 2001)
2001,081002,081008,M,lavoro,fuori,24,giornaliero (censimento 2001)
2001,081002,081008,M,studio,fuori,8,giornaliero (censimento 2001)
2001,081002,081011,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081002,081012,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081002,081013,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081002,081013,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081002,081020,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081002,081020,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081002,081021,F,lavoro,fuori,43,giornaliero (censimento 2001)
2001,081002,081021,F,studio,fuori,84,giornaliero (censimento 2001)
2001,081002,081021,M,lavoro,fuori,127,giornaliero (censimento 2001)
2001,081002,081021,M,studio,fuori,68,giornaliero (censimento 2001)
2001,081002,081022,F,lavoro,fuori,11,giornaliero (censimento 2001)
2001,081002,081022,F,studio,fuori,3,giornaliero (censimento 2001)
2001,081002,081022,M,lavoro,fuori,22,giornaliero (censimento 2001)
2001,081002,081022,M,studio,fuori,7,giornaliero (censimento 2001)
2001,081002,082021,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081002,082053,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081002,082053,F,studio,fuori,7,giornaliero (censimento 2001)
2001,081002,082053,M,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081002,082053,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081003,081001,F,lavoro,fuori,30,giornaliero (censimento 2001)
2001,081003,081001,F,studio,fuori,113,giornaliero (censimento 2001)
2001,081003,081001,M,lavoro,fuori,47,giornaliero (censimento 2001)
2001,081003,081001,M,studio,fuori,85,giornaliero (censimento 2001)
2001,081003,081002,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081003,081003,F,lavoro,dentro,329,giornaliero (censimento 2001)
2001,081003,081003,F,studio,dentro,492,giornaliero (censimento 2001)
2001,081003,081003,M,lavoro,dentro,721,giornaliero (censimento 2001)
2001,081003,081003,M,studio,dentro,508,giornaliero (censimento 2001)
2001,081003,081004,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081005,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081003,081005,F,studio,fuori,3,giornaliero (censimento 2001)
2001,081003,081005,M,lavoro,fuori,27,giornaliero (censimento 2001)
2001,081003,081006,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081006,M,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081003,081007,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081007,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081008,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081003,081008,F,studio,fuori,4,giornaliero (censimento 2001)
2001,081003,081008,M,lavoro,fuori,28,giornaliero (censimento 2001)
2001,081003,081008,M,studio,fuori,15,giornaliero (censimento 2001)
2001,081003,081009,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081010,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081003,081011,M,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081003,081011,M,studio,fuori,3,giornaliero (censimento 2001)
2001,081003,081012,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081003,081012,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081015,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081003,081016,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081003,081016,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081017,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081017,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,081018,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081003,081018,F,studio,fuori,5,giornaliero (censimento 2001)
2001,081003,081018,M,lavoro,fuori,20,giornaliero (censimento 2001)
2001,081003,081018,M,studio,fuori,3,giornaliero (censimento 2001)
2001,081003,081019,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081003,081019,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081003,081020,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081003,081021,F,lavoro,fuori,28,giornaliero (censimento 2001)
2001,081003,081021,F,studio,fuori,43,giornaliero (censimento 2001)
2001,081003,081021,M,lavoro,fuori,129,giornaliero (censimento 2001)
2001,081003,081021,M,studio,fuori,53,giornaliero (censimento 2001)
2001,081003,081022,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081003,081022,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081003,081022,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081003,081022,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081003,081023,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081003,081023,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081003,081023,M,lavoro,fuori,15,giornaliero (censimento 2001)
2001,081003,081023,M,studio,fuori,2,giornaliero (censimento 2001)
2001,081003,082007,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,082020,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,082021,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,082021,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081003,082031,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,082053,F,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081003,082053,F,studio,fuori,7,giornaliero (censimento 2001)
2001,081003,082053,M,lavoro,fuori,45,giornaliero (censimento 2001)
2001,081003,082053,M,studio,fuori,8,giornaliero (censimento 2001)
2001,081003,082054,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,082054,M,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081003,082054,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081003,082064,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,084038,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081003,084041,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081001,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081004,081001,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,081001,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,081003,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081003,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,081004,F,lavoro,dentro,407,giornaliero (censimento 2001)
2001,081004,081004,F,studio,dentro,647,giornaliero (censimento 2001)
2001,081004,081004,M,lavoro,dentro,786,giornaliero (censimento 2001)
2001,081004,081004,M,studio,dentro,653,giornaliero (censimento 2001)
2001,081004,081005,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081005,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081004,081006,F,lavoro,fuori,92,giornaliero (censimento 2001)
2001,081004,081006,F,studio,fuori,214,giornaliero (censimento 2001)
2001,081004,081006,M,lavoro,fuori,216,giornaliero (censimento 2001)
2001,081004,081006,M,studio,fuori,166,giornaliero (censimento 2001)
2001,081004,081009,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,081010,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081010,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081011,F,lavoro,fuori,10,giornaliero (censimento 2001)
2001,081004,081011,F,studio,fuori,3,giornaliero (censimento 2001)
2001,081004,081011,M,lavoro,fuori,20,giornaliero (censimento 2001)
2001,081004,081011,M,studio,fuori,6,giornaliero (censimento 2001)
2001,081004,081012,F,lavoro,fuori,39,giornaliero (censimento 2001)
2001,081004,081012,F,studio,fuori,18,giornaliero (censimento 2001)
2001,081004,081012,M,lavoro,fuori,65,giornaliero (censimento 2001)
2001,081004,081012,M,studio,fuori,50,giornaliero (censimento 2001)
2001,081004,081013,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081014,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081015,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081004,081015,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,081015,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,081004,081016,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,081017,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081018,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081004,081018,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,081018,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,081004,081019,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081004,081019,M,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081004,081021,F,lavoro,fuori,14,giornaliero (censimento 2001)
2001,081004,081021,F,studio,fuori,11,giornaliero (censimento 2001)
2001,081004,081021,M,lavoro,fuori,23,giornaliero (censimento 2001)
2001,081004,081021,M,studio,fuori,3,giornaliero (censimento 2001)
2001,081004,081023,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,081024,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,081024,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,081024,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,082006,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,082006,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,082006,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,082021,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,082043,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,082045,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,082053,F,lavoro,fuori,10,giornaliero (censimento 2001)
2001,081004,082053,F,studio,fuori,20,giornaliero (censimento 2001)
2001,081004,082053,M,lavoro,fuori,30,giornaliero (censimento 2001)
2001,081004,082053,M,studio,fuori,11,giornaliero (censimento 2001)
2001,081004,082054,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,082063,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,082070,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,084001,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,084001,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,084003,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,084021,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,084023,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,084033,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,084034,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081004,084038,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081004,084038,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081004,084041,M,lavoro,fuori,9,giornaliero (censimento 2001)
2001,081004,084041,M,studio,fuori,3,giornaliero (censimento 2001)
2001,081005,081001,F,lavoro,fuori,104,giornaliero (censimento 2001)
2001,081005,081001,F,studio,fuori,106,giornaliero (censimento 2001)
2001,081005,081001,M,lavoro,fuori,171,giornaliero (censimento 2001)
2001,081005,081001,M,studio,fuori,86,giornaliero (censimento 2001)
2001,081005,081002,F,lavoro,fuori,10,giornaliero (censimento 2001)
2001,081005,081002,M,lavoro,fuori,11,giornaliero (censimento 2001)
2001,081005,081002,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081005,081003,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081005,081003,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081005,081003,M,lavoro,fuori,19,giornaliero (censimento 2001)
2001,081005,081003,M,studio,fuori,24,giornaliero (censimento 2001)
2001,081005,081005,F,lavoro,dentro,723,giornaliero (censimento 2001)
2001,081005,081005,F,studio,dentro,1094,giornaliero (censimento 2001)
2001,081005,081005,M,lavoro,dentro,1330,giornaliero (censimento 2001)
2001,081005,081005,M,studio,dentro,1104,giornaliero (censimento 2001)
2001,081005,081006,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081005,081006,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081005,081007,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081005,081007,M,lavoro,fuori,12,giornaliero (censimento 2001)
2001,081005,081007,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081005,081008,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081005,081008,F,studio,fuori,4,giornaliero (censimento 2001)
2001,081005,081008,M,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081005,081008,M,studio,fuori,6,giornaliero (censimento 2001)
2001,081005,081010,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081010,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081011,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081011,M,lavoro,fuori,10,giornaliero (censimento 2001)
2001,081005,081012,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081012,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081005,081012,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081005,081013,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081013,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,081015,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081005,081016,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081018,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,081018,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,081005,081018,M,studio,fuori,2,giornaliero (censimento 2001)
2001,081005,081019,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081019,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,081020,F,lavoro,fuori,11,giornaliero (censimento 2001)
2001,081005,081020,F,studio,fuori,1,giornaliero (censimento 2001)
2001,081005,081020,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,081021,F,lavoro,fuori,35,giornaliero (censimento 2001)
2001,081005,081021,F,studio,fuori,41,giornaliero (censimento 2001)
2001,081005,081021,M,lavoro,fuori,125,giornaliero (censimento 2001)
2001,081005,081021,M,studio,fuori,23,giornaliero (censimento 2001)
2001,081005,081022,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081005,081022,F,studio,fuori,5,giornaliero (censimento 2001)
2001,081005,081022,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,081005,081022,M,studio,fuori,3,giornaliero (censimento 2001)
2001,081005,081023,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,081023,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,081005,082007,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,082007,F,studio,fuori,2,giornaliero (censimento 2001)
2001,081005,082007,M,lavoro,fuori,8,giornaliero (censimento 2001)
2001,081005,082013,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,082020,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,082021,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,081005,082021,M,lavoro,fuori,9,giornaliero (censimento 2001)
2001,081005,082021,M,studio,fuori,1,giornaliero (censimento 2001)
2001,081005,082031,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,082031,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081005,082049,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081005,082050,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,082050,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,081005,082053,F,lavoro,fuori,37,giornaliero (censimento 2001)
2001,081005,082053,F,studio,fuori,32,giornaliero (censimento 2001)
2001,081005,082053,M,lavoro,fuori,85,giornaliero (censimento 2001)
2001,081005,082053,M,studio,fuori,46,giornaliero (censimento 2001)
2001,081005,082054,F,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081005,082054,M,lavoro,fuori,13,giornaliero (censimento 2001)
2001,081005,082064,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,081005,082071,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,081005,082071,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081005,082074,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,081005,084011,M,lavoro,fuori,1,giornaliero (censimento 2001)
