anno,origine,destinazione,genere,motivo,luogo,persone,definizione
2001,087024,087042,M,lavoro,fuori,22,giornaliero (censimento 2001)
2001,087024,087042,M,studio,fuori,4,giornaliero (censimento 2001)
2001,087024,087044,F,lavoro,fuori,21,giornaliero (censimento 2001)
2001,087024,087044,F,studio,fuori,15,giornaliero (censimento 2001)
2001,087024,087044,M,lavoro,fuori,14,giornaliero (censimento 2001)
2001,087024,087044,M,studio,fuori,11,giornaliero (censimento 2001)
2001,087024,087045,F,lavoro,fuori,44,giornaliero (censimento 2001)
2001,087024,087045,F,studio,fuori,63,giornaliero (censimento 2001)
2001,087024,087045,M,lavoro,fuori,59,giornaliero (censimento 2001)
2001,087024,087045,M,studio,fuori,59,giornaliero (censimento 2001)
2001,087024,087047,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087024,087047,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087024,087047,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087024,087048,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,087048,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087024,087049,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087024,087050,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087024,087050,F,studio,fuori,5,giornaliero (censimento 2001)
2001,087024,087050,M,lavoro,fuori,12,giornaliero (censimento 2001)
2001,087024,087050,M,studio,fuori,3,giornaliero (censimento 2001)
2001,087024,087051,F,lavoro,fuori,46,giornaliero (censimento 2001)
2001,087024,087051,F,studio,fuori,24,giornaliero (censimento 2001)
2001,087024,087051,M,lavoro,fuori,59,giornaliero (censimento 2001)
2001,087024,087051,M,studio,fuori,35,giornaliero (censimento 2001)
2001,087024,087052,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087024,087052,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,087024,087052,M,studio,fuori,3,giornaliero (censimento 2001)
2001,087024,087053,F,lavoro,fuori,7,giornaliero (censimento 2001)
2001,087024,087053,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087024,087053,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087024,087054,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087024,087055,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,087055,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087024,087058,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,087058,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087024,088008,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,088009,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,088009,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087024,089001,M,lavoro,fuori,17,giornaliero (censimento 2001)
2001,087024,089006,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,089009,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,089011,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087024,089011,M,lavoro,fuori,39,giornaliero (censimento 2001)
2001,087024,089011,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087024,089013,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,089017,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087024,089017,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087024,089017,M,lavoro,fuori,18,giornaliero (censimento 2001)
2001,087024,089021,M,lavoro,fuori,10,giornaliero (censimento 2001)
2001,087025,082053,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087025,083005,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,083009,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,083048,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087025,083072,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,083097,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,085004,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087025,085007,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,086009,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087003,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087004,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087005,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087025,087007,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087011,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087025,087011,F,studio,fuori,13,giornaliero (censimento 2001)
2001,087025,087011,M,lavoro,fuori,12,giornaliero (censimento 2001)
2001,087025,087011,M,studio,fuori,20,giornaliero (censimento 2001)
2001,087025,087012,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087015,F,lavoro,fuori,34,giornaliero (censimento 2001)
2001,087025,087015,F,studio,fuori,80,giornaliero (censimento 2001)
2001,087025,087015,M,lavoro,fuori,141,giornaliero (censimento 2001)
2001,087025,087015,M,studio,fuori,76,giornaliero (censimento 2001)
2001,087025,087017,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087025,087017,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087017,M,studio,fuori,9,giornaliero (censimento 2001)
2001,087025,087018,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087018,F,studio,fuori,5,giornaliero (censimento 2001)
2001,087025,087018,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087018,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087025,087019,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087025,F,lavoro,dentro,240,giornaliero (censimento 2001)
2001,087025,087025,F,studio,dentro,538,giornaliero (censimento 2001)
2001,087025,087025,M,lavoro,dentro,538,giornaliero (censimento 2001)
2001,087025,087025,M,studio,dentro,587,giornaliero (censimento 2001)
2001,087025,087027,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087027,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087025,087027,M,lavoro,fuori,6,giornaliero (censimento 2001)
2001,087025,087029,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087029,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087030,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087032,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087025,087032,M,lavoro,fuori,25,giornaliero (censimento 2001)
2001,087025,087034,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087025,087035,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087036,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087037,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087037,M,lavoro,fuori,10,giornaliero (censimento 2001)
2001,087025,087041,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087025,087041,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087025,087045,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087048,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087049,F,lavoro,fuori,22,giornaliero (censimento 2001)
2001,087025,087049,F,studio,fuori,64,giornaliero (censimento 2001)
2001,087025,087049,M,lavoro,fuori,67,giornaliero (censimento 2001)
2001,087025,087049,M,studio,fuori,29,giornaliero (censimento 2001)
2001,087025,087050,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087025,087054,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,087054,M,lavoro,fuori,13,giornaliero (censimento 2001)
2001,087025,087054,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087025,087055,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,087056,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,088001,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087025,088003,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,088009,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087025,088009,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,088012,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,089001,M,lavoro,fuori,9,giornaliero (censimento 2001)
2001,087025,089006,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087025,089010,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,089011,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087025,089011,M,lavoro,fuori,53,giornaliero (censimento 2001)
2001,087025,089011,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087025,089012,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,089013,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,089017,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087025,089017,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087025,089017,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087025,089021,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087026,083038,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,083097,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087026,087001,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087004,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087004,F,studio,fuori,4,giornaliero (censimento 2001)
2001,087026,087004,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087004,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087026,087007,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087026,087015,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,087026,087015,F,studio,fuori,9,giornaliero (censimento 2001)
2001,087026,087015,M,lavoro,fuori,15,giornaliero (censimento 2001)
2001,087026,087015,M,studio,fuori,8,giornaliero (censimento 2001)
2001,087026,087016,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087026,087017,F,lavoro,fuori,13,giornaliero (censimento 2001)
2001,087026,087017,F,studio,fuori,20,giornaliero (censimento 2001)
2001,087026,087017,M,lavoro,fuori,16,giornaliero (censimento 2001)
2001,087026,087017,M,studio,fuori,24,giornaliero (censimento 2001)
2001,087026,087018,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087021,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087023,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087026,087026,F,lavoro,dentro,32,giornaliero (censimento 2001)
2001,087026,087026,F,studio,dentro,38,giornaliero (censimento 2001)
2001,087026,087026,M,lavoro,dentro,49,giornaliero (censimento 2001)
2001,087026,087026,M,studio,dentro,50,giornaliero (censimento 2001)
2001,087026,087030,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087031,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087031,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087026,087033,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087035,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087035,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087037,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087039,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087026,087039,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087026,087039,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087026,087040,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087041,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087026,087046,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087046,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087048,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087048,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087026,087048,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,087026,087051,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087026,087055,F,lavoro,fuori,8,giornaliero (censimento 2001)
2001,087026,087055,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087026,087055,M,lavoro,fuori,8,giornaliero (censimento 2001)
2001,087026,087055,M,studio,fuori,3,giornaliero (censimento 2001)
2001,087027,082036,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,083032,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,083048,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087027,086009,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087027,087003,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087004,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087006,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087007,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087007,M,lavoro,fuori,11,giornaliero (censimento 2001)
2001,087027,087011,F,lavoro,fuori,21,giornaliero (censimento 2001)
2001,087027,087011,F,studio,fuori,85,giornaliero (censimento 2001)
2001,087027,087011,M,lavoro,fuori,64,giornaliero (censimento 2001)
2001,087027,087011,M,studio,fuori,71,giornaliero (censimento 2001)
2001,087027,087013,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087015,F,lavoro,fuori,9,giornaliero (censimento 2001)
2001,087027,087015,F,studio,fuori,13,giornaliero (censimento 2001)
2001,087027,087015,M,lavoro,fuori,45,giornaliero (censimento 2001)
2001,087027,087015,M,studio,fuori,20,giornaliero (censimento 2001)
2001,087027,087017,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087018,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,087027,087018,F,studio,fuori,8,giornaliero (censimento 2001)
2001,087027,087018,M,lavoro,fuori,20,giornaliero (censimento 2001)
2001,087027,087018,M,studio,fuori,15,giornaliero (censimento 2001)
2001,087027,087019,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087027,087020,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087025,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087027,087025,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087027,F,lavoro,dentro,220,giornaliero (censimento 2001)
2001,087027,087027,F,studio,dentro,319,giornaliero (censimento 2001)
2001,087027,087027,M,lavoro,dentro,492,giornaliero (censimento 2001)
2001,087027,087027,M,studio,dentro,369,giornaliero (censimento 2001)
2001,087027,087029,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087031,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087032,F,lavoro,fuori,9,giornaliero (censimento 2001)
2001,087027,087032,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087027,087032,M,lavoro,fuori,16,giornaliero (censimento 2001)
2001,087027,087032,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087027,087037,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087043,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087043,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087027,087044,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087045,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087027,087049,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087049,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087027,087049,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087027,087054,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087027,087056,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,087056,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,088002,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087027,088003,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,088009,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087027,088012,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087027,089001,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087027,089011,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087027,089021,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,084021,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,085004,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,085007,M,lavoro,fuori,16,giornaliero (censimento 2001)
2001,087028,085007,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,085013,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,085015,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,086002,M,lavoro,fuori,7,giornaliero (censimento 2001)
2001,087028,086002,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,086009,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,086009,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087028,086009,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087028,086012,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,086014,F,lavoro,fuori,9,giornaliero (censimento 2001)
2001,087028,086014,F,studio,fuori,59,giornaliero (censimento 2001)
2001,087028,086014,M,lavoro,fuori,44,giornaliero (censimento 2001)
2001,087028,086014,M,studio,fuori,41,giornaliero (censimento 2001)
2001,087028,087007,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087011,F,lavoro,fuori,27,giornaliero (censimento 2001)
2001,087028,087011,F,studio,fuori,69,giornaliero (censimento 2001)
2001,087028,087011,M,lavoro,fuori,86,giornaliero (censimento 2001)
2001,087028,087011,M,studio,fuori,99,giornaliero (censimento 2001)
2001,087028,087015,F,lavoro,fuori,7,giornaliero (censimento 2001)
2001,087028,087015,F,studio,fuori,18,giornaliero (censimento 2001)
2001,087028,087015,M,lavoro,fuori,22,giornaliero (censimento 2001)
2001,087028,087015,M,studio,fuori,4,giornaliero (censimento 2001)
2001,087028,087018,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087028,F,lavoro,dentro,179,giornaliero (censimento 2001)
2001,087028,087028,F,studio,dentro,366,giornaliero (censimento 2001)
2001,087028,087028,M,lavoro,dentro,379,giornaliero (censimento 2001)
2001,087028,087028,M,studio,dentro,341,giornaliero (censimento 2001)
2001,087028,087030,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087030,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087032,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087028,087032,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087028,087036,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087038,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,087040,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087028,087040,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,087040,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087041,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087043,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087028,087043,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087028,087043,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087028,087043,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,087049,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087049,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,087051,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087028,088001,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087028,088003,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087028,088012,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,089012,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087028,089021,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,080057,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,080063,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087029,080063,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,080069,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,082006,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,082035,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083017,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087029,083028,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083032,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,083038,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083048,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083048,F,studio,fuori,3,giornaliero (censimento 2001)
2001,087029,083048,M,lavoro,fuori,20,giornaliero (censimento 2001)
2001,087029,083048,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,083064,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083083,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,083089,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083097,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,083097,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,083102,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,084001,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,085003,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,085004,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,085004,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,085004,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,085007,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087029,085007,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,085016,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,086001,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,086001,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,086007,M,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087029,086008,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,086009,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087029,086009,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,086009,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087029,086010,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,086014,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,086018,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,086018,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087001,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087002,F,lavoro,fuori,9,giornaliero (censimento 2001)
2001,087029,087002,F,studio,fuori,4,giornaliero (censimento 2001)
2001,087029,087002,M,lavoro,fuori,21,giornaliero (censimento 2001)
2001,087029,087002,M,studio,fuori,2,giornaliero (censimento 2001)
2001,087029,087003,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087029,087003,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087029,087003,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087004,F,lavoro,fuori,11,giornaliero (censimento 2001)
2001,087029,087004,F,studio,fuori,4,giornaliero (censimento 2001)
2001,087029,087004,M,lavoro,fuori,36,giornaliero (censimento 2001)
2001,087029,087004,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087005,F,lavoro,fuori,6,giornaliero (censimento 2001)
2001,087029,087005,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087005,M,lavoro,fuori,19,giornaliero (censimento 2001)
2001,087029,087005,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087006,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087029,087006,M,lavoro,fuori,15,giornaliero (censimento 2001)
2001,087029,087007,F,lavoro,fuori,29,giornaliero (censimento 2001)
2001,087029,087007,F,studio,fuori,5,giornaliero (censimento 2001)
2001,087029,087007,M,lavoro,fuori,232,giornaliero (censimento 2001)
2001,087029,087007,M,studio,fuori,9,giornaliero (censimento 2001)
2001,087029,087008,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,087008,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087029,087008,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087009,F,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087029,087009,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087009,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,087009,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087011,F,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087029,087011,M,lavoro,fuori,5,giornaliero (censimento 2001)
2001,087029,087012,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087029,087012,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087012,M,lavoro,fuori,18,giornaliero (censimento 2001)
2001,087029,087012,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087013,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087013,M,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,087014,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,087015,F,lavoro,fuori,1096,giornaliero (censimento 2001)
2001,087029,087015,F,studio,fuori,2069,giornaliero (censimento 2001)
2001,087029,087015,M,lavoro,fuori,2991,giornaliero (censimento 2001)
2001,087029,087015,M,studio,fuori,1957,giornaliero (censimento 2001)
2001,087029,087016,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087017,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087017,F,studio,fuori,2,giornaliero (censimento 2001)
2001,087029,087017,M,lavoro,fuori,14,giornaliero (censimento 2001)
2001,087029,087017,M,studio,fuori,6,giornaliero (censimento 2001)
2001,087029,087018,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087019,F,lavoro,fuori,14,giornaliero (censimento 2001)
2001,087029,087019,F,studio,fuori,40,giornaliero (censimento 2001)
2001,087029,087019,M,lavoro,fuori,56,giornaliero (censimento 2001)
2001,087029,087019,M,studio,fuori,31,giornaliero (censimento 2001)
2001,087029,087022,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087024,F,lavoro,fuori,16,giornaliero (censimento 2001)
2001,087029,087024,F,studio,fuori,5,giornaliero (censimento 2001)
2001,087029,087024,M,lavoro,fuori,42,giornaliero (censimento 2001)
2001,087029,087024,M,studio,fuori,3,giornaliero (censimento 2001)
2001,087029,087025,F,lavoro,fuori,2,giornaliero (censimento 2001)
2001,087029,087026,F,studio,fuori,3,giornaliero (censimento 2001)
2001,087029,087026,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087029,087026,M,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087027,F,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087027,M,lavoro,fuori,1,giornaliero (censimento 2001)
2001,087029,087029,F,lavoro,dentro,1028,giornaliero (censimento 2001)
2001,087029,087029,F,studio,dentro,2972,giornaliero (censimento 2001)
2001,087029,087029,M,lavoro,dentro,2552,giornaliero (censimento 2001)
2001,087029,087029,M,studio,dentro,3025,giornaliero (censimento 2001)
2001,087029,087030,F,lavoro,fuori,45,giornaliero (censimento 2001)
2001,087029,087030,F,studio,fuori,7,giornaliero (censimento 2001)
2001,087029,087030,M,lavoro,fuori,262,giornaliero (censimento 2001)
2001,087029,087030,M,studio,fuori,16,giornaliero (censimento 2001)
2001,087029,087031,F,lavoro,fuori,4,giornaliero (censimento 2001)
2001,087029,087031,F,studio,fuori,1,giornaliero (censimento 2001)
2001,087029,087031,M,lavoro,fuori,3,giornaliero (censimento 2001)
2001,087029,087031,M,studio,fuori,3,giornaliero (censimento 2001)
