territorio,anno,eta,genere,popolazione,almeno_diploma_%,solo_diploma_%,terziario_%,nome_territorio,ruolo
082006,2022,Y25-49,M,8320.0,58.738,42.6683,16.0697,Bagheria,confronto
082006,2022,Y25-49,T,16870.0,61.2152,41.4167,19.7985,Bagheria,confronto
082006,2022,Y50-64,F,6082.0,41.1707,29.5791,11.5916,Bagheria,confronto
082006,2022,Y50-64,M,5498.0,41.506,30.5384,10.9676,Bagheria,confronto
082006,2022,Y50-64,T,11580.0,41.3299,30.0345,11.2953,Bagheria,confronto
082006,2022,Y9-24,F,4413.0,32.1777,29.0959,3.0818,Bagheria,confronto
082006,2022,Y9-24,M,4800.0,28.8542,26.6042,2.25,Bagheria,confronto
082006,2022,Y9-24,T,9213.0,30.4461,27.7977,2.6484,Bagheria,confronto
082006,2022,Y_GE65,F,6103.0,21.3665,14.1242,7.2423,Bagheria,confronto
082006,2022,Y_GE65,M,4874.0,27.1851,18.7526,8.4325,Bagheria,confronto
082006,2022,Y_GE65,T,10977.0,23.9501,16.1793,7.7708,Bagheria,confronto
082006,2023,Y25-49,F,8383.0,64.1656,40.2958,23.8697,Bagheria,confronto
082006,2023,Y25-49,M,8244.0,58.7579,42.819,15.9389,Bagheria,confronto
082006,2023,Y25-49,T,16627.0,61.4843,41.5469,19.9375,Bagheria,confronto
082006,2023,Y50-64,F,6154.0,41.3065,29.5255,11.781,Bagheria,confronto
082006,2023,Y50-64,M,5515.0,40.4533,29.175,11.2783,Bagheria,confronto
082006,2023,Y50-64,T,11669.0,40.9032,29.3598,11.5434,Bagheria,confronto
082006,2023,Y9-24,F,4402.0,32.5988,29.0777,3.5211,Bagheria,confronto
082006,2023,Y9-24,M,4756.0,28.6796,26.4087,2.2708,Bagheria,confronto
082006,2023,Y9-24,T,9158.0,30.5634,27.6916,2.8718,Bagheria,confronto
082006,2023,Y_GE65,F,6176.0,22.3931,14.7992,7.5939,Bagheria,confronto
082006,2023,Y_GE65,M,4983.0,27.4333,18.7036,8.7297,Bagheria,confronto
082006,2023,Y_GE65,T,11159.0,24.6438,16.5427,8.1011,Bagheria,confronto
082006,2024,Y25-49,F,8267.0,65.1506,40.4863,24.6643,Bagheria,confronto
082006,2024,Y25-49,M,8189.000000000001,59.5799,43.2654,16.3146,Bagheria,confronto
082006,2024,Y25-49,T,16456.0,62.3785,41.8692,20.5092,Bagheria,confronto
082006,2024,Y50-64,F,6211.0,42.3442,30.1884,12.1559,Bagheria,confronto
082006,2024,Y50-64,M,5532.000000000001,41.3051,29.9892,11.316,Bagheria,confronto
082006,2024,Y50-64,T,11743.0,41.8547,30.0945,11.7602,Bagheria,confronto
082006,2024,Y9-24,F,4393.0,33.4396,29.9795,3.4601,Bagheria,confronto
082006,2024,Y9-24,M,4770.0,29.2453,27.0231,2.2222,Bagheria,confronto
082006,2024,Y9-24,T,9163.0,31.2561,28.4405,2.8157,Bagheria,confronto
082006,2024,Y_GE65,F,6305.000000000002,23.4576,15.4956,7.9619,Bagheria,confronto
082006,2024,Y_GE65,M,5127.0,28.4377,19.5046,8.9331,Bagheria,confronto
