territorio,nome_territorio,anno,genere,stato,quota,persone,destinazione
ITG1,Sicilia,2024,T,altra condizione,9.1,46068.7,fuori e non in cerca
082006,Bagheria,2018,F,pensione,0.1,2.0,fuori e non in cerca
082006,Bagheria,2018,M,pensione,0.2,6.0,fuori e non in cerca
082006,Bagheria,2018,T,pensione,0.1,8.0,fuori e non in cerca
082006,Bagheria,2019,F,pensione,0.1,2.0,fuori e non in cerca
082006,Bagheria,2019,M,pensione,0.3,9.0,fuori e non in cerca
082006,Bagheria,2019,T,pensione,0.2,11.0,fuori e non in cerca
082006,Bagheria,2021,F,pensione,0.1,1.9,fuori e non in cerca
082006,Bagheria,2021,M,pensione,0.3,8.1,fuori e non in cerca
082006,Bagheria,2021,T,pensione,0.2,10.1,fuori e non in cerca
082006,Bagheria,2022,F,pensione,0.1,2.1,fuori e non in cerca
082006,Bagheria,2022,M,pensione,0.3,9.8,fuori e non in cerca
082006,Bagheria,2022,T,pensione,0.2,11.9,fuori e non in cerca
082006,Bagheria,2023,F,pensione,0.1,1.6,fuori e non in cerca
082006,Bagheria,2023,M,pensione,0.3,8.2,fuori e non in cerca
082006,Bagheria,2023,T,pensione,0.2,9.8,fuori e non in cerca
082006,Bagheria,2024,F,pensione,0.1,2.8,fuori e non in cerca
082006,Bagheria,2024,M,pensione,0.4,13.1,fuori e non in cerca
082006,Bagheria,2024,T,pensione,0.3,16.0,fuori e non in cerca
082053,Palermo,2018,F,pensione,0.1,22.0,fuori e non in cerca
082053,Palermo,2018,M,pensione,0.2,61.0,fuori e non in cerca
082053,Palermo,2018,T,pensione,0.1,83.0,fuori e non in cerca
082053,Palermo,2019,F,pensione,0.1,24.0,fuori e non in cerca
082053,Palermo,2019,M,pensione,0.2,87.0,fuori e non in cerca
082053,Palermo,2019,T,pensione,0.2,111.0,fuori e non in cerca
082053,Palermo,2021,F,pensione,0.1,17.9,fuori e non in cerca
082053,Palermo,2021,M,pensione,0.2,65.3,fuori e non in cerca
082053,Palermo,2021,T,pensione,0.1,83.2,fuori e non in cerca
082053,Palermo,2022,F,pensione,0.1,21.6,fuori e non in cerca
082053,Palermo,2022,M,pensione,0.3,91.8,fuori e non in cerca
082053,Palermo,2022,T,pensione,0.2,113.4,fuori e non in cerca
082053,Palermo,2023,F,pensione,0.1,19.0,fuori e non in cerca
082053,Palermo,2023,M,pensione,0.3,92.1,fuori e non in cerca
082053,Palermo,2023,T,pensione,0.2,111.1,fuori e non in cerca
082053,Palermo,2024,F,pensione,0.1,30.3,fuori e non in cerca
082053,Palermo,2024,M,pensione,0.4,140.7,fuori e non in cerca
082053,Palermo,2024,T,pensione,0.3,171.0,fuori e non in cerca
IT,Italia,2018,F,pensione,0.1,2139.0,fuori e non in cerca
IT,Italia,2018,M,pensione,0.1,4255.0,fuori e non in cerca
IT,Italia,2018,T,pensione,0.1,6394.0,fuori e non in cerca
IT,Italia,2019,F,pensione,0.1,2581.0,fuori e non in cerca
IT,Italia,2019,M,pensione,0.2,5660.0,fuori e non in cerca
IT,Italia,2019,T,pensione,0.1,8241.0,fuori e non in cerca
IT,Italia,2021,F,pensione,0.1,2648.6,fuori e non in cerca
IT,Italia,2021,M,pensione,0.2,6289.6,fuori e non in cerca
IT,Italia,2021,T,pensione,0.2,8938.3,fuori e non in cerca
IT,Italia,2022,F,pensione,0.1,2900.8,fuori e non in cerca
IT,Italia,2022,M,pensione,0.3,7723.4,fuori e non in cerca
IT,Italia,2022,T,pensione,0.2,10624.2,fuori e non in cerca
IT,Italia,2023,F,pensione,0.1,2710.8,fuori e non in cerca
IT,Italia,2023,M,pensione,0.2,7490.7,fuori e non in cerca
IT,Italia,2023,T,pensione,0.2,10201.5,fuori e non in cerca
IT,Italia,2024,F,pensione,0.1,2496.7,fuori e non in cerca
IT,Italia,2024,M,pensione,0.3,7893.8,fuori e non in cerca
IT,Italia,2024,T,pensione,0.2,10390.6,fuori e non in cerca
ITG1,Sicilia,2018,F,pensione,0.1,226.0,fuori e non in cerca
ITG1,Sicilia,2018,M,pensione,0.2,638.0,fuori e non in cerca
ITG1,Sicilia,2018,T,pensione,0.2,864.0,fuori e non in cerca
ITG1,Sicilia,2019,F,pensione,0.1,269.0,fuori e non in cerca
ITG1,Sicilia,2019,M,pensione,0.3,902.0,fuori e non in cerca
ITG1,Sicilia,2019,T,pensione,0.2,1171.0,fuori e non in cerca
ITG1,Sicilia,2021,F,pensione,0.1,190.8,fuori e non in cerca
ITG1,Sicilia,2021,M,pensione,0.3,694.7,fuori e non in cerca
ITG1,Sicilia,2021,T,pensione,0.2,885.5,fuori e non in cerca
ITG1,Sicilia,2022,F,pensione,0.1,243.0,fuori e non in cerca
ITG1,Sicilia,2022,M,pensione,0.4,974.0,fuori e non in cerca
ITG1,Sicilia,2022,T,pensione,0.2,1217.0,fuori e non in cerca
ITG1,Sicilia,2023,F,pensione,0.1,169.6,fuori e non in cerca
ITG1,Sicilia,2023,M,pensione,0.3,805.1,fuori e non in cerca
ITG1,Sicilia,2023,T,pensione,0.2,974.7,fuori e non in cerca
ITG1,Sicilia,2024,F,pensione,0.1,255.0,fuori e non in cerca
ITG1,Sicilia,2024,M,pensione,0.5,1246.6,fuori e non in cerca
ITG1,Sicilia,2024,T,pensione,0.3,1501.6,fuori e non in cerca
