territorio,anno,genere,eta,eta_anni,stato_civile,cittadinanza,valore
082006,2022,T,Y96,96.0,ALL,TOTAL,18
082006,2023,T,Y96,96.0,ALL,TOTAL,21
082006,2024,T,Y96,96.0,ALL,TOTAL,16
082006,2021,T,Y97,97.0,ALL,ITL,17
082006,2022,T,Y97,97.0,ALL,ITL,17
082006,2023,T,Y97,97.0,ALL,ITL,9
082006,2024,T,Y97,97.0,ALL,ITL,20
082006,2021,T,Y97,97.0,ALL,TOTAL,17
082006,2022,T,Y97,97.0,ALL,TOTAL,17
082006,2023,T,Y97,97.0,ALL,TOTAL,9
082006,2024,T,Y97,97.0,ALL,TOTAL,20
082006,2021,T,Y98,98.0,ALL,ITL,7
082006,2022,T,Y98,98.0,ALL,ITL,7
082006,2023,T,Y98,98.0,ALL,ITL,13
082006,2024,T,Y98,98.0,ALL,ITL,7
082006,2021,T,Y98,98.0,ALL,TOTAL,7
082006,2022,T,Y98,98.0,ALL,TOTAL,7
082006,2023,T,Y98,98.0,ALL,TOTAL,13
082006,2024,T,Y98,98.0,ALL,TOTAL,7
082006,2021,T,Y99,99.0,ALL,ITL,5
082006,2022,T,Y99,99.0,ALL,ITL,6
082006,2023,T,Y99,99.0,ALL,ITL,4
082006,2024,T,Y99,99.0,ALL,ITL,11
082006,2021,T,Y99,99.0,ALL,TOTAL,5
082006,2022,T,Y99,99.0,ALL,TOTAL,6
082006,2023,T,Y99,99.0,ALL,TOTAL,4
082006,2024,T,Y99,99.0,ALL,TOTAL,11
082053,2018,F,TOTAL,,ALL,FRGAPO,12086
082053,2019,F,TOTAL,,ALL,FRGAPO,12157
082053,2020,F,TOTAL,,ALL,FRGAPO,12694
082053,2021,F,TOTAL,,ALL,FRGAPO,12078
082053,2022,F,TOTAL,,ALL,FRGAPO,12372
082053,2023,F,TOTAL,,ALL,FRGAPO,12480
082053,2024,F,TOTAL,,ALL,FRGAPO,12738
082053,2018,F,TOTAL,,ALL,ITL,328932
082053,2019,F,TOTAL,,ALL,ITL,326235
082053,2020,F,TOTAL,,ALL,ITL,321343
082053,2021,F,TOTAL,,ALL,ITL,319510
082053,2022,F,TOTAL,,ALL,ITL,317856
082053,2023,F,TOTAL,,ALL,ITL,316578
082053,2024,F,TOTAL,,ALL,ITL,315457
082053,2018,F,TOTAL,,ALL,TOTAL,341018
082053,2019,F,TOTAL,,ALL,TOTAL,338392
082053,2020,F,TOTAL,,ALL,TOTAL,334037
082053,2021,F,TOTAL,,ALL,TOTAL,331588
082053,2022,F,TOTAL,,ALL,TOTAL,330228
082053,2023,F,TOTAL,,ALL,TOTAL,329058
082053,2024,F,TOTAL,,ALL,TOTAL,328195
082053,2018,F,Y_GE100,,ALL,ITL,100
082053,2019,F,Y_GE100,,ALL,ITL,100
082053,2020,F,Y_GE100,,ALL,ITL,106
082053,2021,F,Y_GE100,,ALL,ITL,108
082053,2022,F,Y_GE100,,ALL,ITL,107
082053,2023,F,Y_GE100,,ALL,ITL,114
082053,2024,F,Y_GE100,,ALL,ITL,122
082053,2018,F,Y_GE100,,ALL,TOTAL,100
082053,2019,F,Y_GE100,,ALL,TOTAL,100
082053,2020,F,Y_GE100,,ALL,TOTAL,106
082053,2021,F,Y_GE100,,ALL,TOTAL,108
082053,2022,F,Y_GE100,,ALL,TOTAL,107
082053,2023,F,Y_GE100,,ALL,TOTAL,114
082053,2024,F,Y_GE100,,ALL,TOTAL,122
082053,2021,F,Y0,0.0,ALL,FRGAPO,155
082053,2022,F,Y0,0.0,ALL,FRGAPO,144
082053,2023,F,Y0,0.0,ALL,FRGAPO,152
082053,2024,F,Y0,0.0,ALL,FRGAPO,120
082053,2021,F,Y0,0.0,ALL,ITL,2295
082053,2022,F,Y0,0.0,ALL,ITL,2259
082053,2023,F,Y0,0.0,ALL,ITL,2172
082053,2024,F,Y0,0.0,ALL,ITL,2068
082053,2021,F,Y0,0.0,ALL,TOTAL,2450
082053,2022,F,Y0,0.0,ALL,TOTAL,2403
082053,2023,F,Y0,0.0,ALL,TOTAL,2324
082053,2024,F,Y0,0.0,ALL,TOTAL,2188
082053,2021,F,Y1,1.0,ALL,FRGAPO,146
082053,2022,F,Y1,1.0,ALL,FRGAPO,150
082053,2023,F,Y1,1.0,ALL,FRGAPO,139
082053,2024,F,Y1,1.0,ALL,FRGAPO,153
082053,2021,F,Y1,1.0,ALL,ITL,2363
082053,2022,F,Y1,1.0,ALL,ITL,2304
082053,2023,F,Y1,1.0,ALL,ITL,2301
082053,2024,F,Y1,1.0,ALL,ITL,2189
082053,2021,F,Y1,1.0,ALL,TOTAL,2509
082053,2022,F,Y1,1.0,ALL,TOTAL,2454
082053,2023,F,Y1,1.0,ALL,TOTAL,2440
082053,2024,F,Y1,1.0,ALL,TOTAL,2342
082053,2021,F,Y10,10.0,ALL,FRGAPO,132
082053,2022,F,Y10,10.0,ALL,FRGAPO,147
082053,2023,F,Y10,10.0,ALL,FRGAPO,134
082053,2024,F,Y10,10.0,ALL,FRGAPO,140
082053,2021,F,Y10,10.0,ALL,ITL,2917
082053,2022,F,Y10,10.0,ALL,ITL,2885
082053,2023,F,Y10,10.0,ALL,ITL,2813
082053,2024,F,Y10,10.0,ALL,ITL,2745
082053,2021,F,Y10,10.0,ALL,TOTAL,3049
082053,2022,F,Y10,10.0,ALL,TOTAL,3032
082053,2023,F,Y10,10.0,ALL,TOTAL,2947
082053,2024,F,Y10,10.0,ALL,TOTAL,2885
082053,2021,F,Y11,11.0,ALL,FRGAPO,149
082053,2022,F,Y11,11.0,ALL,FRGAPO,132
082053,2023,F,Y11,11.0,ALL,FRGAPO,143
082053,2024,F,Y11,11.0,ALL,FRGAPO,121
082053,2021,F,Y11,11.0,ALL,ITL,3031
082053,2022,F,Y11,11.0,ALL,ITL,2927
082053,2023,F,Y11,11.0,ALL,ITL,2877
082053,2024,F,Y11,11.0,ALL,ITL,2827
082053,2021,F,Y11,11.0,ALL,TOTAL,3180
082053,2022,F,Y11,11.0,ALL,TOTAL,3059
082053,2023,F,Y11,11.0,ALL,TOTAL,3020
082053,2024,F,Y11,11.0,ALL,TOTAL,2948
082053,2021,F,Y12,12.0,ALL,FRGAPO,120
082053,2022,F,Y12,12.0,ALL,FRGAPO,148
082053,2023,F,Y12,12.0,ALL,FRGAPO,135
082053,2024,F,Y12,12.0,ALL,FRGAPO,143
082053,2021,F,Y12,12.0,ALL,ITL,3115
082053,2022,F,Y12,12.0,ALL,ITL,3042
082053,2023,F,Y12,12.0,ALL,ITL,2926
082053,2024,F,Y12,12.0,ALL,ITL,2873
082053,2021,F,Y12,12.0,ALL,TOTAL,3235
082053,2022,F,Y12,12.0,ALL,TOTAL,3190
082053,2023,F,Y12,12.0,ALL,TOTAL,3061
082053,2024,F,Y12,12.0,ALL,TOTAL,3016
082053,2021,F,Y13,13.0,ALL,FRGAPO,129
082053,2022,F,Y13,13.0,ALL,FRGAPO,117
082053,2023,F,Y13,13.0,ALL,FRGAPO,143
082053,2024,F,Y13,13.0,ALL,FRGAPO,142
082053,2021,F,Y13,13.0,ALL,ITL,3072
082053,2022,F,Y13,13.0,ALL,ITL,3105
082053,2023,F,Y13,13.0,ALL,ITL,3037
082053,2024,F,Y13,13.0,ALL,ITL,2934
082053,2021,F,Y13,13.0,ALL,TOTAL,3201
082053,2022,F,Y13,13.0,ALL,TOTAL,3222
082053,2023,F,Y13,13.0,ALL,TOTAL,3180
082053,2024,F,Y13,13.0,ALL,TOTAL,3076
082053,2021,F,Y14,14.0,ALL,FRGAPO,106
082053,2022,F,Y14,14.0,ALL,FRGAPO,134
082053,2023,F,Y14,14.0,ALL,FRGAPO,112
082053,2024,F,Y14,14.0,ALL,FRGAPO,144
082053,2021,F,Y14,14.0,ALL,ITL,3222
082053,2022,F,Y14,14.0,ALL,ITL,3088
082053,2023,F,Y14,14.0,ALL,ITL,3114
082053,2024,F,Y14,14.0,ALL,ITL,3025
082053,2021,F,Y14,14.0,ALL,TOTAL,3328
082053,2022,F,Y14,14.0,ALL,TOTAL,3222
082053,2023,F,Y14,14.0,ALL,TOTAL,3226
082053,2024,F,Y14,14.0,ALL,TOTAL,3169
082053,2021,F,Y15,15.0,ALL,FRGAPO,98
082053,2022,F,Y15,15.0,ALL,FRGAPO,104
082053,2023,F,Y15,15.0,ALL,FRGAPO,142
082053,2024,F,Y15,15.0,ALL,FRGAPO,114
082053,2021,F,Y15,15.0,ALL,ITL,3199
082053,2022,F,Y15,15.0,ALL,ITL,3221
082053,2023,F,Y15,15.0,ALL,ITL,3096
082053,2024,F,Y15,15.0,ALL,ITL,3135
082053,2021,F,Y15,15.0,ALL,TOTAL,3297
082053,2022,F,Y15,15.0,ALL,TOTAL,3325
082053,2023,F,Y15,15.0,ALL,TOTAL,3238
082053,2024,F,Y15,15.0,ALL,TOTAL,3249
082053,2021,F,Y16,16.0,ALL,FRGAPO,113
082053,2022,F,Y16,16.0,ALL,FRGAPO,99
082053,2023,F,Y16,16.0,ALL,FRGAPO,99
082053,2024,F,Y16,16.0,ALL,FRGAPO,143
082053,2021,F,Y16,16.0,ALL,ITL,3290
082053,2022,F,Y16,16.0,ALL,ITL,3218
082053,2023,F,Y16,16.0,ALL,ITL,3221
082053,2024,F,Y16,16.0,ALL,ITL,3095
082053,2021,F,Y16,16.0,ALL,TOTAL,3403
082053,2022,F,Y16,16.0,ALL,TOTAL,3317
082053,2023,F,Y16,16.0,ALL,TOTAL,3320
082053,2024,F,Y16,16.0,ALL,TOTAL,3238
082053,2021,F,Y17,17.0,ALL,FRGAPO,124
082053,2022,F,Y17,17.0,ALL,FRGAPO,112
082053,2023,F,Y17,17.0,ALL,FRGAPO,110
082053,2024,F,Y17,17.0,ALL,FRGAPO,105
082053,2021,F,Y17,17.0,ALL,ITL,3240
082053,2022,F,Y17,17.0,ALL,ITL,3296
082053,2023,F,Y17,17.0,ALL,ITL,3221
082053,2024,F,Y17,17.0,ALL,ITL,3245
082053,2021,F,Y17,17.0,ALL,TOTAL,3364
082053,2022,F,Y17,17.0,ALL,TOTAL,3408
082053,2023,F,Y17,17.0,ALL,TOTAL,3331
082053,2024,F,Y17,17.0,ALL,TOTAL,3350
082053,2021,F,Y18,18.0,ALL,FRGAPO,110
082053,2022,F,Y18,18.0,ALL,FRGAPO,122
082053,2023,F,Y18,18.0,ALL,FRGAPO,109
082053,2024,F,Y18,18.0,ALL,FRGAPO,87
082053,2021,F,Y18,18.0,ALL,ITL,2985
082053,2022,F,Y18,18.0,ALL,ITL,3229
082053,2023,F,Y18,18.0,ALL,ITL,3308
082053,2024,F,Y18,18.0,ALL,ITL,3244
082053,2021,F,Y18,18.0,ALL,TOTAL,3095
082053,2022,F,Y18,18.0,ALL,TOTAL,3351
082053,2023,F,Y18,18.0,ALL,TOTAL,3417
082053,2024,F,Y18,18.0,ALL,TOTAL,3331
082053,2021,F,Y19,19.0,ALL,FRGAPO,102
082053,2022,F,Y19,19.0,ALL,FRGAPO,102
082053,2023,F,Y19,19.0,ALL,FRGAPO,109
082053,2024,F,Y19,19.0,ALL,FRGAPO,110
082053,2021,F,Y19,19.0,ALL,ITL,3097
082053,2022,F,Y19,19.0,ALL,ITL,3002
082053,2023,F,Y19,19.0,ALL,ITL,3232
082053,2024,F,Y19,19.0,ALL,ITL,3309
082053,2021,F,Y19,19.0,ALL,TOTAL,3199
082053,2022,F,Y19,19.0,ALL,TOTAL,3104
082053,2023,F,Y19,19.0,ALL,TOTAL,3341
082053,2024,F,Y19,19.0,ALL,TOTAL,3419
082053,2021,F,Y2,2.0,ALL,FRGAPO,140
082053,2022,F,Y2,2.0,ALL,FRGAPO,145
082053,2023,F,Y2,2.0,ALL,FRGAPO,159
082053,2024,F,Y2,2.0,ALL,FRGAPO,148
082053,2021,F,Y2,2.0,ALL,ITL,2486
082053,2022,F,Y2,2.0,ALL,ITL,2357
082053,2023,F,Y2,2.0,ALL,ITL,2322
082053,2024,F,Y2,2.0,ALL,ITL,2284
082053,2021,F,Y2,2.0,ALL,TOTAL,2626
082053,2022,F,Y2,2.0,ALL,TOTAL,2502
082053,2023,F,Y2,2.0,ALL,TOTAL,2481
082053,2024,F,Y2,2.0,ALL,TOTAL,2432
082053,2021,F,Y20,20.0,ALL,FRGAPO,105
082053,2022,F,Y20,20.0,ALL,FRGAPO,113
082053,2023,F,Y20,20.0,ALL,FRGAPO,108
082053,2024,F,Y20,20.0,ALL,FRGAPO,116
082053,2021,F,Y20,20.0,ALL,ITL,3109
082053,2022,F,Y20,20.0,ALL,ITL,3107
082053,2023,F,Y20,20.0,ALL,ITL,3025
082053,2024,F,Y20,20.0,ALL,ITL,3218
082053,2021,F,Y20,20.0,ALL,TOTAL,3214
082053,2022,F,Y20,20.0,ALL,TOTAL,3220
082053,2023,F,Y20,20.0,ALL,TOTAL,3133
082053,2024,F,Y20,20.0,ALL,TOTAL,3334
082053,2021,F,Y21,21.0,ALL,FRGAPO,97
082053,2022,F,Y21,21.0,ALL,FRGAPO,114
082053,2023,F,Y21,21.0,ALL,FRGAPO,125
082053,2024,F,Y21,21.0,ALL,FRGAPO,117
082053,2021,F,Y21,21.0,ALL,ITL,3067
082053,2022,F,Y21,21.0,ALL,ITL,3089
082053,2023,F,Y21,21.0,ALL,ITL,3114
082053,2024,F,Y21,21.0,ALL,ITL,3063
082053,2021,F,Y21,21.0,ALL,TOTAL,3164
082053,2022,F,Y21,21.0,ALL,TOTAL,3203
082053,2023,F,Y21,21.0,ALL,TOTAL,3239
082053,2024,F,Y21,21.0,ALL,TOTAL,3180
082053,2021,F,Y22,22.0,ALL,FRGAPO,98
082053,2022,F,Y22,22.0,ALL,FRGAPO,107
082053,2023,F,Y22,22.0,ALL,FRGAPO,127
082053,2024,F,Y22,22.0,ALL,FRGAPO,132
082053,2021,F,Y22,22.0,ALL,ITL,3051
082053,2022,F,Y22,22.0,ALL,ITL,3089
082053,2023,F,Y22,22.0,ALL,ITL,3071
082053,2024,F,Y22,22.0,ALL,ITL,3095
082053,2021,F,Y22,22.0,ALL,TOTAL,3149
082053,2022,F,Y22,22.0,ALL,TOTAL,3196
082053,2023,F,Y22,22.0,ALL,TOTAL,3198
082053,2024,F,Y22,22.0,ALL,TOTAL,3227
082053,2021,F,Y23,23.0,ALL,FRGAPO,106
082053,2022,F,Y23,23.0,ALL,FRGAPO,117
082053,2023,F,Y23,23.0,ALL,FRGAPO,112
082053,2024,F,Y23,23.0,ALL,FRGAPO,128
082053,2021,F,Y23,23.0,ALL,ITL,3080
082053,2022,F,Y23,23.0,ALL,ITL,3049
082053,2023,F,Y23,23.0,ALL,ITL,3052
082053,2024,F,Y23,23.0,ALL,ITL,3067
082053,2021,F,Y23,23.0,ALL,TOTAL,3186
082053,2022,F,Y23,23.0,ALL,TOTAL,3166
082053,2023,F,Y23,23.0,ALL,TOTAL,3164
082053,2024,F,Y23,23.0,ALL,TOTAL,3195
082053,2021,F,Y24,24.0,ALL,FRGAPO,124
082053,2022,F,Y24,24.0,ALL,FRGAPO,122
082053,2023,F,Y24,24.0,ALL,FRGAPO,129
082053,2024,F,Y24,24.0,ALL,FRGAPO,128
082053,2021,F,Y24,24.0,ALL,ITL,3034
082053,2022,F,Y24,24.0,ALL,ITL,3063
082053,2023,F,Y24,24.0,ALL,ITL,3041
082053,2024,F,Y24,24.0,ALL,ITL,3021
082053,2021,F,Y24,24.0,ALL,TOTAL,3158
082053,2022,F,Y24,24.0,ALL,TOTAL,3185
082053,2023,F,Y24,24.0,ALL,TOTAL,3170
082053,2024,F,Y24,24.0,ALL,TOTAL,3149
082053,2021,F,Y25,25.0,ALL,FRGAPO,121
082053,2022,F,Y25,25.0,ALL,FRGAPO,135
082053,2023,F,Y25,25.0,ALL,FRGAPO,131
082053,2024,F,Y25,25.0,ALL,FRGAPO,147
082053,2021,F,Y25,25.0,ALL,ITL,3184
082053,2022,F,Y25,25.0,ALL,ITL,3009
082053,2023,F,Y25,25.0,ALL,ITL,3032
082053,2024,F,Y25,25.0,ALL,ITL,3033
082053,2021,F,Y25,25.0,ALL,TOTAL,3305
082053,2022,F,Y25,25.0,ALL,TOTAL,3144
082053,2023,F,Y25,25.0,ALL,TOTAL,3163
082053,2024,F,Y25,25.0,ALL,TOTAL,3180
082053,2021,F,Y26,26.0,ALL,FRGAPO,119
082053,2022,F,Y26,26.0,ALL,FRGAPO,131
082053,2023,F,Y26,26.0,ALL,FRGAPO,149
082053,2024,F,Y26,26.0,ALL,FRGAPO,138
082053,2021,F,Y26,26.0,ALL,ITL,3149
082053,2022,F,Y26,26.0,ALL,ITL,3134
082053,2023,F,Y26,26.0,ALL,ITL,2995
082053,2024,F,Y26,26.0,ALL,ITL,3023
082053,2021,F,Y26,26.0,ALL,TOTAL,3268
082053,2022,F,Y26,26.0,ALL,TOTAL,3265
082053,2023,F,Y26,26.0,ALL,TOTAL,3144
082053,2024,F,Y26,26.0,ALL,TOTAL,3161
082053,2021,F,Y27,27.0,ALL,FRGAPO,147
082053,2022,F,Y27,27.0,ALL,FRGAPO,126
082053,2023,F,Y27,27.0,ALL,FRGAPO,147
082053,2024,F,Y27,27.0,ALL,FRGAPO,170
082053,2021,F,Y27,27.0,ALL,ITL,3181
082053,2022,F,Y27,27.0,ALL,ITL,3103
082053,2023,F,Y27,27.0,ALL,ITL,3094
082053,2024,F,Y27,27.0,ALL,ITL,2977
082053,2021,F,Y27,27.0,ALL,TOTAL,3328
082053,2022,F,Y27,27.0,ALL,TOTAL,3229
082053,2023,F,Y27,27.0,ALL,TOTAL,3241
082053,2024,F,Y27,27.0,ALL,TOTAL,3147
082053,2021,F,Y28,28.0,ALL,FRGAPO,147
082053,2022,F,Y28,28.0,ALL,FRGAPO,153
082053,2023,F,Y28,28.0,ALL,FRGAPO,136
082053,2024,F,Y28,28.0,ALL,FRGAPO,166
082053,2021,F,Y28,28.0,ALL,ITL,3287
082053,2022,F,Y28,28.0,ALL,ITL,3165
082053,2023,F,Y28,28.0,ALL,ITL,3081
082053,2024,F,Y28,28.0,ALL,ITL,3059
082053,2021,F,Y28,28.0,ALL,TOTAL,3434
082053,2022,F,Y28,28.0,ALL,TOTAL,3318
082053,2023,F,Y28,28.0,ALL,TOTAL,3217
082053,2024,F,Y28,28.0,ALL,TOTAL,3225
082053,2021,F,Y29,29.0,ALL,FRGAPO,161
082053,2022,F,Y29,29.0,ALL,FRGAPO,157
082053,2023,F,Y29,29.0,ALL,FRGAPO,173
082053,2024,F,Y29,29.0,ALL,FRGAPO,156
082053,2021,F,Y29,29.0,ALL,ITL,3539
082053,2022,F,Y29,29.0,ALL,ITL,3225
082053,2023,F,Y29,29.0,ALL,ITL,3146
082053,2024,F,Y29,29.0,ALL,ITL,3085
082053,2021,F,Y29,29.0,ALL,TOTAL,3700
082053,2022,F,Y29,29.0,ALL,TOTAL,3382
082053,2023,F,Y29,29.0,ALL,TOTAL,3319
082053,2024,F,Y29,29.0,ALL,TOTAL,3241
082053,2021,F,Y3,3.0,ALL,FRGAPO,158
082053,2022,F,Y3,3.0,ALL,FRGAPO,136
082053,2023,F,Y3,3.0,ALL,FRGAPO,138
082053,2024,F,Y3,3.0,ALL,FRGAPO,158
082053,2021,F,Y3,3.0,ALL,ITL,2505
082053,2022,F,Y3,3.0,ALL,ITL,2492
082053,2023,F,Y3,3.0,ALL,ITL,2371
082053,2024,F,Y3,3.0,ALL,ITL,2331
082053,2021,F,Y3,3.0,ALL,TOTAL,2663
082053,2022,F,Y3,3.0,ALL,TOTAL,2628
082053,2023,F,Y3,3.0,ALL,TOTAL,2509
082053,2024,F,Y3,3.0,ALL,TOTAL,2489
082053,2021,F,Y30,30.0,ALL,FRGAPO,171
082053,2022,F,Y30,30.0,ALL,FRGAPO,167
082053,2023,F,Y30,30.0,ALL,FRGAPO,174
082053,2024,F,Y30,30.0,ALL,FRGAPO,184
082053,2021,F,Y30,30.0,ALL,ITL,3379
082053,2022,F,Y30,30.0,ALL,ITL,3519
082053,2023,F,Y30,30.0,ALL,ITL,3213
082053,2024,F,Y30,30.0,ALL,ITL,3114
082053,2021,F,Y30,30.0,ALL,TOTAL,3550
082053,2022,F,Y30,30.0,ALL,TOTAL,3686
082053,2023,F,Y30,30.0,ALL,TOTAL,3387
082053,2024,F,Y30,30.0,ALL,TOTAL,3298
082053,2021,F,Y31,31.0,ALL,FRGAPO,164
082053,2022,F,Y31,31.0,ALL,FRGAPO,173
082053,2023,F,Y31,31.0,ALL,FRGAPO,184
082053,2024,F,Y31,31.0,ALL,FRGAPO,183
082053,2021,F,Y31,31.0,ALL,ITL,3378
082053,2022,F,Y31,31.0,ALL,ITL,3357
082053,2023,F,Y31,31.0,ALL,ITL,3493
082053,2024,F,Y31,31.0,ALL,ITL,3211
082053,2021,F,Y31,31.0,ALL,TOTAL,3542
082053,2022,F,Y31,31.0,ALL,TOTAL,3530
082053,2023,F,Y31,31.0,ALL,TOTAL,3677
082053,2024,F,Y31,31.0,ALL,TOTAL,3394
082053,2021,F,Y32,32.0,ALL,FRGAPO,238
082053,2022,F,Y32,32.0,ALL,FRGAPO,175
082053,2023,F,Y32,32.0,ALL,FRGAPO,177
082053,2024,F,Y32,32.0,ALL,FRGAPO,190
082053,2021,F,Y32,32.0,ALL,ITL,3361
082053,2022,F,Y32,32.0,ALL,ITL,3339
082053,2023,F,Y32,32.0,ALL,ITL,3340
082053,2024,F,Y32,32.0,ALL,ITL,3489
082053,2021,F,Y32,32.0,ALL,TOTAL,3599
082053,2022,F,Y32,32.0,ALL,TOTAL,3514
082053,2023,F,Y32,32.0,ALL,TOTAL,3517
082053,2024,F,Y32,32.0,ALL,TOTAL,3679
082053,2021,F,Y33,33.0,ALL,FRGAPO,205
082053,2022,F,Y33,33.0,ALL,FRGAPO,247
082053,2023,F,Y33,33.0,ALL,FRGAPO,192
082053,2024,F,Y33,33.0,ALL,FRGAPO,194
082053,2021,F,Y33,33.0,ALL,ITL,3463
082053,2022,F,Y33,33.0,ALL,ITL,3351
082053,2023,F,Y33,33.0,ALL,ITL,3322
082053,2024,F,Y33,33.0,ALL,ITL,3362
082053,2021,F,Y33,33.0,ALL,TOTAL,3668
082053,2022,F,Y33,33.0,ALL,TOTAL,3598
082053,2023,F,Y33,33.0,ALL,TOTAL,3514
082053,2024,F,Y33,33.0,ALL,TOTAL,3556
082053,2021,F,Y34,34.0,ALL,FRGAPO,231
082053,2022,F,Y34,34.0,ALL,FRGAPO,214
082053,2023,F,Y34,34.0,ALL,FRGAPO,257
082053,2024,F,Y34,34.0,ALL,FRGAPO,205
082053,2021,F,Y34,34.0,ALL,ITL,3359
082053,2022,F,Y34,34.0,ALL,ITL,3469
082053,2023,F,Y34,34.0,ALL,ITL,3342
082053,2024,F,Y34,34.0,ALL,ITL,3323
082053,2021,F,Y34,34.0,ALL,TOTAL,3590
082053,2022,F,Y34,34.0,ALL,TOTAL,3683
082053,2023,F,Y34,34.0,ALL,TOTAL,3599
082053,2024,F,Y34,34.0,ALL,TOTAL,3528
082053,2021,F,Y35,35.0,ALL,FRGAPO,253
082053,2022,F,Y35,35.0,ALL,FRGAPO,240
082053,2023,F,Y35,35.0,ALL,FRGAPO,221
082053,2024,F,Y35,35.0,ALL,FRGAPO,260
082053,2021,F,Y35,35.0,ALL,ITL,3323
082053,2022,F,Y35,35.0,ALL,ITL,3365
082053,2023,F,Y35,35.0,ALL,ITL,3474
082053,2024,F,Y35,35.0,ALL,ITL,3345
082053,2021,F,Y35,35.0,ALL,TOTAL,3576
082053,2022,F,Y35,35.0,ALL,TOTAL,3605
082053,2023,F,Y35,35.0,ALL,TOTAL,3695
082053,2024,F,Y35,35.0,ALL,TOTAL,3605
082053,2021,F,Y36,36.0,ALL,FRGAPO,251
082053,2022,F,Y36,36.0,ALL,FRGAPO,254
082053,2023,F,Y36,36.0,ALL,FRGAPO,238
082053,2024,F,Y36,36.0,ALL,FRGAPO,221
082053,2021,F,Y36,36.0,ALL,ITL,3535
082053,2022,F,Y36,36.0,ALL,ITL,3351
082053,2023,F,Y36,36.0,ALL,ITL,3390
082053,2024,F,Y36,36.0,ALL,ITL,3482
082053,2021,F,Y36,36.0,ALL,TOTAL,3786
082053,2022,F,Y36,36.0,ALL,TOTAL,3605
082053,2023,F,Y36,36.0,ALL,TOTAL,3628
082053,2024,F,Y36,36.0,ALL,TOTAL,3703
082053,2021,F,Y37,37.0,ALL,FRGAPO,234
082053,2022,F,Y37,37.0,ALL,FRGAPO,266
082053,2023,F,Y37,37.0,ALL,FRGAPO,249
082053,2024,F,Y37,37.0,ALL,FRGAPO,243
082053,2021,F,Y37,37.0,ALL,ITL,3560
082053,2022,F,Y37,37.0,ALL,ITL,3542
082053,2023,F,Y37,37.0,ALL,ITL,3364
082053,2024,F,Y37,37.0,ALL,ITL,3415
082053,2021,F,Y37,37.0,ALL,TOTAL,3794
082053,2022,F,Y37,37.0,ALL,TOTAL,3808
082053,2023,F,Y37,37.0,ALL,TOTAL,3613
082053,2024,F,Y37,37.0,ALL,TOTAL,3658
082053,2021,F,Y38,38.0,ALL,FRGAPO,252
082053,2022,F,Y38,38.0,ALL,FRGAPO,243
082053,2023,F,Y38,38.0,ALL,FRGAPO,276
082053,2024,F,Y38,38.0,ALL,FRGAPO,260
082053,2021,F,Y38,38.0,ALL,ITL,3543
082053,2022,F,Y38,38.0,ALL,ITL,3556
082053,2023,F,Y38,38.0,ALL,ITL,3530
082053,2024,F,Y38,38.0,ALL,ITL,3361
082053,2021,F,Y38,38.0,ALL,TOTAL,3795
082053,2022,F,Y38,38.0,ALL,TOTAL,3799
082053,2023,F,Y38,38.0,ALL,TOTAL,3806
082053,2024,F,Y38,38.0,ALL,TOTAL,3621
082053,2021,F,Y39,39.0,ALL,FRGAPO,289
082053,2022,F,Y39,39.0,ALL,FRGAPO,259
082053,2023,F,Y39,39.0,ALL,FRGAPO,242
082053,2024,F,Y39,39.0,ALL,FRGAPO,291
082053,2021,F,Y39,39.0,ALL,ITL,3642
082053,2022,F,Y39,39.0,ALL,ITL,3575
082053,2023,F,Y39,39.0,ALL,ITL,3583
082053,2024,F,Y39,39.0,ALL,ITL,3522
082053,2021,F,Y39,39.0,ALL,TOTAL,3931
082053,2022,F,Y39,39.0,ALL,TOTAL,3834
082053,2023,F,Y39,39.0,ALL,TOTAL,3825
082053,2024,F,Y39,39.0,ALL,TOTAL,3813
082053,2021,F,Y4,4.0,ALL,FRGAPO,166
082053,2022,F,Y4,4.0,ALL,FRGAPO,161
082053,2023,F,Y4,4.0,ALL,FRGAPO,135
082053,2024,F,Y4,4.0,ALL,FRGAPO,136
082053,2021,F,Y4,4.0,ALL,ITL,2628
082053,2022,F,Y4,4.0,ALL,ITL,2523
082053,2023,F,Y4,4.0,ALL,ITL,2515
082053,2024,F,Y4,4.0,ALL,ITL,2371
082053,2021,F,Y4,4.0,ALL,TOTAL,2794
082053,2022,F,Y4,4.0,ALL,TOTAL,2684
082053,2023,F,Y4,4.0,ALL,TOTAL,2650
082053,2024,F,Y4,4.0,ALL,TOTAL,2507
082053,2021,F,Y40,40.0,ALL,FRGAPO,266
082053,2022,F,Y40,40.0,ALL,FRGAPO,285
082053,2023,F,Y40,40.0,ALL,FRGAPO,253
082053,2024,F,Y40,40.0,ALL,FRGAPO,249
082053,2021,F,Y40,40.0,ALL,ITL,3792
082053,2022,F,Y40,40.0,ALL,ITL,3648
082053,2023,F,Y40,40.0,ALL,ITL,3599
082053,2024,F,Y40,40.0,ALL,ITL,3582
082053,2021,F,Y40,40.0,ALL,TOTAL,4058
082053,2022,F,Y40,40.0,ALL,TOTAL,3933
082053,2023,F,Y40,40.0,ALL,TOTAL,3852
082053,2024,F,Y40,40.0,ALL,TOTAL,3831
082053,2021,F,Y41,41.0,ALL,FRGAPO,286
