territorio,anno,genere,eta,eta_anni,stato_civile,valore
082006,2022,F,Y81,81.0,1,8
082006,2023,F,Y81,81.0,1,18
082006,2024,F,Y81,81.0,1,9
082006,2025,F,Y81,81.0,1,13
082006,2019,F,Y81,81.0,15,0
082006,2020,F,Y81,81.0,15,0
082006,2021,F,Y81,81.0,15,0
082006,2022,F,Y81,81.0,15,0
082006,2023,F,Y81,81.0,15,0
082006,2024,F,Y81,81.0,15,0
082006,2025,F,Y81,81.0,15,0
082006,2019,F,Y81,81.0,16,0
082006,2020,F,Y81,81.0,16,0
082006,2021,F,Y81,81.0,16,0
082006,2022,F,Y81,81.0,16,0
082006,2023,F,Y81,81.0,16,0
082006,2024,F,Y81,81.0,16,0
082006,2025,F,Y81,81.0,16,0
082006,2019,F,Y81,81.0,17,0
082006,2020,F,Y81,81.0,17,0
082006,2021,F,Y81,81.0,17,0
082006,2022,F,Y81,81.0,17,0
082006,2023,F,Y81,81.0,17,0
082006,2024,F,Y81,81.0,17,0
082006,2025,F,Y81,81.0,17,0
082006,2019,F,Y81,81.0,2,64
082006,2020,F,Y81,81.0,2,80
082006,2021,F,Y81,81.0,2,67
082006,2022,F,Y81,81.0,2,65
082006,2023,F,Y81,81.0,2,74
082006,2024,F,Y81,81.0,2,52
082006,2025,F,Y81,81.0,2,63
082006,2019,F,Y81,81.0,3,3
082006,2020,F,Y81,81.0,3,0
082006,2021,F,Y81,81.0,3,2
082006,2022,F,Y81,81.0,3,1
082006,2023,F,Y81,81.0,3,3
082006,2024,F,Y81,81.0,3,3
082006,2025,F,Y81,81.0,3,3
082006,2019,F,Y81,81.0,4,114
082006,2020,F,Y81,81.0,4,124
082006,2021,F,Y81,81.0,4,105
082006,2022,F,Y81,81.0,4,91
082006,2023,F,Y81,81.0,4,104
082006,2024,F,Y81,81.0,4,108
082006,2025,F,Y81,81.0,4,102
082006,2019,F,Y81,81.0,99,189
082006,2020,F,Y81,81.0,99,215
082006,2021,F,Y81,81.0,99,195
082006,2022,F,Y81,81.0,99,165
082006,2023,F,Y81,81.0,99,199
082006,2024,F,Y81,81.0,99,172
082006,2025,F,Y81,81.0,99,181
082006,2026,F,Y81,81.0,99,182
082006,2019,F,Y82,82.0,1,21
082006,2020,F,Y82,82.0,1,8
082006,2021,F,Y82,82.0,1,11
082006,2022,F,Y82,82.0,1,21
082006,2023,F,Y82,82.0,1,7
082006,2024,F,Y82,82.0,1,18
082006,2025,F,Y82,82.0,1,6
082006,2019,F,Y82,82.0,15,0
082006,2020,F,Y82,82.0,15,0
082006,2021,F,Y82,82.0,15,0
082006,2022,F,Y82,82.0,15,0
082006,2023,F,Y82,82.0,15,0
082006,2024,F,Y82,82.0,15,0
082006,2025,F,Y82,82.0,15,0
082006,2019,F,Y82,82.0,16,0
082006,2020,F,Y82,82.0,16,0
082006,2021,F,Y82,82.0,16,0
082006,2022,F,Y82,82.0,16,0
082006,2023,F,Y82,82.0,16,0
082006,2024,F,Y82,82.0,16,0
082006,2025,F,Y82,82.0,16,0
082006,2019,F,Y82,82.0,17,0
082006,2020,F,Y82,82.0,17,0
082006,2021,F,Y82,82.0,17,0
082006,2022,F,Y82,82.0,17,0
082006,2023,F,Y82,82.0,17,0
082006,2024,F,Y82,82.0,17,0
082006,2025,F,Y82,82.0,17,0
082006,2019,F,Y82,82.0,2,42
082006,2020,F,Y82,82.0,2,57
082006,2021,F,Y82,82.0,2,68
082006,2022,F,Y82,82.0,2,51
082006,2023,F,Y82,82.0,2,62
082006,2024,F,Y82,82.0,2,62
082006,2025,F,Y82,82.0,2,46
082006,2019,F,Y82,82.0,3,3
082006,2020,F,Y82,82.0,3,3
082006,2021,F,Y82,82.0,3,0
082006,2022,F,Y82,82.0,3,2
082006,2023,F,Y82,82.0,3,1
082006,2024,F,Y82,82.0,3,3
082006,2025,F,Y82,82.0,3,3
082006,2019,F,Y82,82.0,4,102
082006,2020,F,Y82,82.0,4,113
082006,2021,F,Y82,82.0,4,129
082006,2022,F,Y82,82.0,4,103
082006,2023,F,Y82,82.0,4,87
082006,2024,F,Y82,82.0,4,101
082006,2025,F,Y82,82.0,4,108
082006,2019,F,Y82,82.0,99,168
082006,2020,F,Y82,82.0,99,181
082006,2021,F,Y82,82.0,99,208
082006,2022,F,Y82,82.0,99,177
082006,2023,F,Y82,82.0,99,157
082006,2024,F,Y82,82.0,99,184
082006,2025,F,Y82,82.0,99,163
082006,2026,F,Y82,82.0,99,176
082006,2019,F,Y83,83.0,1,12
082006,2020,F,Y83,83.0,1,20
082006,2021,F,Y83,83.0,1,8
082006,2022,F,Y83,83.0,1,9
082006,2023,F,Y83,83.0,1,20
082006,2024,F,Y83,83.0,1,6
082006,2025,F,Y83,83.0,1,17
082006,2019,F,Y83,83.0,15,0
082006,2020,F,Y83,83.0,15,0
082006,2021,F,Y83,83.0,15,0
082006,2022,F,Y83,83.0,15,0
082006,2023,F,Y83,83.0,15,0
082006,2024,F,Y83,83.0,15,0
082006,2025,F,Y83,83.0,15,0
082006,2019,F,Y83,83.0,16,0
082006,2020,F,Y83,83.0,16,0
082006,2021,F,Y83,83.0,16,0
082006,2022,F,Y83,83.0,16,0
082006,2023,F,Y83,83.0,16,0
082006,2024,F,Y83,83.0,16,0
082006,2025,F,Y83,83.0,16,0
082006,2019,F,Y83,83.0,17,0
082006,2020,F,Y83,83.0,17,0
082006,2021,F,Y83,83.0,17,0
082006,2022,F,Y83,83.0,17,0
082006,2023,F,Y83,83.0,17,0
082006,2024,F,Y83,83.0,17,0
082006,2025,F,Y83,83.0,17,0
082006,2019,F,Y83,83.0,2,35
082006,2020,F,Y83,83.0,2,39
082006,2021,F,Y83,83.0,2,51
082006,2022,F,Y83,83.0,2,62
082006,2023,F,Y83,83.0,2,42
082006,2024,F,Y83,83.0,2,52
082006,2025,F,Y83,83.0,2,52
082006,2019,F,Y83,83.0,3,3
082006,2020,F,Y83,83.0,3,3
082006,2021,F,Y83,83.0,3,3
082006,2022,F,Y83,83.0,3,0
082006,2023,F,Y83,83.0,3,2
082006,2024,F,Y83,83.0,3,2
082006,2025,F,Y83,83.0,3,3
082006,2019,F,Y83,83.0,4,120
082006,2020,F,Y83,83.0,4,98
082006,2021,F,Y83,83.0,4,110
082006,2022,F,Y83,83.0,4,128
082006,2023,F,Y83,83.0,4,101
082006,2024,F,Y83,83.0,4,90
082006,2025,F,Y83,83.0,4,100
082006,2019,F,Y83,83.0,99,170
082006,2020,F,Y83,83.0,99,160
082006,2021,F,Y83,83.0,99,172
082006,2022,F,Y83,83.0,99,199
082006,2023,F,Y83,83.0,99,165
082006,2024,F,Y83,83.0,99,150
082006,2025,F,Y83,83.0,99,172
082006,2026,F,Y83,83.0,99,151
082006,2019,F,Y84,84.0,1,13
082006,2020,F,Y84,84.0,1,12
082006,2021,F,Y84,84.0,1,18
082006,2022,F,Y84,84.0,1,8
082006,2023,F,Y84,84.0,1,9
082006,2024,F,Y84,84.0,1,18
082006,2025,F,Y84,84.0,1,5
082006,2019,F,Y84,84.0,15,0
082006,2020,F,Y84,84.0,15,0
082006,2021,F,Y84,84.0,15,0
082006,2022,F,Y84,84.0,15,0
082006,2023,F,Y84,84.0,15,0
082006,2024,F,Y84,84.0,15,0
082006,2025,F,Y84,84.0,15,0
082006,2019,F,Y84,84.0,16,0
082006,2020,F,Y84,84.0,16,0
082006,2021,F,Y84,84.0,16,0
082006,2022,F,Y84,84.0,16,0
082006,2023,F,Y84,84.0,16,0
082006,2024,F,Y84,84.0,16,0
082006,2025,F,Y84,84.0,16,0
082006,2019,F,Y84,84.0,17,0
082006,2020,F,Y84,84.0,17,0
082006,2021,F,Y84,84.0,17,0
082006,2022,F,Y84,84.0,17,0
082006,2023,F,Y84,84.0,17,0
082006,2024,F,Y84,84.0,17,0
082006,2025,F,Y84,84.0,17,0
082006,2019,F,Y84,84.0,2,29
082006,2020,F,Y84,84.0,2,34
082006,2021,F,Y84,84.0,2,35
082006,2022,F,Y84,84.0,2,44
082006,2023,F,Y84,84.0,2,56
082006,2024,F,Y84,84.0,2,36
082006,2025,F,Y84,84.0,2,41
082006,2019,F,Y84,84.0,3,1
082006,2020,F,Y84,84.0,3,3
082006,2021,F,Y84,84.0,3,3
082006,2022,F,Y84,84.0,3,2
082006,2023,F,Y84,84.0,3,0
082006,2024,F,Y84,84.0,3,2
082006,2025,F,Y84,84.0,3,3
082006,2019,F,Y84,84.0,4,104
082006,2020,F,Y84,84.0,4,114
082006,2021,F,Y84,84.0,4,97
082006,2022,F,Y84,84.0,4,106
082006,2023,F,Y84,84.0,4,123
082006,2024,F,Y84,84.0,4,98
082006,2025,F,Y84,84.0,4,92
082006,2019,F,Y84,84.0,99,147
082006,2020,F,Y84,84.0,99,163
082006,2021,F,Y84,84.0,99,153
082006,2022,F,Y84,84.0,99,160
082006,2023,F,Y84,84.0,99,188
082006,2024,F,Y84,84.0,99,154
082006,2025,F,Y84,84.0,99,141
082006,2026,F,Y84,84.0,99,157
082006,2019,F,Y85,85.0,1,13
082006,2020,F,Y85,85.0,1,14
082006,2021,F,Y85,85.0,1,10
082006,2022,F,Y85,85.0,1,17
082006,2023,F,Y85,85.0,1,7
082006,2024,F,Y85,85.0,1,9
082006,2025,F,Y85,85.0,1,16
082006,2019,F,Y85,85.0,15,0
082006,2020,F,Y85,85.0,15,0
082006,2021,F,Y85,85.0,15,0
082006,2022,F,Y85,85.0,15,0
082006,2023,F,Y85,85.0,15,0
082006,2024,F,Y85,85.0,15,0
082006,2025,F,Y85,85.0,15,0
082006,2019,F,Y85,85.0,16,0
082006,2020,F,Y85,85.0,16,0
082006,2021,F,Y85,85.0,16,0
082006,2022,F,Y85,85.0,16,0
082006,2023,F,Y85,85.0,16,0
082006,2024,F,Y85,85.0,16,0
082006,2025,F,Y85,85.0,16,0
082006,2019,F,Y85,85.0,17,0
082006,2020,F,Y85,85.0,17,0
082006,2021,F,Y85,85.0,17,0
082006,2022,F,Y85,85.0,17,0
082006,2023,F,Y85,85.0,17,0
082006,2024,F,Y85,85.0,17,0
082006,2025,F,Y85,85.0,17,0
082006,2019,F,Y85,85.0,2,25
082006,2020,F,Y85,85.0,2,25
082006,2021,F,Y85,85.0,2,27
082006,2022,F,Y85,85.0,2,31
082006,2023,F,Y85,85.0,2,37
082006,2024,F,Y85,85.0,2,48
082006,2025,F,Y85,85.0,2,29
082006,2019,F,Y85,85.0,3,1
082006,2020,F,Y85,85.0,3,1
082006,2021,F,Y85,85.0,3,3
082006,2022,F,Y85,85.0,3,2
082006,2023,F,Y85,85.0,3,1
082006,2024,F,Y85,85.0,3,0
082006,2025,F,Y85,85.0,3,2
082006,2019,F,Y85,85.0,4,92
082006,2020,F,Y85,85.0,4,100
082006,2021,F,Y85,85.0,4,116
082006,2022,F,Y85,85.0,4,91
082006,2023,F,Y85,85.0,4,102
082006,2024,F,Y85,85.0,4,118
082006,2025,F,Y85,85.0,4,96
082006,2019,F,Y85,85.0,99,131
082006,2020,F,Y85,85.0,99,140
082006,2021,F,Y85,85.0,99,156
082006,2022,F,Y85,85.0,99,141
082006,2023,F,Y85,85.0,99,147
082006,2024,F,Y85,85.0,99,175
082006,2025,F,Y85,85.0,99,143
082006,2026,F,Y85,85.0,99,133
082006,2019,F,Y86,86.0,1,7
082006,2020,F,Y86,86.0,1,12
082006,2021,F,Y86,86.0,1,13
082006,2022,F,Y86,86.0,1,10
082006,2023,F,Y86,86.0,1,15
082006,2024,F,Y86,86.0,1,6
082006,2025,F,Y86,86.0,1,8
082006,2019,F,Y86,86.0,15,0
082006,2020,F,Y86,86.0,15,0
082006,2021,F,Y86,86.0,15,0
082006,2022,F,Y86,86.0,15,0
082006,2023,F,Y86,86.0,15,0
082006,2024,F,Y86,86.0,15,0
082006,2025,F,Y86,86.0,15,0
082006,2019,F,Y86,86.0,16,0
082006,2020,F,Y86,86.0,16,0
082006,2021,F,Y86,86.0,16,0
082006,2022,F,Y86,86.0,16,0
082006,2023,F,Y86,86.0,16,0
082006,2024,F,Y86,86.0,16,0
082006,2025,F,Y86,86.0,16,0
082006,2019,F,Y86,86.0,17,0
082006,2020,F,Y86,86.0,17,0
082006,2021,F,Y86,86.0,17,0
082006,2022,F,Y86,86.0,17,0
082006,2023,F,Y86,86.0,17,0
082006,2024,F,Y86,86.0,17,0
082006,2025,F,Y86,86.0,17,0
082006,2019,F,Y86,86.0,2,18
082006,2020,F,Y86,86.0,2,22
082006,2021,F,Y86,86.0,2,19
082006,2022,F,Y86,86.0,2,24
082006,2023,F,Y86,86.0,2,22
082006,2024,F,Y86,86.0,2,31
082006,2025,F,Y86,86.0,2,39
082006,2019,F,Y86,86.0,3,1
082006,2020,F,Y86,86.0,3,1
082006,2021,F,Y86,86.0,3,1
082006,2022,F,Y86,86.0,3,2
082006,2023,F,Y86,86.0,3,2
082006,2024,F,Y86,86.0,3,1
082006,2025,F,Y86,86.0,3,0
082006,2019,F,Y86,86.0,4,92
082006,2020,F,Y86,86.0,4,87
082006,2021,F,Y86,86.0,4,100
082006,2022,F,Y86,86.0,4,115
082006,2023,F,Y86,86.0,4,91
082006,2024,F,Y86,86.0,4,99
082006,2025,F,Y86,86.0,4,116
082006,2019,F,Y86,86.0,99,118
082006,2020,F,Y86,86.0,99,122
082006,2021,F,Y86,86.0,99,133
082006,2022,F,Y86,86.0,99,151
082006,2023,F,Y86,86.0,99,130
082006,2024,F,Y86,86.0,99,137
082006,2025,F,Y86,86.0,99,163
082006,2026,F,Y86,86.0,99,135
082006,2019,F,Y87,87.0,1,8
082006,2020,F,Y87,87.0,1,7
082006,2021,F,Y87,87.0,1,10
082006,2022,F,Y87,87.0,1,12
082006,2023,F,Y87,87.0,1,5
082006,2024,F,Y87,87.0,1,15
082006,2025,F,Y87,87.0,1,5
082006,2019,F,Y87,87.0,15,0
082006,2020,F,Y87,87.0,15,0
082006,2021,F,Y87,87.0,15,0
082006,2022,F,Y87,87.0,15,0
082006,2023,F,Y87,87.0,15,0
082006,2024,F,Y87,87.0,15,0
082006,2025,F,Y87,87.0,15,0
082006,2019,F,Y87,87.0,16,0
082006,2020,F,Y87,87.0,16,0
082006,2021,F,Y87,87.0,16,0
082006,2022,F,Y87,87.0,16,0
082006,2023,F,Y87,87.0,16,0
082006,2024,F,Y87,87.0,16,0
082006,2025,F,Y87,87.0,16,0
082006,2019,F,Y87,87.0,17,0
082006,2020,F,Y87,87.0,17,0
082006,2021,F,Y87,87.0,17,0
082006,2022,F,Y87,87.0,17,0
082006,2023,F,Y87,87.0,17,0
082006,2024,F,Y87,87.0,17,0
082006,2025,F,Y87,87.0,17,0
082006,2019,F,Y87,87.0,2,14
082006,2020,F,Y87,87.0,2,16
082006,2021,F,Y87,87.0,2,19
082006,2022,F,Y87,87.0,2,13
082006,2023,F,Y87,87.0,2,17
082006,2024,F,Y87,87.0,2,17
082006,2025,F,Y87,87.0,2,25
082006,2019,F,Y87,87.0,3,1
082006,2020,F,Y87,87.0,3,1
082006,2021,F,Y87,87.0,3,1
082006,2022,F,Y87,87.0,3,1
082006,2023,F,Y87,87.0,3,3
082006,2024,F,Y87,87.0,3,1
082006,2025,F,Y87,87.0,3,1
082006,2019,F,Y87,87.0,4,87
082006,2020,F,Y87,87.0,4,81
082006,2021,F,Y87,87.0,4,81
082006,2022,F,Y87,87.0,4,92
082006,2023,F,Y87,87.0,4,106
082006,2024,F,Y87,87.0,4,88
082006,2025,F,Y87,87.0,4,89
082006,2019,F,Y87,87.0,99,110
082006,2020,F,Y87,87.0,99,105
082006,2021,F,Y87,87.0,99,111
082006,2022,F,Y87,87.0,99,118
082006,2023,F,Y87,87.0,99,131
082006,2024,F,Y87,87.0,99,121
082006,2025,F,Y87,87.0,99,120
082006,2026,F,Y87,87.0,99,155
082006,2019,F,Y88,88.0,1,8
082006,2020,F,Y88,88.0,1,6
082006,2021,F,Y88,88.0,1,6
082006,2022,F,Y88,88.0,1,7
082006,2023,F,Y88,88.0,1,10
082006,2024,F,Y88,88.0,1,5
082006,2025,F,Y88,88.0,1,11
082006,2019,F,Y88,88.0,15,0
082006,2020,F,Y88,88.0,15,0
082006,2021,F,Y88,88.0,15,0
082006,2022,F,Y88,88.0,15,0
082006,2023,F,Y88,88.0,15,0
082006,2024,F,Y88,88.0,15,0
082006,2025,F,Y88,88.0,15,0
082006,2019,F,Y88,88.0,16,0
082006,2020,F,Y88,88.0,16,0
082006,2021,F,Y88,88.0,16,0
082006,2022,F,Y88,88.0,16,0
082006,2023,F,Y88,88.0,16,0
082006,2024,F,Y88,88.0,16,0
082006,2025,F,Y88,88.0,16,0
082006,2019,F,Y88,88.0,17,0
082006,2020,F,Y88,88.0,17,0
082006,2021,F,Y88,88.0,17,0
082006,2022,F,Y88,88.0,17,0
082006,2023,F,Y88,88.0,17,0
082006,2024,F,Y88,88.0,17,0
082006,2025,F,Y88,88.0,17,0
082006,2019,F,Y88,88.0,2,10
082006,2020,F,Y88,88.0,2,11
082006,2021,F,Y88,88.0,2,11
082006,2022,F,Y88,88.0,2,20
082006,2023,F,Y88,88.0,2,7
082006,2024,F,Y88,88.0,2,14
082006,2025,F,Y88,88.0,2,16
082006,2019,F,Y88,88.0,3,0
082006,2020,F,Y88,88.0,3,1
082006,2021,F,Y88,88.0,3,1
082006,2022,F,Y88,88.0,3,1
082006,2023,F,Y88,88.0,3,1
082006,2024,F,Y88,88.0,3,2
082006,2025,F,Y88,88.0,3,1
082006,2019,F,Y88,88.0,4,73
082006,2020,F,Y88,88.0,4,77
082006,2021,F,Y88,88.0,4,77
082006,2022,F,Y88,88.0,4,72
082006,2023,F,Y88,88.0,4,91
082006,2024,F,Y88,88.0,4,92
082006,2025,F,Y88,88.0,4,75
082006,2019,F,Y88,88.0,99,91
082006,2020,F,Y88,88.0,99,95
082006,2021,F,Y88,88.0,99,95
082006,2022,F,Y88,88.0,99,100
082006,2023,F,Y88,88.0,99,109
082006,2024,F,Y88,88.0,99,113
082006,2025,F,Y88,88.0,99,103
082006,2026,F,Y88,88.0,99,111
082006,2019,F,Y89,89.0,1,7
082006,2020,F,Y89,89.0,1,4
082006,2021,F,Y89,89.0,1,6
082006,2022,F,Y89,89.0,1,5
082006,2023,F,Y89,89.0,1,4
082006,2024,F,Y89,89.0,1,8
082006,2025,F,Y89,89.0,1,3
082006,2019,F,Y89,89.0,15,0
082006,2020,F,Y89,89.0,15,0
082006,2021,F,Y89,89.0,15,0
082006,2022,F,Y89,89.0,15,0
082006,2023,F,Y89,89.0,15,0
082006,2024,F,Y89,89.0,15,0
082006,2025,F,Y89,89.0,15,0
082006,2019,F,Y89,89.0,16,0
082006,2020,F,Y89,89.0,16,0
082006,2021,F,Y89,89.0,16,0
082006,2022,F,Y89,89.0,16,0
082006,2023,F,Y89,89.0,16,0
082006,2024,F,Y89,89.0,16,0
082006,2025,F,Y89,89.0,16,0
082006,2019,F,Y89,89.0,17,0
082006,2020,F,Y89,89.0,17,0
082006,2021,F,Y89,89.0,17,0
082006,2022,F,Y89,89.0,17,0
082006,2023,F,Y89,89.0,17,0
082006,2024,F,Y89,89.0,17,0
082006,2025,F,Y89,89.0,17,0
082006,2019,F,Y89,89.0,2,6
082006,2020,F,Y89,89.0,2,10
082006,2021,F,Y89,89.0,2,5
082006,2022,F,Y89,89.0,2,8
082006,2023,F,Y89,89.0,2,14
082006,2024,F,Y89,89.0,2,5
082006,2025,F,Y89,89.0,2,10
082006,2019,F,Y89,89.0,3,0
082006,2020,F,Y89,89.0,3,0
082006,2021,F,Y89,89.0,3,1
082006,2022,F,Y89,89.0,3,1
082006,2023,F,Y89,89.0,3,1
082006,2024,F,Y89,89.0,3,1
082006,2025,F,Y89,89.0,3,2
082006,2019,F,Y89,89.0,4,70
082006,2020,F,Y89,89.0,4,66
082006,2021,F,Y89,89.0,4,66
082006,2022,F,Y89,89.0,4,71
082006,2023,F,Y89,89.0,4,68
082006,2024,F,Y89,89.0,4,79
082006,2025,F,Y89,89.0,4,82
082006,2019,F,Y89,89.0,99,83
082006,2020,F,Y89,89.0,99,80
082006,2021,F,Y89,89.0,99,78
082006,2022,F,Y89,89.0,99,85
082006,2023,F,Y89,89.0,99,87
082006,2024,F,Y89,89.0,99,93
082006,2025,F,Y89,89.0,99,97
082006,2026,F,Y89,89.0,99,90
082006,2019,F,Y9,9.0,1,276
082006,2020,F,Y9,9.0,1,250
082006,2021,F,Y9,9.0,1,278
082006,2022,F,Y9,9.0,1,264
082006,2023,F,Y9,9.0,1,213
082006,2024,F,Y9,9.0,1,247
082006,2025,F,Y9,9.0,1,244
082006,2019,F,Y9,9.0,99,276
082006,2020,F,Y9,9.0,99,250
082006,2021,F,Y9,9.0,99,278
082006,2022,F,Y9,9.0,99,264
082006,2023,F,Y9,9.0,99,213
082006,2024,F,Y9,9.0,99,247
082006,2025,F,Y9,9.0,99,244
082006,2026,F,Y9,9.0,99,259
082006,2019,F,Y90,90.0,1,8
082006,2020,F,Y90,90.0,1,3
082006,2021,F,Y90,90.0,1,3
082006,2022,F,Y90,90.0,1,4
082006,2023,F,Y90,90.0,1,3
082006,2024,F,Y90,90.0,1,3
082006,2025,F,Y90,90.0,1,5
082006,2019,F,Y90,90.0,15,0
082006,2020,F,Y90,90.0,15,0
082006,2021,F,Y90,90.0,15,0
082006,2022,F,Y90,90.0,15,0
082006,2023,F,Y90,90.0,15,0
082006,2024,F,Y90,90.0,15,0
082006,2025,F,Y90,90.0,15,0
082006,2019,F,Y90,90.0,16,0
082006,2020,F,Y90,90.0,16,0
082006,2021,F,Y90,90.0,16,0
082006,2022,F,Y90,90.0,16,0
082006,2023,F,Y90,90.0,16,0
082006,2024,F,Y90,90.0,16,0
082006,2025,F,Y90,90.0,16,0
082006,2019,F,Y90,90.0,17,0
082006,2020,F,Y90,90.0,17,0
082006,2021,F,Y90,90.0,17,0
082006,2022,F,Y90,90.0,17,0
082006,2023,F,Y90,90.0,17,0
082006,2024,F,Y90,90.0,17,0
082006,2025,F,Y90,90.0,17,0
082006,2019,F,Y90,90.0,2,8
082006,2020,F,Y90,90.0,2,5
082006,2021,F,Y90,90.0,2,8
082006,2022,F,Y90,90.0,2,5
082006,2023,F,Y90,90.0,2,4
082006,2024,F,Y90,90.0,2,9
082006,2025,F,Y90,90.0,2,2
082006,2019,F,Y90,90.0,3,1
082006,2020,F,Y90,90.0,3,0
082006,2021,F,Y90,90.0,3,0
082006,2022,F,Y90,90.0,3,1
082006,2023,F,Y90,90.0,3,0
082006,2024,F,Y90,90.0,3,1
082006,2025,F,Y90,90.0,3,1
082006,2019,F,Y90,90.0,4,42
082006,2020,F,Y90,90.0,4,60
082006,2021,F,Y90,90.0,4,55
082006,2022,F,Y90,90.0,4,58
082006,2023,F,Y90,90.0,4,66
082006,2024,F,Y90,90.0,4,58
082006,2025,F,Y90,90.0,4,72
082006,2019,F,Y90,90.0,99,59
082006,2020,F,Y90,90.0,99,68
082006,2021,F,Y90,90.0,99,66
082006,2022,F,Y90,90.0,99,68
082006,2023,F,Y90,90.0,99,73
082006,2024,F,Y90,90.0,99,71
082006,2025,F,Y90,90.0,99,80
082006,2026,F,Y90,90.0,99,87
082006,2019,F,Y91,91.0,1,5
082006,2020,F,Y91,91.0,1,6
082006,2021,F,Y91,91.0,1,3
082006,2022,F,Y91,91.0,1,1
082006,2023,F,Y91,91.0,1,4
082006,2024,F,Y91,91.0,1,2
082006,2025,F,Y91,91.0,1,2
082006,2019,F,Y91,91.0,15,0
082006,2020,F,Y91,91.0,15,0
082006,2021,F,Y91,91.0,15,0
082006,2022,F,Y91,91.0,15,0
082006,2023,F,Y91,91.0,15,0
082006,2024,F,Y91,91.0,15,0
082006,2025,F,Y91,91.0,15,0
082006,2019,F,Y91,91.0,16,0
082006,2020,F,Y91,91.0,16,0
082006,2021,F,Y91,91.0,16,0
082006,2022,F,Y91,91.0,16,0
082006,2023,F,Y91,91.0,16,0
082006,2024,F,Y91,91.0,16,0
082006,2025,F,Y91,91.0,16,0
082006,2019,F,Y91,91.0,17,0
082006,2020,F,Y91,91.0,17,0
082006,2021,F,Y91,91.0,17,0
082006,2022,F,Y91,91.0,17,0
082006,2023,F,Y91,91.0,17,0
082006,2024,F,Y91,91.0,17,0
082006,2025,F,Y91,91.0,17,0
082006,2019,F,Y91,91.0,2,2
082006,2020,F,Y91,91.0,2,5
082006,2021,F,Y91,91.0,2,5
082006,2022,F,Y91,91.0,2,8
082006,2023,F,Y91,91.0,2,5
082006,2024,F,Y91,91.0,2,4
082006,2025,F,Y91,91.0,2,6
082006,2019,F,Y91,91.0,3,3
082006,2020,F,Y91,91.0,3,1
082006,2021,F,Y91,91.0,3,0
082006,2022,F,Y91,91.0,3,0
082006,2023,F,Y91,91.0,3,1
082006,2024,F,Y91,91.0,3,0
082006,2025,F,Y91,91.0,3,1
082006,2019,F,Y91,91.0,4,44
082006,2020,F,Y91,91.0,4,33
082006,2021,F,Y91,91.0,4,49
082006,2022,F,Y91,91.0,4,47
082006,2023,F,Y91,91.0,4,45
082006,2024,F,Y91,91.0,4,52
082006,2025,F,Y91,91.0,4,53
082006,2019,F,Y91,91.0,99,54
082006,2020,F,Y91,91.0,99,45
082006,2021,F,Y91,91.0,99,57
082006,2022,F,Y91,91.0,99,56
082006,2023,F,Y91,91.0,99,55
082006,2024,F,Y91,91.0,99,58
082006,2025,F,Y91,91.0,99,62
082006,2026,F,Y91,91.0,99,71
082006,2019,F,Y92,92.0,1,6
082006,2020,F,Y92,92.0,1,3
082006,2021,F,Y92,92.0,1,4
082006,2022,F,Y92,92.0,1,2
082006,2023,F,Y92,92.0,1,1
082006,2024,F,Y92,92.0,1,4
082006,2025,F,Y92,92.0,1,1
082006,2019,F,Y92,92.0,15,0
082006,2020,F,Y92,92.0,15,0
082006,2021,F,Y92,92.0,15,0
082006,2022,F,Y92,92.0,15,0
082006,2023,F,Y92,92.0,15,0
082006,2024,F,Y92,92.0,15,0
082006,2025,F,Y92,92.0,15,0
082006,2019,F,Y92,92.0,16,0
082006,2020,F,Y92,92.0,16,0
082006,2021,F,Y92,92.0,16,0
082006,2022,F,Y92,92.0,16,0
082006,2023,F,Y92,92.0,16,0
082006,2024,F,Y92,92.0,16,0
082006,2025,F,Y92,92.0,16,0
082006,2019,F,Y92,92.0,17,0
082006,2020,F,Y92,92.0,17,0
082006,2021,F,Y92,92.0,17,0
082006,2022,F,Y92,92.0,17,0
082006,2023,F,Y92,92.0,17,0
082006,2024,F,Y92,92.0,17,0
082006,2025,F,Y92,92.0,17,0
082006,2019,F,Y92,92.0,2,0
082006,2020,F,Y92,92.0,2,2
082006,2021,F,Y92,92.0,2,5
082006,2022,F,Y92,92.0,2,5
082006,2023,F,Y92,92.0,2,6
082006,2024,F,Y92,92.0,2,5
082006,2025,F,Y92,92.0,2,3
082006,2019,F,Y92,92.0,3,0
082006,2020,F,Y92,92.0,3,3
082006,2021,F,Y92,92.0,3,1
082006,2022,F,Y92,92.0,3,0
082006,2023,F,Y92,92.0,3,0
082006,2024,F,Y92,92.0,3,1
082006,2025,F,Y92,92.0,3,0
082006,2019,F,Y92,92.0,4,32
082006,2020,F,Y92,92.0,4,34
082006,2021,F,Y92,92.0,4,27
082006,2022,F,Y92,92.0,4,38
082006,2023,F,Y92,92.0,4,37
082006,2024,F,Y92,92.0,4,37
082006,2025,F,Y92,92.0,4,44
082006,2019,F,Y92,92.0,99,38
082006,2020,F,Y92,92.0,99,42
082006,2021,F,Y92,92.0,99,37
082006,2022,F,Y92,92.0,99,45
082006,2023,F,Y92,92.0,99,44
082006,2024,F,Y92,92.0,99,47
082006,2025,F,Y92,92.0,99,48
082006,2026,F,Y92,92.0,99,53
082006,2019,F,Y93,93.0,1,3
082006,2020,F,Y93,93.0,1,4
