anno,x,densita
2019,24.442,0.07843008472825311
2019,24.501,0.07884253531698712
2019,24.561,0.07927671669938742
2019,24.62,0.07973071442752941
2019,24.679,0.0802021924547298
2019,24.739,0.08068837529977205
2019,24.798,0.08118604026649102
2019,24.857,0.0816915210691675
2019,24.917,0.08220072387107304
2019,24.976,0.08270915635649452
2019,25.035,0.08321197003807342
2019,25.095,0.08370401556445105
2019,25.154,0.08417991035161866
2019,25.214,0.08463411742873415
2019,25.273,0.08506103397908923
2019,25.332,0.0854550876824906
2019,25.392,0.08581083863894244
2019,25.451,0.08612308438644227
2019,25.51,0.086386965327777
2019,25.57,0.08659806776050136
2019,25.629,0.08675252166673635
2019,25.688,0.08684709046858337
2019,25.748,0.08687925009164413
2019,25.807,0.08684725490136637
2019,25.867,0.08675018837971109
2019,25.926,0.08658799678508347
2019,25.985,0.0863615044759298
2019,26.045,0.08607241006471657
2019,26.104,0.08572326308904277
2019,26.163,0.08531742142362846
2019,26.223,0.08485899019334149
2019,26.282,0.08435274346545582
2019,26.341,0.0838040304817663
2019,26.401,0.08321866862200981
2019,26.46,0.08260282565521125
2019,26.52,0.08196289412348842
