DATAFLOW,FREQ,REF_AREA,INDICATOR,GENDER,AGE_NOCLASS,MARITAL_STATUS,CITIZENSHIP,AREA_CONTRY_CITIZEN,USUAL_RESID_1Y,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_INDICATOR,NOTE_GENDER,NOTE_AGE_NOCLASS,NOTE_MARITAL_STATUS,NOTE_CITIZENSHIP,NOTE_AREA_CONTRY_CITIZEN,NOTE_USUAL_RESID_1Y,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y15,ALL,TOTAL,ALL,ALL,2023,63,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y15,ALL,TOTAL,ALL,ALL,2024,67,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,FRGAPO,ALL,ALL,2022,4,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,FRGAPO,ALL,ALL,2024,1,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2021,71,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2022,59,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2023,58,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,ITL,ALL,ALL,2024,61,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,TOTAL,ALL,ALL,2021,71,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,TOTAL,ALL,ALL,2022,63,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,TOTAL,ALL,ALL,2023,58,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y16,ALL,TOTAL,ALL,ALL,2024,62,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,FRGAPO,ALL,ALL,2023,4,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,ITL,ALL,ALL,2021,52,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,ITL,ALL,ALL,2022,69,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,ITL,ALL,ALL,2023,60,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,ITL,ALL,ALL,2024,57,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,TOTAL,ALL,ALL,2021,52,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,TOTAL,ALL,ALL,2022,69,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,TOTAL,ALL,ALL,2023,64,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y17,ALL,TOTAL,ALL,ALL,2024,57,,,,,,SETA_FILTER,,,,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_SETA_1(1.0),A,082023,RESPOP_AV,F,Y18,ALL,FRGAPO,ALL,ALL,2021,1,,,,,,SETA_FILTER,,,,,,,,
